[00:00.000 --> 00:02.000]  You sound wonderful. Do you have a new microphone?
[01:16:39.880 --> 01:16:46.280]  I'll write a really good story and I get so excited about like I was originally planned for say after the weekend or it's planned
[01:16:46.280 --> 01:16:50.640]  To like go live on Wednesday and I'm just like I'm just gonna publish it now. I don't care if it's 11 p.m
[01:16:50.640 --> 01:16:54.760]  At night, I'm just gonna just gonna go with it now and that's kind of what I feel like true tone is on this on
[01:16:54.760 --> 01:17:00.700]  This iPad is is Apple being like we developed it and it's ready and we could wait until the iPhone 7
[01:17:00.700 --> 01:17:02.700]  But you know what? This will allow us to
[01:17:03.120 --> 01:17:07.880]  to get some bugs ironed out while we figure out how it works on the bigger screen and then we can bring it to the
[01:17:07.880 --> 01:17:12.760]  Smaller screen and then we can bring it to the Mac and it'll be great. Let's just launch it now guys, right?
[01:17:13.640 --> 01:17:17.280]  Exciting right, even if the fact is that it really makes for a very
[01:17:18.460 --> 01:17:25.560]  Ultimately, I think that the two iPad pros will be it'll be like choosing between MacBook pros where really the main thing is the duh
[01:17:25.560 --> 01:17:31.080]  Which size do you want? Yeah, it's a screen and maybe it may be a little bit more RAM and you know
[01:17:31.080 --> 01:17:35.520]  Like in the ways that are the hood stuff right in the ways that like a 15-inch MacBook Pro
[01:17:36.480 --> 01:17:39.280]  outperforms the 13-inch ones by a
[01:17:39.720 --> 01:17:46.660]  Small degree but like what you would you know, it just seems intuitively. Well, yeah, of course, it's a little a little bit better technically
[01:17:47.800 --> 01:17:53.320]  But it's not like that at all with that with the two iPad pros today. It's the the display quality
[01:17:53.320 --> 01:17:57.520]  Yeah, the display quality of the nine point seven one inch. It's just
[01:17:58.160 --> 01:18:02.380]  Vastly different. I mean the true tone is incredible. It's just the first time
[01:18:02.960 --> 01:18:04.680]  When I was setting up the iPad
[01:18:04.680 --> 01:18:08.620]  There's the there's the button where it's like would you like to use true tone display?
[01:18:08.620 --> 01:18:13.320]  And it's just a little blue button that's like with true tone and then you press it and it turns on without true tone
[01:18:13.320 --> 01:18:15.840]  And I made a gif of it because I'm just like this is so stuck
[01:18:15.840 --> 01:18:21.120]  Like I didn't even realize the screen was slightly orange and normally I'm very attuned to that stuff
[01:18:21.120 --> 01:18:24.600]  Like I couldn't use flux for years on my Mac because it would just drive me crazy
[01:18:24.720 --> 01:18:29.880]  But this is much subtler than flux and even much subtler than night shifts to a certain extent. It's just oh wait
[01:18:29.880 --> 01:18:35.880]  It's very good. It's very good. I actually think that it is confusing that it's shipped alongside
[01:18:37.720 --> 01:18:43.980]  Night shift as an OS feature because to me they are no pun intended like night and day
[01:18:44.040 --> 01:18:47.680]  where night shift is a very dramatic effect and
[01:18:47.680 --> 01:18:54.880]  I I've made I've definitely made more people who read Daring Fireball angry with my comments on night shift than anything
[01:18:54.880 --> 01:18:57.840]  I've done recently because I'm of the
[01:18:58.360 --> 01:19:02.660]  I've linked to numerous of the things that have like Glenn Fleishman had a good piece that
[01:19:02.980 --> 01:19:07.680]  The science that says that you get a better night's sleep because of this really is very very questionable
[01:19:08.080 --> 01:19:15.240]  Whether people find it more comfortable for their eyes though that that's completely subjective and I have friends who say oh, man
[01:19:15.240 --> 01:19:19.120]  I swear by this. I love that. I love I've been using flux for years on my Macs at night
[01:19:19.120 --> 01:19:21.120]  And I don't know how people work at night
[01:19:21.360 --> 01:19:22.440]  You know how you know
[01:19:22.440 --> 01:19:27.480]  I work hours and hours every night work late into the night and it's all thanks to flux that my eyes don't get tired
[01:19:27.480 --> 01:19:30.320]  I believe that but that doesn't mean you're getting a better night's sleep
[01:19:30.320 --> 01:19:35.640]  It just know your eyes are less tired, but if your eyes are less tired like certain other things may improve
[01:19:36.240 --> 01:19:43.640]  It's correlation me personally. I can't stand it. I find that the color shifting is just gross, but it's also very subjective
[01:19:43.640 --> 01:19:45.800]  I just it. I just find it very gross
[01:19:45.800 --> 01:19:48.680]  Well, I think whether or not you like the feature or not
[01:19:48.680 --> 01:19:50.920]  This is what I'm trying to get it whether you like that feature or not
[01:19:50.960 --> 01:19:56.280]  Call it night shift in iOS or flux on your Mac. It is without question
[01:19:56.840 --> 01:20:03.620]  Very very noticeable very whether you like it or not. I just don't see how anybody could deny that it is a dramatic difference
[01:20:05.400 --> 01:20:09.240]  True tone on the other hand while it sounds like it's doing the same thing
[01:20:09.240 --> 01:20:16.480]  It sounds like it's a similar idea where it's taking sensors and color temperature and shifting the color temperature in practice
[01:20:16.480 --> 01:20:18.480]  It is invisible
[01:20:18.880 --> 01:20:22.960]  and I think the you kind of hit the nail on the head in terms of the sensors because
[01:20:23.400 --> 01:20:29.280]  Night shift to my knowledge is almost entirely its geolocation and software based
[01:20:29.280 --> 01:20:33.740]  Yeah, and the actual like the range of the tone that's entirely
[01:20:33.740 --> 01:20:39.140]  Changeable and adjustable in settings. So it really depends its user dependent
[01:20:39.140 --> 01:20:45.400]  Where you have to go in and shift like how blue or how warm do you want to see your display at night?
[01:20:45.620 --> 01:20:48.300]  Whereas true tone takes all of that away
[01:20:48.300 --> 01:20:54.020]  It's like do you want it on or do you want it off and then just I keep I keep finding that with true tone
[01:20:54.020 --> 01:20:58.920]  As I use this iPad Pro more and more I keep thinking like wait
[01:20:58.920 --> 01:21:04.860]  I have to I keep thinking myself you have totally overblown this feature because there's an it's not doing anything right now
[01:21:04.860 --> 01:21:07.140]  Here it is. It's you know, 930 at night
[01:21:07.140 --> 01:21:13.340]  so it should be you know kicking in because the sun's down and I'm using incandescent lighting and I can just tell looking at
[01:21:13.340 --> 01:21:15.060]  This screen that this isn't doing anything at all
[01:21:15.060 --> 01:21:18.580]  And then I take any one of my other devices and look at it side by side store it
[01:21:18.580 --> 01:21:22.140]  Yeah, I'm like, oh my god, that is that is so disgusting
[01:21:22.380 --> 01:21:26.380]  It's crazy and like how was I staring at this blue piece of crap?
[01:21:26.380 --> 01:21:32.300]  but the more that I use it the more I convince myself that it's not doing anything at all until I look at any of
[01:21:32.300 --> 01:21:37.940]  My other devices that don't have it side by side and I see just how weirdly off all the white
[01:21:37.940 --> 01:21:41.420]  You know all the colors are it's it is a wonderful feature
[01:21:41.420 --> 01:21:42.100]  Oh
[01:21:42.100 --> 01:21:48.380]  It makes me it makes me so mad that they hadn't perfected it in November because that would have looked so pretty on the 12.9
[01:21:48.380 --> 01:21:53.280]  But I yeah, it's it's the problem with releasing different sizes at different times
[01:21:53.280 --> 01:21:56.260]  They could have held the entire iPad Pro launch until the spring
[01:21:57.000 --> 01:22:03.580]  But because of this is probably where the rumor cycle bites them and other things they wanted to launch the iPad Pro in November
[01:22:03.580 --> 01:22:08.900]  So they launched what they had and the smaller iPad Pro as a result gets some of the niceties
[01:22:08.900 --> 01:22:14.460]  It gets the PC 3 it gets the true tone display the camera features. I honestly think is just a
[01:22:14.860 --> 01:22:21.000]  Yeah, we can fit it in a 9.7 inch and there are people who are gonna use their iPad pros as cameras whether we tell
[01:22:21.000 --> 01:22:24.940]  Them to or not and also on the proof of the professional film side
[01:22:25.100 --> 01:22:29.940]  There are cinematographers who say yeah, the 9.7 inch screen is really nice for location scouting
[01:22:29.940 --> 01:22:32.380]  So it would be nice to have a 4k camera. So I get that
[01:22:32.380 --> 01:22:37.080]  I'm not too heartbroken about not having a 4k camera on my 12.9 inch
[01:22:37.940 --> 01:22:44.000]  iPad but god do I wish I had true town it does but it is a weird it's just again
[01:22:44.000 --> 01:22:45.780]  It's like you said, I think you said it perfectly
[01:22:45.780 --> 01:22:51.560]  It's it's not like people who have the 12.9 inch iPad Pro are dying to have the better camera
[01:22:51.860 --> 01:22:57.260]  But it does seem weird now side-by-side that the cheaper smaller one has a better camera than the more expensive bigger one
[01:22:57.260 --> 01:22:58.980]  Yeah, it seems weird
[01:22:58.980 --> 01:23:03.440]  It is it is and it's probably component cheapness like component parts
[01:23:03.660 --> 01:23:09.620]  Falling after the new year or something else like that or they just didn't you know, they couldn't fit it or the camera bump
[01:23:09.620 --> 01:23:13.700]  I don't know my guess. Here's my guess. Yes that it was either they couldn't
[01:23:13.700 --> 01:23:20.240]  Get them in September or they just didn't want to take the chance because it's the same camera
[01:23:20.620 --> 01:23:27.660]  System as the iPhone 6s and success plus and that to make sure that they wouldn't hamper production of iPhones
[01:23:28.340 --> 01:23:29.620]  They didn't want to put it in
[01:23:29.620 --> 01:23:34.140]  they just don't want to either they either they knew they couldn't get enough of them or that they just didn't want to take a
[01:23:34.140 --> 01:23:40.180]  Chance of putting a hiccup in the iPhone supply chain. I believe that especially pre-christmas, right?
[01:23:40.180 --> 01:23:44.460]  That's just that's a it's a dangerous thing to have right because that first quarter is
[01:23:44.900 --> 01:23:50.860]  Just it's crazy how high-stakes it is for Apple because it's both the launch quarter and the holiday quarter. Oh, yeah
[01:23:51.220 --> 01:23:54.660]  They I mean they crammed so much stuff in this past year
[01:23:54.660 --> 01:23:57.540]  And I thought I thought last year was a little bit crazy
[01:23:57.540 --> 01:24:03.180]  But but this year they really just like alright, we got the phones. We got the iPad. We've got the Apple TV
[01:24:03.180 --> 01:24:06.100]  We're just gonna go we're gonna go we're gonna make it happen
[01:24:06.100 --> 01:24:11.700]  the other thing the 9.7 does not have and this is the the thing that I think
[01:24:11.900 --> 01:24:16.300]  Ultimately will keep me from switching to it is the USBC quick charge
[01:24:16.300 --> 01:24:23.060]  Right, it's really nice being able to use USB 3 being able to take advantage of that quick charge because the 12 watt adapter
[01:24:23.420 --> 01:24:27.420]  Like I mean granted I rarely charge my iPad except overnight
[01:24:27.420 --> 01:24:30.460]  So I don't get a huge amount of use out of it
[01:24:30.460 --> 01:24:37.020]  But on the days when I'm like I have cut audio caught audio and cut video on my iPad before and in those days
[01:24:37.020 --> 01:24:44.060]  I will bring like my you the new USB C charger that I just got which was strangely shipped alongside the
[01:24:44.500 --> 01:24:47.340]  9.7 inch iPad but the 9.7 inch iPad not
[01:24:47.700 --> 01:24:52.820]  Not able to use it and that thing that thing actually charges like a laptop charger
[01:24:52.820 --> 01:24:58.620]  Like it makes it makes the iPad actually have a have a charger that is functional
[01:24:58.620 --> 01:25:03.740]  Whereas before like the 12 watt adapter trying to plug that into the 12.9 inch iPad Pro. It's like, okay
[01:25:04.420 --> 01:25:09.260]  If you're plugging this in while you're working on it, you're gonna see your battery drop 2%
[01:25:09.260 --> 01:25:11.260]  Yeah, it doesn't do anything, right?
[01:25:12.460 --> 01:25:14.540]  You really kind of have to just sit there and wait
[01:25:14.740 --> 01:25:21.020]  Yeah, and I find that the iPads I do find one of the advantages of it and I don't think that the battery life estimates
[01:25:21.020 --> 01:25:26.500]  Really the the the published tech specs for the battery life of these devices to me
[01:25:26.500 --> 01:25:31.220]  It it's misleading because I don't I get way more battery life out of an iPad
[01:25:31.420 --> 01:25:33.940]  Then the specs would show compared
[01:25:33.940 --> 01:25:34.260]  Oh, yeah
[01:25:34.260 --> 01:25:39.660]  book and I think it's simply the I think it's simply the basis that I actually I tend to run a
[01:25:39.860 --> 01:25:45.400]  Stupid number of Safari tabs at a time and I have a stupid number of apps that are open at a time
[01:25:45.400 --> 01:25:52.540]  And so there's just more going on as like a baseline CPU level on any of my macbooks compared to the iPad
[01:25:52.540 --> 01:25:55.260]  Which enforces this sort of mostly one app at a time?
[01:25:55.260 --> 01:26:01.700]  Thing and you know, like Safari you can have a bunch of tabs open, but only the frontmost tab actually is running anything
[01:26:02.380 --> 01:26:05.180]  I just get practically speaking
[01:26:06.780 --> 01:26:10.940]  If I start the day with a full charge, I can't use the iPad enough to really run it down
[01:26:10.940 --> 01:26:15.180]  I just can't there's nothing I can seem to do and so I don't I sometimes I I
[01:26:15.820 --> 01:26:18.060]  Wake up and if I'm it's like hey
[01:26:18.060 --> 01:26:22.660]  Let's use this iPad Pro because I want still wanna write this review and I realize I haven't even charged it in two or three
[01:26:22.660 --> 01:26:28.220]  Days and the battery still functional right and the battery is kind of low because I just haven't plugged it in in days
[01:26:28.540 --> 01:26:34.340]  Yeah, which never ever happens with with other devices because you just are vaguely aware that you know
[01:26:34.340 --> 01:26:35.580]  If you're doing a lot of work on a macbook
[01:26:35.580 --> 01:26:39.120]  You need to charge it at some point and same thing with an iPhone throughout the day
[01:26:39.640 --> 01:26:43.140]  Like you just don't accidentally go three or four days without charging your phone
[01:26:43.580 --> 01:26:49.740]  No, because it just it wouldn't work or your Apple watch but with the iPad, it's actually it's possible. It's very possible
[01:26:49.740 --> 01:26:54.780]  Yeah, especially if you don't use it a hundred percent of this like the iPad Pro if you're using it
[01:26:54.780 --> 01:26:57.100]  Like you'd use a laptop. It's pretty normal to
[01:26:57.780 --> 01:27:02.340]  Kill it or kill like 75% of the battery on a on a full day is work
[01:27:02.740 --> 01:27:04.460]  but if you're just using it
[01:27:04.460 --> 01:27:09.640]  You know like you do where you're using the iPad for reading and maybe a little bit of writing and you're going on the go
[01:27:09.640 --> 01:27:13.220]  You can you can get like three or four days out of charge of that thing. That's crazy
[01:27:13.500 --> 01:27:19.700]  But it is true though that the USB the super USB C charging on the iPad the big iPad Pro
[01:27:19.700 --> 01:27:25.180]  Is is a tremendous feature and once you've had it, it's it's really it's one of the it's another one of those things
[01:27:25.180 --> 01:27:28.900]  where once you've had it on one device, it's really hard to go back to any of your other devices and
[01:27:30.340 --> 01:27:35.580]  Accept the fact that it takes seemingly forever to charge them. Yeah. Yeah, and and
[01:27:36.300 --> 01:27:39.060]  Cuz I do I do like a lot of the 9.7 inch
[01:27:39.940 --> 01:27:43.740]  iPads like the true tone is so beautiful and I love by the way
[01:27:43.740 --> 01:27:48.580]  I love that it turns off whenever you go into a photo editing program. Yeah
[01:27:48.580 --> 01:27:52.540]  Um, so it automatically it automatically understands that which is pretty great
[01:27:53.460 --> 01:27:58.380]  but also I used an 11-inch MacBook Air for so long that I'm like
[01:27:59.220 --> 01:28:05.740]  9.7 inches isn't really that much smaller. I could totally do work and after two weeks on this
[01:28:05.740 --> 01:28:09.500]  I'm just like I just like the 12.9 inch screen so much better for
[01:28:10.420 --> 01:28:17.100]  Like physical like the multitasking but it just doesn't the two iPad mini apps side-by-side just doesn't work for me on the 9 7
[01:28:17.100 --> 01:28:22.700]  No, I agree. Well, I don't it doesn't work as well because it doesn't feel as much the way that on the
[01:28:23.420 --> 01:28:25.420]  12.9. It feels like to full
[01:28:25.620 --> 01:28:31.660]  They're not quite full-size, but they feel like to full-size iPad side-by-side and on the the smaller iPad
[01:28:31.660 --> 01:28:35.660]  You don't get that small iPad is is bicycling uphill if you're trying to multitask
[01:28:36.500 --> 01:28:41.980]  Anyway, long story short. I think it's a tremendous device and I think people's anger had it is misplaced
[01:28:41.980 --> 01:28:47.880]  And I think it's kind of fascinating how true it has stayed to the original iPad
[01:28:48.980 --> 01:28:52.340]  Idea from 2010. Yeah. Yeah, I'm
[01:28:53.620 --> 01:29:01.620]  Sometimes to its to its dismay. I'm really annoyed that that stupid FaceTime camera is still in portrait orientation
[01:29:03.020 --> 01:29:07.620]  Especially given the iPad Pro moniker where you're kind of you know
[01:29:07.620 --> 01:29:12.700]  You're pitching it on the idea that you're probably going to use it in a keyboard case for a certain amount of time
[01:29:12.940 --> 01:29:19.000]  So if you ever use FaceTime or Skype your video is often weird to the side
[01:29:19.000 --> 01:29:23.500]  It's like one of my such a little pet peeve about the hardware, but it's so irritating
[01:29:23.900 --> 01:29:27.220]  Yeah, it's I don't see what they how they that's a tough design problem though
[01:29:27.220 --> 01:29:32.740]  Because other than putting a second FaceTime camera in at the other spot. I
[01:29:33.480 --> 01:29:35.660]  Don't know what else they could do. Yeah
[01:29:35.660 --> 01:29:42.760]  Yeah, it's I mean it's it's definitely it's difficult if you're assuming that people are going to want to use it in portrait
[01:29:43.160 --> 01:29:48.000]  And with the 9-7 I get that a little bit more because the 9-7 is comfortable to use in portrait
[01:29:48.000 --> 01:29:50.340]  but the 12-9 is is so
[01:29:51.380 --> 01:29:54.940]  Gargantuan in portrait that it just feels wrong to use it that way
[01:29:55.460 --> 01:29:59.360]  like it just doesn't it's not comfortable in any way shape or form and
[01:29:59.360 --> 01:30:06.960]  I don't know. But yeah, but you're absolutely right. It's like do you put in two cameras and then have extra space there?
[01:30:07.080 --> 01:30:14.220]  Do you kill the portrait orientation FaceTime camera and then make people who hold the 9-7 in portrait have an issue?
[01:30:14.640 --> 01:30:18.720]  It goes back again. It's another thing that goes back to the original usability
[01:30:18.720 --> 01:30:24.800]  Well, the original iPad the original iPad had in prototypes had two 30-pin connectors one
[01:30:24.800 --> 01:30:32.640]  that's right plot one for landscape and one for portrait and it was decided so late in the game to get rid of
[01:30:32.640 --> 01:30:39.420]  It that the the coordinate system of the I put what was then called iPad OS was based on
[01:30:41.000 --> 01:30:43.000]  Landscape as the default orientation
[01:30:44.240 --> 01:30:50.900]  Even though the they ended up shipping it where the 30-pin connector was on the bottom because remember there were and again
[01:30:50.900 --> 01:30:55.580]  Like no coming full circle. The original iPad had a hardware keyboard accessory
[01:30:55.580 --> 01:30:59.860]  It was just instead of being like a cover. It was actually like a little hard. Yeah the iPad dock
[01:30:59.980 --> 01:31:05.380]  Yeah, and but you had to you know, the only way to mount it was to put it in portrait
[01:31:05.380 --> 01:31:08.060]  which was a little bit weird because you know, I
[01:31:08.580 --> 01:31:13.540]  You know as evidenced by what they've ended up coming back to with the smart keyboard
[01:31:14.500 --> 01:31:19.500]  When you do have a keyboard attached it makes more sense to be in landscape. Yeah overall
[01:31:19.500 --> 01:31:22.420]  no, I did it just feels more natural and
[01:31:24.180 --> 01:31:27.860]  Especially if you're multitasking because multitasking portrait just doesn't make sense
[01:31:27.980 --> 01:31:31.580]  Right, but it's just a funny thing that they've that they've come back to
[01:31:32.660 --> 01:31:34.660]  But in the same way you can see why in
[01:31:34.860 --> 01:31:39.840]  Theory, you might want to have smart connectors on the bottom and the side, but I can see why Apple
[01:31:40.780 --> 01:31:42.780]  It didn't do that. Yep
[01:31:42.780 --> 01:31:49.340]  All right, let's take a break before we move on to new topics unless there's anything else you want to talk about with iPad Pro
[01:31:49.740 --> 01:31:53.340]  No, I think I think I've gotten through most of it
[01:31:53.340 --> 01:31:58.060]  I encourage everybody to try pencils if they haven't already because I do think it's really fun
[01:31:58.060 --> 01:32:01.260]  Even if you don't think you're an artist or don't think you're gonna draw
[01:32:01.940 --> 01:32:07.580]  Well, not the worst thing you could blow 99 bucks on no exactly. They're far far less useful. Thanks
[01:32:07.580 --> 01:32:13.820]  Let me take a break here and thank our next sponsor. It's our good friends at Casper. Casper is an online retailer of
[01:32:14.220 --> 01:32:19.460]  Premium mattresses that they sell for a fraction of the price of their their mainstream competitors
[01:32:19.540 --> 01:32:21.540]  the mattress industry is
[01:32:21.740 --> 01:32:27.980]  Notorious for forcing consumers into paying notoriously high markups and from having incredibly confusing product arrays
[01:32:28.100 --> 01:32:31.100]  Where if you're going to buy, you know brand X at this store
[01:32:31.100 --> 01:32:35.100]  And then you go to another store to try to compare the exact same mattresses from the same company
[01:32:35.100 --> 01:32:38.500]  They all have different product names, even though they're sort of the same mattress
[01:32:38.500 --> 01:32:42.460]  But that's just to keep you confused and make it really hard to do comparison shopping
[01:32:43.060 --> 01:32:46.740]  And they ask you to make all these decisions that you don't know what what the difference is
[01:32:47.180 --> 01:32:51.620]  Casper makes this so easy. They have one mattress style. It's
[01:32:52.340 --> 01:32:55.980]  a combination of two technologies latex foam and memory foam
[01:32:56.180 --> 01:32:58.060]  They just it's just right
[01:32:58.060 --> 01:33:03.380]  You don't have to choose whether you want this kind of foam or that kind of foam just trust Casper that they've made the right
[01:33:03.380 --> 01:33:06.020]  Kind of foam to make a good mattress
[01:33:07.460 --> 01:33:11.940]  Big name name brand mattresses often cost well over 1,500 bucks
[01:33:12.500 --> 01:33:17.820]  Casper mattresses cost between 500 for a twin size mattress 600 for twin XL
[01:33:18.340 --> 01:33:23.020]  750 for full-size 850 for Queen and just 950 bucks for a king-size mattress
[01:33:23.820 --> 01:33:29.660]  High quality they ship them to you like vacuum sealed into these remarkably small
[01:33:29.660 --> 01:33:34.060]  Not magically small but surprisingly small for like a queen or a king-size mattress
[01:33:34.460 --> 01:33:39.220]  I don't know what the smaller ones are like, but probably even remarkably smaller you put it in a room
[01:33:39.220 --> 01:33:44.220]  You want you open the box they have instructions on the box do it this way you open it up and it just like magically
[01:33:44.540 --> 01:33:46.540]  grows into a full-size mattress
[01:33:47.780 --> 01:33:53.580]  It's completely risk-free this is the thing you think well, how am I gonna buy a mattress for a thousand bucks and not even try
[01:33:53.580 --> 01:33:57.700]  It here's the deal. They have free delivery and returns
[01:33:57.700 --> 01:34:01.900]  No questions asked for a hundred days. It's that simple
[01:34:02.100 --> 01:34:05.740]  So pick the size you want get it shipped to you if you're in if you need a new mattress
[01:34:07.860 --> 01:34:09.940]  Try it out try it for three months
[01:34:09.940 --> 01:34:15.940]  And if you don't like it just to go back to the Casper comm website and say you want to send it back and they'll
[01:34:15.940 --> 01:34:18.540]  Take care of it and they'll have a somebody come and take it out of your house
[01:34:18.540 --> 01:34:22.100]  And it no questions asked and you get your money back. That's how easy it is
[01:34:22.660 --> 01:34:24.660]  their mattresses are made in America and
[01:34:24.660 --> 01:34:32.540]  You can find out more and get 50 bucks toward any mattress purchase by using this code go to Casper comm
[01:34:33.500 --> 01:34:40.020]  The talk show and just remember that code the talk show when you check out and you'll save 50 bucks on there already great prices
[01:34:40.300 --> 01:34:42.300]  at Casper comm
[01:34:46.220 --> 01:34:49.620]  So what else is going on this week what else we got did you try the iPhone SE
[01:34:49.620 --> 01:34:55.060]  Um, I did I I don't have one but I I've picked it up. I have put it in my hand
[01:34:55.060 --> 01:34:57.060]  I've put it in my pocket and
[01:34:57.620 --> 01:35:03.000]  I think I'm stuck with this 4.7 inch. It's it's it's nice in a lot of ways
[01:35:03.580 --> 01:35:06.620]  And I do really like the 4-inch screen
[01:35:07.140 --> 01:35:08.780]  but I my
[01:35:08.780 --> 01:35:15.060]  My downgrade was going from the 6s plus to the 6s and I don't think I could go from the 6s plus
[01:35:15.060 --> 01:35:21.860]  All the way to the iPhone SE. So since I published my review, I've noticed one new thing and I didn't notice it beforehand because
[01:35:23.700 --> 01:35:27.780]  The way I think it's just the nature of the weather when I was writing to my SE review
[01:35:27.780 --> 01:35:34.280]  But it's that an outside on a sunny day the extra contrast of the newer displays is noticeable
[01:35:34.620 --> 01:35:38.740]  Really there I was out the other day. I'm still using the SE as my main phone and
[01:35:39.260 --> 01:35:40.660]  It wasn't super sunny
[01:35:40.660 --> 01:35:46.620]  But it was like a nice a nice April day in Philadelphia and I realized I couldn't read the phone and I was like wow
[01:35:46.620 --> 01:35:52.500]  That's weird because I know that if I had my 6s I could read it and I had to get in the shade or something like
[01:35:52.500 --> 01:35:54.660]  That so I think the extra contrast
[01:35:55.500 --> 01:36:02.180]  It's it's harder to notice I to me indoors or not in the bright sunshine, but in sunshine it it makes a difference
[01:36:02.380 --> 01:36:02.900]  Yeah
[01:36:02.900 --> 01:36:04.940]  I can I can definitely see that and
[01:36:04.940 --> 01:36:11.740]  Given given how often I strangely use my phone in sunshine despite not being somebody who goes outside a lot
[01:36:13.420 --> 01:36:16.180]  Yeah, I don't know I our newest
[01:36:16.700 --> 01:36:21.060]  Our newest employee at I'm or Lori Gill just got she's been waiting two years
[01:36:21.460 --> 01:36:27.940]  For them to upgrade the 4-inch model and she just got an SE and she loves it. She's like can't stop singing its praises
[01:36:28.420 --> 01:36:32.540]  Yeah, I hope that you know, I hope they keep the size along. I hope so
[01:36:32.540 --> 01:36:36.820]  I don't I'd really really I'm the you know, and I know I wrote about it and talked about a reason
[01:36:36.820 --> 01:36:40.180]  I really am convinced that they're not gonna have a 4-inch phone this September
[01:36:40.180 --> 01:36:45.260]  But you know, I just hope they keep it up to date enough that it seems relevant for people who prefer it
[01:36:45.260 --> 01:36:49.140]  Yeah, I mean, I wouldn't even mind if they kept it on a March schedule right as a like
[01:36:49.140 --> 01:36:53.860]  I mean 30 million people is still a lot quite a lot of buyers and 30 million people
[01:36:54.300 --> 01:37:00.940]  Continue to buy this as kind of their again their their pseudo low-cost iPhone where it's not quite an iPhone
[01:37:00.940 --> 01:37:03.340]  You know 6 6 C
[01:37:03.340 --> 01:37:10.260]  But it's it's an option for people who want a slightly cheaper iPhone that has maybe like six months ago internals
[01:37:10.260 --> 01:37:16.140]  But also the the 4-inch form factor a lot of a lot of really good stuff on the camera
[01:37:16.140 --> 01:37:22.380]  Like it is really the fact that they have all of the camera features. Well, most of the camera features plugged into the 4-inch
[01:37:23.220 --> 01:37:29.980]  screen like that's it's a really nice device if you want something small and portable to run around and take photos with I
[01:37:29.980 --> 01:37:35.900]  Find it. I really do find it using it as a camera and it's one of the things I knew this
[01:37:37.220 --> 01:37:43.140]  But going back it's like the same way that like whenever you get a faster iPhone, you know that it's faster
[01:37:43.140 --> 01:37:47.700]  But sometimes the best way to actually feel how much faster it is is give it a couple of weeks and then go back to
[01:37:47.700 --> 01:37:51.020]  Your older phone and then going to the slower one actually
[01:37:51.620 --> 01:37:57.920]  Shows you how much faster the new one is than using the faster one because you get used to the fastness of the fast one
[01:37:57.920 --> 01:38:03.160]  And to me the grip ability of the of the device, especially when used as a camera
[01:38:03.160 --> 01:38:07.240]  Just I don't know just the way I tend to hold the phone when I'm taking pictures
[01:38:07.240 --> 01:38:13.080]  It feels so much more secure in my hands than the the round sided success
[01:38:14.000 --> 01:38:15.920]  form factor I
[01:38:15.920 --> 01:38:22.440]  Really? Hope that someone in Apple's design team maybe Johnny but some either someone in his team
[01:38:22.440 --> 01:38:29.120]  I don't know takes a look at how many people are praising the fact that they're going they went back to the 5s form factor
[01:38:29.320 --> 01:38:33.960]  and really takes a good hard look about what the iPhone 7 shape is gonna look like because
[01:38:34.560 --> 01:38:40.840]  Like I have not used any of the six success series phones without a case
[01:38:40.840 --> 01:38:44.180]  I just can't I can't do it because I've shattered three of them
[01:38:44.360 --> 01:38:47.920]  Like it just does not fit like it's a beautiful device
[01:38:47.920 --> 01:38:52.760]  Like I have the 6s and rose gold right now and it's I wish I could use it without a case
[01:38:52.760 --> 01:38:56.040]  But it it just does not feel like it'll slide out of my hand
[01:38:56.040 --> 01:38:59.600]  I would once I would love to know because you know Apple knows this
[01:38:59.600 --> 01:39:05.960]  Oh, yeah is exactly what percentage of these devices have been dropped at least have been dropped such that they require
[01:39:07.720 --> 01:39:11.760]  Right or even just brought in maybe you know
[01:39:11.760 --> 01:39:17.140]  Maybe it's like a minor crack or scratch or something and then when the person's told what it cost they choose not to do it
[01:39:17.140 --> 01:39:19.960]  But at least registers as a this person dropped their phone
[01:39:19.960 --> 01:39:25.360]  I cannot help but think that the number of people who've dropped their success and success plus is
[01:39:25.520 --> 01:39:28.600]  Greater and maybe part of that is just because it's bigger
[01:39:28.600 --> 01:39:31.640]  But I can't help but think that's part of it is because of the round sides
[01:39:31.640 --> 01:39:36.660]  Oh, yeah, the super cynic in me is like Apple wanted to sell more Apple care plus and they're like, alright
[01:39:36.660 --> 01:39:41.920]  Let's just go to this this design factor because it's gotta be it's gotta be like 20 30 percent, right?
[01:39:41.920 --> 01:39:45.780]  I mean, maybe not people who actually get it repaired, but I
[01:39:45.780 --> 01:39:48.660]  You know, I'm pretty careful with my phones
[01:39:48.660 --> 01:39:52.380]  I don't you know fling them across the room and I generally try and you know
[01:39:52.380 --> 01:39:55.020]  Keep them free of scratches because I got to take pictures of them
[01:39:55.220 --> 01:40:01.980]  But I'm careful and I dropped my phone, you know, probably three feet and had it shatter into a million pieces
[01:40:02.820 --> 01:40:08.060]  So, I don't know. I'm I'm I'm really my track record is that I've never once bought
[01:40:08.060 --> 01:40:15.020]  I haven't bought Apple care for any any device since my original the first Mac I ever bought in 1991 Wow
[01:40:15.020 --> 01:40:18.660]  I haven't I just don't buy Apple care and at this point
