[00:00.000 --> 00:00.840]  Do you have one?
[01:10:01.680 --> 01:10:04.480]  problems with that method, right? And I know people got
[01:10:04.480 --> 01:10:07.040]  used to it and people don't like change. There were benefits.
[01:10:07.040 --> 01:10:10.080]  It's, it's one of those issues where there are trade-offs on
[01:10:10.080 --> 01:10:12.400]  both sides. You know, there were definitely good parts of it
[01:10:12.400 --> 01:10:16.880]  where once you spent the money, you kind of owned that version
[01:10:16.880 --> 01:10:19.200]  and you had all those features and you could just use it
[01:10:19.200 --> 01:10:21.280]  forever, you know? And I remember when I worked at
[01:10:21.280 --> 01:10:24.000]  Barebones, we'd, you know, in that time, I think the current
[01:10:24.000 --> 01:10:28.160]  versions were like version 6.0 and 6.5 BB edit. And somebody
[01:10:28.160 --> 01:10:32.560]  would, you know, have like a BB edit three from eight or nine
[01:10:32.560 --> 01:10:35.840]  years ago and, you know, have a question about it. Still got
[01:10:35.840 --> 01:10:38.880]  technical support, you know, but then they'd, you know, they'd
[01:10:38.880 --> 01:10:41.520]  ask about something and you'd say, well, that's a feature in
[01:10:41.520 --> 01:10:46.400]  the new version. It would be a $50 upgrade for you or
[01:10:46.400 --> 01:10:50.640]  something like that. And you could choose and it was never a
[01:10:50.640 --> 01:10:53.760]  hard sell. And it wasn't like, oh, you don't get tech support
[01:10:53.760 --> 01:10:56.320]  if you're not on the latest version. You know, there were
[01:10:56.320 --> 01:10:59.360]  benefits to it, but the problem, there were problems to it too,
[01:10:59.360 --> 01:11:03.920]  right? Where you just couldn't, you had to strategize your
[01:11:03.920 --> 01:11:09.200]  software development schedule around the need to periodically,
[01:11:09.200 --> 01:11:13.200]  you know, regularly have major versions that were worth an
[01:11:13.200 --> 01:11:18.240]  upgrade fee. Absolutely. And that doesn't necessarily align
[01:11:18.960 --> 01:11:24.400]  with the features you'd like to add next, right? Like I, you
[01:11:24.400 --> 01:11:27.360]  know, you might want to do some things that aren't really the
[01:11:27.360 --> 01:11:31.360]  sort of things people would pay for or justify an upgrade fee,
[01:11:31.360 --> 01:11:34.160]  but they seem like they would benefit the most people the
[01:11:34.160 --> 01:11:37.840]  most. I need to say this as loud and clear as I can, but like
[01:11:37.840 --> 01:11:40.960]  switching to subscription was the biggest liberation of my
[01:11:41.600 --> 01:11:46.960]  designer, creator, director abilities in the history of my
[01:11:46.960 --> 01:11:51.280]  career, because the prior 10 years was trying to schedule
[01:11:51.280 --> 01:11:55.120]  features to keep our business making money, having people
[01:11:55.120 --> 01:11:57.360]  rewarded over time, right? Because you don't want to have
[01:11:57.360 --> 01:11:59.680]  someone buy your app and then you're like, oh, three months
[01:11:59.680 --> 01:12:02.400]  later pay again, right? Like you just don't want that. And
[01:12:02.400 --> 01:12:04.080]  while people will argue, well, isn't that what you're doing
[01:12:04.080 --> 01:12:06.480]  with subscription? No, absolutely not. Because the app
[01:12:06.480 --> 01:12:09.600]  that was 50, we're not charging 50 every two months, right?
[01:12:09.600 --> 01:12:13.200]  You're paying 40 once a year, right? So the difference is, is
[01:12:13.200 --> 01:12:16.320]  we had to say, oh, there's a great feature. Hey, John, we've
[01:12:16.320 --> 01:12:18.640]  been building this thing. Hey, we need to wait a year because
[01:12:18.640 --> 01:12:21.360]  if we ship it now, we won't make money and we'll piss every
[01:12:21.360 --> 01:12:24.160]  existing customer off because it's too soon. And we were
[01:12:24.160 --> 01:12:28.800]  literally making our roadmaps around big launches. Now I have
[01:12:28.800 --> 01:12:32.720]  an idea. We're going as soon as I want to go. We're going as
[01:12:32.720 --> 01:12:35.360]  soon as I want to go because we can just say, okay, we'll ship
[01:12:35.360 --> 01:12:37.760]  it. We have ongoing people paying ongoing money. And it's
[01:12:37.760 --> 01:12:40.400]  really the absolute, you probably can look at the last
[01:12:40.400 --> 01:12:43.120]  three years of Flexibits from when we launched subscription
[01:12:43.120 --> 01:12:45.520]  and you will see the most amount of output, the best
[01:12:45.520 --> 01:12:48.400]  features and the fastest production we've ever done. I've
[01:12:48.400 --> 01:12:50.800]  definitely noticed that. And the other thing it lets you do
[01:12:50.800 --> 01:12:54.880]  is, is roll out features one at a time, right? Because exactly,
[01:12:54.880 --> 01:12:58.080]  you don't have to pull them all together. The dot O mentality
[01:12:58.080 --> 01:13:02.800]  of version 5.0 will be a paid upgrade meant that there,
[01:13:02.800 --> 01:13:06.880]  there, it's not any sort of nefarious marketing. It's the
[01:13:06.880 --> 01:13:12.400]  way it kind of had to be is you've got to stockpile enough
[01:13:12.400 --> 01:13:16.400]  features to make the, to put in the dot O release so that
[01:13:16.400 --> 01:13:19.120]  there's something for everybody. That's exactly right.
[01:13:19.120 --> 01:13:21.920]  And the other thing is we've actually, like with fantastic
[01:13:21.920 --> 01:13:24.080]  how scheduling that came out in February, we've already
[01:13:24.080 --> 01:13:27.440]  released some features on the web, like to improve the web UI,
[01:13:27.440 --> 01:13:29.680]  right? Where we just did it. We didn't even have an
[01:13:29.680 --> 01:13:32.400]  announcement. We didn't need to, okay, it just gets better.
[01:13:32.400 --> 01:13:36.000]  Like literally the web version of the product will just get
[01:13:36.000 --> 01:13:38.640]  better as things are done. Cause why would we hold them
[01:13:38.640 --> 01:13:41.040]  back for three months? Or even just to say, let's say we even
[01:13:41.040 --> 01:13:44.880]  want to just have a 3.1 update to get some press or to say,
[01:13:44.880 --> 01:13:47.120]  Oh, look at all the things we've done, right? Right. We
[01:13:47.120 --> 01:13:49.040]  don't need to do that anymore because our customers are
[01:13:49.040 --> 01:13:52.160]  paying us ongoing and we reward them in real time. Yeah. And I
[01:13:52.160 --> 01:13:55.200]  know not, it's awesome. I know not everybody is going in that
[01:13:55.200 --> 01:13:58.320]  direction and I know that there's hybrid approaches. The
[01:13:58.320 --> 01:14:02.400]  excellent, excellent app agenda has, has a sort of hybrid
[01:14:02.400 --> 01:14:06.720]  approach. I know sketch, the, the drawing, and I don't even
[01:14:06.720 --> 01:14:10.640]  know how, I don't know how to define sketch, but design app
[01:14:10.640 --> 01:14:13.840]  design app. That's a perfect way to put it has had a sort of
[01:14:15.760 --> 01:14:20.240]  hybrid approach where you can pay and then new, new versions
[01:14:20.240 --> 01:14:24.240]  come out and they might have some features that you're, what
[01:14:24.240 --> 01:14:26.880]  you've already paid don't include, but you can get the new
[01:14:26.880 --> 01:14:30.480]  version of the app, but because your license doesn't include
[01:14:30.480 --> 01:14:34.800]  those features, they're sort of X'd out or grayed out. And, you
[01:14:34.800 --> 01:14:38.640]  know, I'm not saying there's one right way to do it, but I, I
[01:14:38.640 --> 01:14:41.280]  look at like the sketch style of doing it. And I think, well,
[01:14:41.280 --> 01:14:45.600]  that's a lot of engineering work that you, it's no fun. Right.
[01:14:45.600 --> 01:14:49.440]  And it's, you know, because now you've got to have these, if
[01:14:49.440 --> 01:14:53.520]  thens all over the code of what, you know, what level of
[01:14:53.520 --> 01:14:58.240]  licensing a person is at. Whereas the, I think they moved
[01:14:58.240 --> 01:15:01.440]  away from it completely. Now I feel like I don't remember that
[01:15:01.440 --> 01:15:04.720]  I could be, and maybe like the web, they have the web version,
[01:15:04.720 --> 01:15:07.040]  right? That's more of a like collaboration platform, but
[01:15:07.040 --> 01:15:09.520]  either way, no, I, your point well taken. And you're right.
[01:15:09.520 --> 01:15:12.720]  The thing is, is I would like to know, cause it's an experiment,
[01:15:12.720 --> 01:15:16.240]  how long that can be sustained by agenda. And there's, there's
[01:15:16.240 --> 01:15:18.640]  other companies doing it too. I think panic does it with, with
[01:15:18.640 --> 01:15:22.720]  Nova. Yeah. At some point when there's a major bug in the OS
[01:15:22.720 --> 01:15:25.680]  and it requires a rewrite of the app, how do you handle that?
[01:15:26.240 --> 01:15:28.480]  I'm not saying it's wrong. I actually love it. And if we
[01:15:28.480 --> 01:15:32.240]  could do it perfectly, I think we would, but I think long-term
[01:15:32.240 --> 01:15:34.800]  it falls apart, but here's the thing it's too fresh. We'll see
[01:15:34.800 --> 01:15:38.320]  in five years and we can look back. Right. But it, yeah, Nova
[01:15:38.320 --> 01:15:40.480]  is a good example too. I like it. I like it. I like it. And it
[01:15:40.480 --> 01:15:44.560]  is, it is, it is you. I like it too. I like it. And I certainly
[01:15:44.560 --> 01:15:48.800]  like it in theory because it is user-friendly. It is, it is the
[01:15:48.800 --> 01:15:52.480]  developer trying to greed completely to give the best
[01:15:52.480 --> 01:15:57.840]  value and, and, and let people pay for what they want to. But I
[01:15:57.840 --> 01:16:01.040]  guess what the bottom line is that what it comes down to is
[01:16:01.040 --> 01:16:05.440]  that writing apps is like, ultimately like nothing else on
[01:16:05.440 --> 01:16:09.760]  the planet. It's not like writing, like making a movie
[01:16:09.760 --> 01:16:13.520]  where you, you make a movie and then you edit the movie and then
[01:16:13.520 --> 01:16:18.240]  the movie is out and it's done. Right. And you can be George
[01:16:18.240 --> 01:16:23.760]  Lucas and revisit it and re-edit it and add new special effects,
[01:16:23.760 --> 01:16:26.400]  but you're effectively just making a new movie, right?
[01:16:26.400 --> 01:16:29.840]  Software. And it's not like writing a book. It's not like
[01:16:29.840 --> 01:16:33.760]  running a restaurant where you order the food and drinks that
[01:16:33.760 --> 01:16:37.440]  you want. And then you get a bill for what you've ordered and
[01:16:37.440 --> 01:16:40.320]  you pay the bill and then you get up and leave and you could
[01:16:40.320 --> 01:16:45.520]  never, you know, it's not, it, it is, it is, I think this is
[01:16:45.520 --> 01:16:48.320]  where I'm going is ultimately, even if it's an app and it
[01:16:48.320 --> 01:16:52.640]  isn't, it doesn't even have a web component, it is still sort
[01:16:52.640 --> 01:16:57.040]  of a service where the service is the continuing development
[01:16:57.040 --> 01:17:01.280]  and bug fixing and adapting to new operating systems and new
[01:17:01.280 --> 01:17:07.520]  hardware and keeping that process going. It, if you think
[01:17:07.520 --> 01:17:11.600]  of it as paying for a service, it, it, that's really sort of
[01:17:11.600 --> 01:17:14.640]  what it is and a simple subscription model. And that's
[01:17:14.640 --> 01:17:17.760]  the thing that I, that, that to me is one of the big benefits,
[01:17:17.760 --> 01:17:20.720]  not, not from your perspective of running the business and
[01:17:20.720 --> 01:17:26.080]  planning the roadmap, but as a user, it is so simple. You, you
[01:17:26.080 --> 01:17:30.320]  pay 40 bucks a year to Flexibits and you get all the
[01:17:30.320 --> 01:17:34.640]  features. And if you don't pay, you get a very clearly
[01:17:34.640 --> 01:17:37.840]  delineated subset of those features. And that's it.
[01:17:37.840 --> 01:17:40.560]  Yeah, agreed. And you know, your, your analogy is really good
[01:17:40.560 --> 01:17:42.640]  cause I was just thinking, let's say you are George Lucas
[01:17:42.640 --> 01:17:46.080]  and you sell a copy of Star Wars on Blu-ray, right? And now
[01:17:46.080 --> 01:17:49.200]  it's, now the Blu-ray players don't work anymore. Do you
[01:17:49.200 --> 01:17:52.480]  demand, do you demand that you get that movie on digital?
[01:17:52.480 --> 01:17:56.320]  Oh, that's a perfect example. Cause I own, I counted one
[01:17:56.320 --> 01:17:58.480]  time when we moved. Oh, my DVDs in the basement are,
[01:17:58.480 --> 01:18:01.280]  Blu-rays are, the DVDs and Blu-rays are plentiful, right?
[01:18:01.280 --> 01:18:04.480]  No, I had the VHS. Remember they came out with an exquisite
[01:18:04.480 --> 01:18:08.880]  VHS box set. Yes, yes. It was a really excellent VHS box set.
[01:18:08.880 --> 01:18:10.800]  Oh, it was amazing. It was beautiful.
[01:18:10.800 --> 01:18:15.200]  Yeah. So I had, I had, I think I had the Star Wars trilogy on
[01:18:15.200 --> 01:18:19.360]  VHS at least once. Also an older version that fell off the
[01:18:19.360 --> 01:18:23.040]  back of a truck. I had it on DVD and then I had it on
[01:18:23.040 --> 01:18:27.440]  Blu-ray. And because I don't have a Blu-ray hooked up to my
[01:18:27.440 --> 01:18:31.760]  TV anymore, I've also repurchased them on iTunes. So
[01:18:31.760 --> 01:18:36.400]  I've, I've paid for the whole thing, VHS, DVD, Blu-ray and
[01:18:36.400 --> 01:18:39.760]  iTunes. So that's four times at least. No, absolutely. And the
[01:18:39.760 --> 01:18:42.320]  thing is like where our apps, so you know, when we switched to
[01:18:42.320 --> 01:18:44.880]  subscription, we actually unlocked all of the fantastic
[01:18:44.880 --> 01:18:48.240]  Cal 2 features for prior users for free, right? Right. And that
[01:18:48.240 --> 01:18:50.480]  was the way we handled it. We said, okay, all the features
[01:18:50.480 --> 01:18:52.400]  you've paid for, you get for free, you get to keep them, all
[01:18:52.400 --> 01:18:55.120]  the new stuff you got to pay. But we had a lot of people who
[01:18:55.120 --> 01:18:57.760]  just wanted the old app. But if we had left the old app on the
[01:18:57.760 --> 01:19:01.280]  App Store and then bugs came and the app died, that would be
[01:19:01.280 --> 01:19:04.320]  even worse, right? Yeah. So they get all of their features in
[01:19:04.320 --> 01:19:08.320]  the new ongoing supported app. And to me, I feel that's the
[01:19:08.320 --> 01:19:11.200]  best of both worlds because you're in the new stuff. And if
[01:19:11.200 --> 01:19:13.760]  you don't want to buy the new, new, new stuff or the different
[01:19:13.760 --> 01:19:16.880]  stuff, then don't. It is important to keep your customers
[01:19:16.880 --> 01:19:19.600]  happy, obviously, but you know, you can't make everyone happy.
[01:19:19.600 --> 01:19:22.640]  Well, that's the similarity to any good business, right? Like
[01:19:22.640 --> 01:19:25.360]  that's the part where being a software developer is exactly
[01:19:25.360 --> 01:19:29.200]  like running a restaurant or running a movie theater or
[01:19:29.200 --> 01:19:33.120]  running a movie studio or anything, making or selling
[01:19:33.120 --> 01:19:36.560]  cars. And it doesn't matter if you make your customers happy.
[01:19:36.560 --> 01:19:40.000]  That's generally a very good way to build a sustainable
[01:19:40.000 --> 01:19:43.600]  business, you know? And anything where you're like, ah,
[01:19:43.600 --> 01:19:48.000]  screw the customers, we could do this. You could get away with
[01:19:48.000 --> 01:19:50.560]  it for a while there. You could argue that, you know, and if you
[01:19:50.560 --> 01:19:55.120]  gain a monopoly, you know, like cable companies come to mind,
[01:19:55.120 --> 01:19:59.120]  you know, you can sustain it for a very long time and make
[01:19:59.120 --> 01:20:03.120]  mountains and mountains of money. But in general, keeping
[01:20:03.120 --> 01:20:07.680]  your customers happy and thinking about, you know, and and sort of
[01:20:07.680 --> 01:20:12.160]  cooking the food you yourself would like to eat or making the
[01:20:12.160 --> 01:20:16.800]  sort of movies that you yourself would like to watch or making
[01:20:16.800 --> 01:20:21.120]  the calendar and contacts app that you yourself would want to
[01:20:21.120 --> 01:20:25.840]  use and have is a good way to build a sustainable business
[01:20:25.840 --> 01:20:30.560]  and be happy just as as you know, be enjoying what you do
[01:20:30.560 --> 01:20:34.000]  for a living here here. I mean, that's what we do and you know
[01:20:34.000 --> 01:20:36.400]  again, you can't make everyone happy and you have to be careful
[01:20:36.400 --> 01:20:40.800]  not to modify your business to apply to people who don't care
[01:20:40.800 --> 01:20:43.200]  if you're in business like I find that the people who went
[01:20:43.200 --> 01:20:46.320]  the craziest didn't actually care if we were in business
[01:20:46.320 --> 01:20:49.200]  right. They just wanted what they wanted. So if you actually
[01:20:49.200 --> 01:20:51.360]  then bend your business to people who don't care you're in
[01:20:51.360 --> 01:20:54.960]  business, it's not a good business to be in. Yeah. I guess
[01:20:54.960 --> 01:20:57.600]  that is also a lesson. I mean that's the thing and I and I'm
[01:20:57.600 --> 01:21:02.320]  sure with the size of the this podcast audience that there are
[01:21:02.320 --> 01:21:06.080]  people who listen who really hate subscription price Mac and
[01:21:06.080 --> 01:21:10.560]  iOS software still I get it. I understand that I get it too,
[01:21:10.560 --> 01:21:14.960]  but I think that the the lesson for running a business is you
[01:21:14.960 --> 01:21:18.960]  can't please everybody all the time and sometimes you need to
[01:21:18.960 --> 01:21:24.560]  make changes that will greatly displease existing customers.
[01:21:24.560 --> 01:21:27.680]  Exactly. No exactly you can't you cannot please 100% of the
[01:21:27.680 --> 01:21:31.120]  people, but we have a free version. So why isn't that good
[01:21:31.120 --> 01:21:34.400]  for those people or we if they had F2 a fantastic L2, they
[01:21:34.400 --> 01:21:36.640]  opened all of the features. So why isn't that good enough for
[01:21:36.640 --> 01:21:38.560]  them like we go through the list of like well, what did we
[01:21:38.560 --> 01:21:40.720]  offer? What did we do? How flexible were we in
[01:21:40.720 --> 01:21:45.280]  understanding where we wow a lot so who's left? Yeah. I'm
[01:21:45.280 --> 01:21:47.920]  certainly guilty of this. I mean you can look at the design
[01:21:47.920 --> 01:21:52.080]  of my website and and tell you know that that this is true
[01:21:52.080 --> 01:21:54.480]  that I'm guilty of it that this is the way it's always been.
[01:21:54.480 --> 01:21:56.880]  This is so therefore it's the way it should stay if you
[01:21:56.880 --> 01:21:59.360]  change your website. I think I'll freak out no it'll happen
[01:21:59.360 --> 01:22:01.920]  what it is well. It'll happen for a while not for a while.
[01:22:01.920 --> 01:22:04.800]  Yeah. No no no promises, but seeing the way things are going
[01:22:04.800 --> 01:22:08.560]  probably not for a while, but just fine with me, but you can
[01:22:08.560 --> 01:22:12.000]  get with business models too. You can get caught up with this
[01:22:12.000 --> 01:22:18.000]  is the way we've always done it and optimizing for not
[01:22:18.000 --> 01:22:21.920]  upsetting the apple cart of the existing customer base. Who's
[01:22:21.920 --> 01:22:24.800]  you know and and it's human nature. Most people don't like
[01:22:24.800 --> 01:22:27.120]  change. You know and if this is the way it's always been,
[01:22:27.120 --> 01:22:29.840]  that's the way it should always be, but you might be missing
[01:22:29.840 --> 01:22:35.840]  out on what you need to do to adapt to the the future. Yeah.
[01:22:35.840 --> 01:22:37.840]  I could see that. Yeah. Alright. Let me take a break
[01:22:37.840 --> 01:22:41.680]  here. Thank our third sponsor Retool man. Do I love this
[01:22:41.680 --> 01:22:45.360]  company's product internal tools like dashboards admin
[01:22:45.360 --> 01:22:49.120]  panels custom crud apps can dramatically speed up how your
[01:22:49.120 --> 01:22:52.000]  business operates. You can build your own tools for your
[01:22:52.000 --> 01:22:55.440]  own needs and really really help your own business, but
[01:22:55.440 --> 01:22:58.160]  building them from scratch and maintaining them over time
[01:22:58.160 --> 01:23:02.880]  involves a lot of tedious work. Retool helps developers build
[01:23:02.880 --> 01:23:07.040]  these internal tools much faster. Retool offers a
[01:23:07.040 --> 01:23:10.960]  complete UI library with over eighty fully featured
[01:23:10.960 --> 01:23:15.680]  accessible components that you can drag and drop to create any
[01:23:15.680 --> 01:23:18.720]  interface from there. You can connect your interface to any
[01:23:18.720 --> 01:23:23.360]  data source customize anything with JavaScript and deploy your
[01:23:23.360 --> 01:23:28.800]  apps all within Retool with app environment permissions, SSO
[01:23:28.800 --> 01:23:33.440]  and other time saving features available out of the box. Think
[01:23:33.440 --> 01:23:38.880]  like back 20 years ago. It's like visual basic on Windows or
[01:23:38.880 --> 01:23:41.680]  like real basic, which is still exists for the Mac, but like a
[01:23:41.680 --> 01:23:45.920]  drag and drop really accessible way of building apps, but on
[01:23:45.920 --> 01:23:50.400]  the web. The result is that you can build production grade
[01:23:50.400 --> 01:23:54.560]  business apps. These aren't like like this is a prototype
[01:23:54.560 --> 01:23:57.760]  for what the app should be and then you hand it off. No Retool
[01:23:57.760 --> 01:24:03.520]  lets you build the real production ready app, but with
[01:24:03.520 --> 01:24:07.120]  the ease of use of like prototyping tools. It is a great
[01:24:07.120 --> 01:24:11.360]  combination of being easy and obvious very visual giving you
[01:24:11.360 --> 01:24:14.320]  access to code when you need it to to do things that
[01:24:14.320 --> 01:24:18.400]  absolutely require writing code, but the result isn't just
[01:24:18.400 --> 01:24:21.520]  like here's a bunch of slides you can hand off to a developer
[01:24:21.520 --> 01:24:24.480]  team and then they can build it for real. It is real. It really
[01:24:24.480 --> 01:24:28.320]  is and they are production grade business apps and you
[01:24:28.320 --> 01:24:32.000]  don't need to search the web for component libraries and
[01:24:32.000 --> 01:24:36.160]  debug dependencies or write lots of boilerplate code. It's
[01:24:36.160 --> 01:24:41.840]  all built in to the Retool IDE thousands of teams at companies
[01:24:41.840 --> 01:24:47.200]  like Amazon, DoorDash, Volvo, and Brex collaborate around
[01:24:47.200 --> 01:24:51.520]  custom built Retool apps to solve internal workflows. To
[01:24:51.520 --> 01:24:57.680]  learn more go to Retool Retool.com Retool.com. That's
[01:24:57.680 --> 01:25:00.400]  another one. No custom slug for the show. They'll know you came
[01:25:00.400 --> 01:25:04.000]  from here with the big surge in traffic. I've poked around at
[01:25:04.000 --> 01:25:06.720]  this. They've been sponsoring for a while. It blows my mind
[01:25:06.720 --> 01:25:10.000]  how good this is. I really really encourage you to check
[01:25:10.000 --> 01:25:12.800]  this out if you have the need for some sort of you have the
[01:25:12.800 --> 01:25:16.160]  idea for some sort of collaboration tool for your
[01:25:16.160 --> 01:25:19.520]  team, but you don't want to pay big bucks to hire someone to
[01:25:19.520 --> 01:25:22.560]  build it. I swear you check out Retool.com and you could
[01:25:22.560 --> 01:25:27.440]  probably build it yourself. Hey, so the last thing I want to
[01:25:27.440 --> 01:25:31.120]  talk about is speaking of Panic who's who's come up a
[01:25:31.120 --> 01:25:35.680]  couple of times on this show. Their long awaited play date
[01:25:35.680 --> 01:25:38.880]  has started shipping. Can I just laugh about the list we
[01:25:38.880 --> 01:25:43.120]  came from with an hour right? Like you talked about the we
[01:25:43.120 --> 01:25:45.680]  gotta schedule a lot of time for this one and like where did
[01:25:45.680 --> 01:25:50.160]  the where did the time go? That's the story of my life.
[01:25:50.160 --> 01:25:52.800]  Anyway, that was right right at the play date for sure because
[01:25:52.800 --> 01:25:56.080]  that's a good one. Well, and it's purely again just happy
[01:25:56.080 --> 01:25:58.880]  coincidence. This is just it just shows that this was meant
[01:25:58.880 --> 01:26:02.480]  to be. You happen to already have your hands on a play date.
[01:26:02.480 --> 01:26:06.480]  Yes, I was helping test for a bit and it is delightful and
[01:26:06.480 --> 01:26:10.800]  everything you'd expect from a Panic handheld video game.
[01:26:10.800 --> 01:26:12.800]  It's actually more than a video game though because like we
[01:26:12.800 --> 01:26:16.480]  were talking earlier like the SDK the tools everything that
[01:26:16.480 --> 01:26:19.360]  they're providing to be able to build on this thing is what
[01:26:19.360 --> 01:26:22.880]  you'd expect from Panic because it's beyond what you'd expect.
[01:26:22.880 --> 01:26:25.680]  So like someone's already developing like a calendar
[01:26:25.680 --> 01:26:28.080]  contacts obviously very basic. It is what it is right. You
[01:26:28.080 --> 01:26:31.840]  have a couple buttons in the crank and the joy pad, but like
[01:26:31.840 --> 01:26:35.760]  that's the kind of tools that they've created to to give you
[01:26:35.760 --> 01:26:38.320]  the ability to not just build games. Someone's building an
[01:26:38.320 --> 01:26:42.400]  MP3 player for it from my understanding and like it really
[01:26:42.400 --> 01:26:46.320]  has great development tools and the apps and games and
[01:26:46.320 --> 01:26:48.800]  products that are coming out for it are a testament to that. I
[01:26:48.800 --> 01:26:53.680]  would say so their development story and I think I kind of
[01:26:53.680 --> 01:26:58.160]  think I you know II. You know II could ask get cable and and
[01:26:58.160 --> 01:27:00.960]  friends and from Panic on the show and do a whole episode and
[01:27:00.960 --> 01:27:05.200]  probably will sooner rather than later. I hope you do but
[01:27:05.200 --> 01:27:10.240]  from the outside, it seems like it was the software that was
[01:27:10.240 --> 01:27:13.120]  holding it up and I know they they even blogged about it and
[01:27:13.120 --> 01:27:16.880]  it just it's like oh man like so bad like they got like the
[01:27:16.880 --> 01:27:19.280]  first batch of production units a couple months ago and there
[01:27:19.280 --> 01:27:21.200]  was like a problem with them and they had to like send them
[01:27:21.200 --> 01:27:23.840]  back to Malaysia and have something you know hardware is
[01:27:23.840 --> 01:27:27.920]  hard. Hardware is hard. Hardware is hard. When you get into
[01:27:27.920 --> 01:27:30.320]  hardware, all bets are off. That's why all the Kickstarters
[01:27:30.320 --> 01:27:33.360]  all fail and have problems. Hardware is hard right. There's
[01:27:33.360 --> 01:27:37.200]  like there's like the adage from Alan Kay, the great
[01:27:37.200 --> 01:27:40.480]  luminary of computer science and Steve Jobs most famously was a
[01:27:40.480 --> 01:27:44.240]  big. He was a friend of Alan Kay and cited it at the debut of
[01:27:44.240 --> 01:27:47.520]  the iPhone, which was that people who really care about
[01:27:47.520 --> 01:27:50.400]  software should build their own hardware. I believe yeah
[01:27:50.400 --> 01:27:53.280]  something like that, but yeah hardware really is always been
[01:27:53.280 --> 01:27:55.360]  because I've dabbled in hardware with a couple companies. I've
[01:27:55.360 --> 01:28:00.000]  worked at and done stuff. It is always so complex and things
[01:28:00.000 --> 01:28:02.800]  like the supply chain issue and parts and things fail and
[01:28:02.800 --> 01:28:06.160]  batteries and on and on and on right software is you just find
[01:28:06.160 --> 01:28:09.200]  the bug and you figure it out and fix it. That's so it's like
[01:28:09.200 --> 01:28:13.920]  my my corollary or converse or inverse. I forget the logical
[01:28:13.920 --> 01:28:17.680]  terms, but like a corollary to the Alan Kay adage is that
[01:28:17.680 --> 01:28:20.960]  people who think software is hard should try building
[01:28:20.960 --> 01:28:24.320]  hardware. I love that. Yeah. No, it's true cuz we're we're
[01:28:24.320 --> 01:28:26.960]  like we have a great in software world right. You know
[01:28:26.960 --> 01:28:29.440]  just make it make it happen and then just poke at it until it
[01:28:29.440 --> 01:28:34.240]  works. It it never involves no matter how bad the bug how
[01:28:34.240 --> 01:28:38.400]  unexpected how much it's not even your fault. How how poorly
[01:28:38.400 --> 01:28:42.720]  timed the bug could have been it never with software. It never
[01:28:42.720 --> 01:28:47.120]  involves packing up a bunch of crates and shipping them back
[01:28:47.120 --> 01:28:51.280]  to Malaysia and then waiting for them to be fixed over there
[01:28:51.280 --> 01:28:56.480]  and then shipped back to you during yeah during a worldwide
[01:28:56.480 --> 01:28:59.760]  great during the whole supply chain issue right during this
[01:28:59.760 --> 01:29:02.960]  whole supply chain was just incredible. The fact that they
[01:29:02.960 --> 01:29:05.120]  ship them cuz I know they're getting in people's hands now.
[01:29:05.120 --> 01:29:06.960]  Yeah. I've had a bunch of friends telling me you know
[01:29:06.960 --> 01:29:10.640]  they're excited. They they actually for a small company as
[01:29:10.640 --> 01:29:14.240]  they are for a company with so much care and heart. They did
[01:29:14.240 --> 01:29:16.560]  an incredible job to pull this thing off and I'm not just
[01:29:16.560 --> 01:29:18.240]  saying it cuz they're friends. I'm not just saying it cuz we
[01:29:18.240 --> 01:29:21.760]  love them, but like it is actually a really big thing
[01:29:21.760 --> 01:29:27.520]  that they pulled off. It reminds me of when we were like
[01:29:27.520 --> 01:29:32.240]  the 90s. You know, maybe even going to the 80s where it's
[01:29:32.240 --> 01:29:38.240]  like a small team of enthusiastic people could just
[01:29:38.240 --> 01:29:42.960]  build a new hardware thing computer device. Exactly and it
[01:29:42.960 --> 01:29:47.200]  happened all the time back then right and it's like you didn't
[01:29:47.200 --> 01:29:53.920]  have to be a fortune ten. You know one of the ten biggest
[01:29:53.920 --> 01:29:57.680]  companies in the entire world to launch a new hardware
[01:29:57.680 --> 01:30:02.320]  platform right and you you hear things like meta or Facebook.
[01:30:02.320 --> 01:30:04.880]  I'm still gonna call him Facebook screw. I'm on our on
[01:30:04.880 --> 01:30:08.480]  our financials this week. They said that they spent 3 billion
[01:30:08.480 --> 01:30:12.080]  dollars in the quarter on R and D for their metaverse
[01:30:12.080 --> 01:30:16.080]  platform. That's forthcoming and 10 billion dollars over the
[01:30:16.080 --> 01:30:21.520]  last year. You know just enormous sums. I mean 13
[01:30:21.520 --> 01:30:24.080]  billion dollars on a thing that's that's not shipping and
[01:30:24.080 --> 01:30:26.320]  isn't won't be shipping for years. They're not talking about
[01:30:26.320 --> 01:30:29.120]  like the headsets. They're already shipping and like Tony
[01:30:29.120 --> 01:30:32.000]  Fidel had a tweet that I just loved where he he like linked
[01:30:32.000 --> 01:30:35.200]  to it and just said the entire iPhone didn't cost anywhere
[01:30:35.200 --> 01:30:38.160]  near 3 billion dollars to develop the whole thing over
[01:30:38.160 --> 01:30:41.120]  the whole process like yeah. Yeah. I'm not I'm just saying
[01:30:41.120 --> 01:30:43.760]  though that things have gotten big and it's hard and it's like
[01:30:43.760 --> 01:30:49.040]  oh imagine if like a small company privately held company
