[00:00.000 --> 00:01.680]  Federico
[01:22:04.380 --> 01:22:09.740]  This is a solved problem, you know, and and I know that in the early years of pc laptops, you know
[01:22:09.740 --> 01:22:13.980]  the track the ibm ones had the little rubber nubbin in the middle and
[01:22:15.100 --> 01:22:21.100]  We had track balls before we had track pads, but apple quickly figured out that the right place for the track ball
[01:22:21.100 --> 01:22:26.140]  I mean there were early laptops. I don't know if you remember you're you're a youngster but there apple had one
[01:22:26.140 --> 01:22:29.660]  You know the original mac portable which was like a suitcase
[01:22:30.620 --> 01:22:35.740]  More than a laptop, but it had the trackpad the track ball off to the side, you know
[01:22:35.740 --> 01:22:39.020]  So that you would use it like where a mouse was you'd move, you know
[01:22:39.020 --> 01:22:42.140]  because but I guess they had to put something over there because the thing was so big but
[01:22:42.860 --> 01:22:48.140]  But we've you know ergonomically we've gotten to the point where it seems pretty obvious that you put your fingers on the keyboard
[01:22:48.140 --> 01:22:54.220]  Like you're typing and your thumbs are just right there where a trackpad goes and you know
[01:22:54.220 --> 01:22:57.340]  Where a trackpad goes and so wouldn't it be nice
[01:22:58.140 --> 01:23:00.140]  If you're when you're using an ipad
[01:23:00.460 --> 01:23:05.260]  If you could just make use of those thumbs that are right there without lifting them up, you know
[01:23:05.500 --> 01:23:07.500]  So I feel like there's an ergonomic argument
[01:23:08.140 --> 01:23:10.140]  on the software side
[01:23:10.460 --> 01:23:18.140]  This is where I think it's more interesting and nuanced is because I think the better argument against touch screen max
[01:23:19.180 --> 01:23:20.540]  is that
[01:23:20.540 --> 01:23:21.660]  by
[01:23:21.660 --> 01:23:23.340]  by assuming
[01:23:23.340 --> 01:23:25.340]  That every single mac
[01:23:25.340 --> 01:23:29.180]  Has a mouse pointer attachment you either have a mouse
[01:23:30.140 --> 01:23:32.540]  Or a trackpad. I mean, it's almost impossible
[01:23:32.540 --> 01:23:38.460]  I mean you could run a mac as a kiosk of some sort without a keyboard and mouse but to actually use a mac
[01:23:39.180 --> 01:23:41.820]  it's borderline impossible without uh
[01:23:42.620 --> 01:23:49.660]  As a typical user, you know, it's you know, nobody would really want to use a mac without a mouse pointer a mouse or a trackpad
[01:23:49.660 --> 01:23:52.780]  And those are very fine precise pointing things
[01:23:54.940 --> 01:24:01.340]  There's all sorts of ui elements that are able to be packed as small targets close together and my
[01:24:01.660 --> 01:24:06.060]  The most prominent example are the red yellow green buttons for closing a window
[01:24:06.540 --> 01:24:13.180]  Minimizing a window and full screen zooming a window. They're they're very small targets. They're very close to each other
[01:24:13.180 --> 01:24:20.220]  And if they were touch targets, they would have to be further apart and that would take up more room in every single window
[01:24:20.540 --> 01:24:26.620]  You know, there's also just looking at i'm looking at safari right now. There's just all sorts of stuff at the top of my safari window
[01:24:27.260 --> 01:24:28.620]  that's
[01:24:28.620 --> 01:24:32.620]  Way too small way too small of a target way too close to other targets
[01:24:34.620 --> 01:24:36.620]  To to be good for a touch interface
[01:24:37.740 --> 01:24:38.620]  I
[01:24:38.620 --> 01:24:46.060]  I so and you know, i'm not going to bet money that apple will never have a touchscreen mac. I mean, maybe it's inevitable
[01:24:46.060 --> 01:24:48.540]  I don't know because there's certainly a lot of people who think they want it
[01:24:48.860 --> 01:24:54.140]  But my my deep concern is that to do it right they would have to fundamentally change the mac
[01:24:54.380 --> 01:25:00.220]  Interface in a way that would make it less information dense, which I think is one of the convenient things about it
[01:25:01.260 --> 01:25:03.980]  Whereas I feel like you could add
[01:25:03.980 --> 01:25:09.020]  mouse support to ipad os without sacrificing anything
[01:25:09.580 --> 01:25:16.300]  In terms of the experience for what if you're just touching it like a you know, like like you
[01:25:16.860 --> 01:25:24.300]  Don't you if you never have a trackpad or mouse connected to it? Does it change the size or placement of any ui targets? No
[01:25:25.980 --> 01:25:33.340]  Right, I feel like it i'm not saying it's easy nobody. I don't want to ever tell engineers that anything can happen
[01:25:33.340 --> 01:25:35.760]  or engineers that anything is easy, but I think conceptually
[01:25:37.180 --> 01:25:44.540]  Ipad os is a much better fit for first-class mouse pointer support than mac os is a fit for touchscreen support
[01:25:44.940 --> 01:25:49.420]  I I agree with that and and and the reason why I also want them to do this is
[01:25:50.300 --> 01:25:53.260]  Because right now there's a on the ipad
[01:25:53.260 --> 01:25:59.820]  There's a fundamental case of feature disparity between the two different modes. So
[01:26:00.460 --> 01:26:01.820]  the
[01:26:01.820 --> 01:26:07.180]  What if you think about it what really sets the ipad apart from from the mac is the fact that you can
[01:26:07.660 --> 01:26:10.700]  Pull it out from the keyboard and just use it as a tablet
[01:26:11.100 --> 01:26:14.380]  Whereas a macbook you cannot just pull out the screen and use it
[01:26:14.700 --> 01:26:19.340]  It's always attached to the keyboard or if it's a desktop mac. It's always it needs to be a desktop computer
[01:26:20.220 --> 01:26:23.660]  So the ipad does support two different modes
[01:26:24.220 --> 01:26:29.180]  And when it's in multi-touch mode, so you you don't have any keyboard accessory. You don't have any
[01:26:29.180 --> 01:26:31.020]  uh mouse
[01:26:31.020 --> 01:26:36.300]  It's fully usable like that, right? It fully supports multi-touch. It's got a software keyboard. It's fully usable
[01:26:37.100 --> 01:26:39.100]  but if you add a smart keyboard
[01:26:39.980 --> 01:26:41.980]  That's when the feature disparity comes in
[01:26:42.540 --> 01:26:44.060]  and and it's so
[01:26:44.060 --> 01:26:49.020]  funny right right now that it apple itself created this problem of
[01:26:50.060 --> 01:26:54.940]  When you use a smart keyboard, you cannot fully use the ipad from the keyboard alone
[01:26:54.940 --> 01:27:01.580]  right because you still need to touch the screen and this is the keyboard that apple makes that apple sells and that apple promotes as the
[01:27:01.660 --> 01:27:03.820]  the accessory for the ipad pro so
[01:27:04.220 --> 01:27:10.060]  I think they should do it because right now the ipad can be used with the keyboard and I mean I use it
[01:27:10.060 --> 01:27:17.260]  I came up with all sorts of sorts of workarounds for like, um, I have a logitech mouse that I have with some shortcuts
[01:27:17.980 --> 01:27:23.580]  but it's not it's not native and you can feel that it's an afterthought and and
[01:27:23.580 --> 01:27:24.540]  and
[01:27:24.540 --> 01:27:27.580]  Whereas the ipad is fully usable as a tablet in touch mode
[01:27:28.140 --> 01:27:30.140]  It is not fully native
[01:27:30.540 --> 01:27:35.900]  If you want to use it with a keyboard and so i'm seeing like a bunch of people on twitter saying
[01:27:36.220 --> 01:27:38.540]  If they're gonna do it if they're gonna add a cursor
[01:27:38.620 --> 01:27:44.060]  It's just gonna be for text fields maybe but I think it should be a real cursor and I think it should be
[01:27:44.460 --> 01:27:47.420]  Like real pointing device that lets you control the the whole ui
[01:27:47.420 --> 01:27:52.220]  I I you know, I could see it but I as being just for text
[01:27:52.620 --> 01:27:55.660]  Like you said exactly like the virtual
[01:27:56.700 --> 01:28:04.060]  Trackpad you can get and you can get it on the iphone too by holding down on the spacebar now that 3d touch is gone
[01:28:05.340 --> 01:28:09.660]  And what it's a two two finger touch on the virtual keyboard on ipad os
[01:28:10.300 --> 01:28:11.740]  right
[01:28:11.740 --> 01:28:18.300]  If you yes, you just go there and two fingers fingers. Yeah, you put two fingers down anywhere on the keyboard
[01:28:18.300 --> 01:28:22.060]  Which is really nice. Very very nice. You don't have to aim for the
[01:28:23.820 --> 01:28:25.260]  Spacebar
[01:28:25.260 --> 01:28:28.220]  Uh, so there's a tip of the day every time I mention something like that
[01:28:28.220 --> 01:28:30.940]  I know that there's people who are like, holy crap. I didn't know you could do that
[01:28:30.940 --> 01:28:37.340]  You know virtual virtual keyboard up on the ipad put two fingers anywhere on the keyboard and you get while you're editing text
[01:28:37.900 --> 01:28:39.900]  And you can move the insertion point around
[01:28:39.900 --> 01:28:44.860]  I I just don't think though that they would if they're if they're going to go so far as to actually put a trackpad
[01:28:44.860 --> 01:28:49.580]  On the smart keyboard. I just don't see exactly why they wouldn't do it for everything and I really do think
[01:28:50.220 --> 01:28:55.180]  I really do think and I there might be some edge cases. I there's always edge cases
[01:28:55.180 --> 01:28:57.580]  There's always something that's tricky, but I think for the most part
[01:28:58.300 --> 01:29:05.980]  It it won't take away from touch at all. I I really do feel that that's that's true and that it's just sort of
[01:29:05.980 --> 01:29:13.500]  That's true and that it's just sort of a historical artifact of the fact that the ipad was derived from
[01:29:14.300 --> 01:29:16.300]  the iphone's operating system
[01:29:16.780 --> 01:29:19.020]  That it doesn't didn't have it right from the start
[01:29:19.980 --> 01:29:24.300]  Yeah, yeah, and and i've been i've been like part of this
[01:29:26.380 --> 01:29:31.740]  Computing life I guess for the past several years at this point and really, um
[01:29:31.740 --> 01:29:35.180]  Whenever I I like a share a photo of like my ipad setup
[01:29:35.180 --> 01:29:38.700]  I always got a bunch of people saying why don't you just use a mac and and
[01:29:39.340 --> 01:29:45.180]  while I do get the point right because it does look like when when you're using the ipad with the keyboard and maybe a
[01:29:45.180 --> 01:29:49.740]  Mouse and maybe some other accessory. It does look like a laptop but that like to me
[01:29:49.740 --> 01:29:57.020]  that's like the whole point of the conversation of like if I want I can pull out the tablet and go
[01:29:57.500 --> 01:29:59.500]  work on the couch or
[01:29:59.500 --> 01:30:04.780]  or stay in bed and that that is actually how I started using the ipad like when I was sick and
[01:30:05.420 --> 01:30:06.700]  undergoing
[01:30:06.700 --> 01:30:08.380]  cancer treatments years ago
[01:30:08.380 --> 01:30:12.060]  And I couldn't use a macbook and I just had the ipad and I was able to like
[01:30:12.460 --> 01:30:14.700]  Stay in the in the hospital bed and use the ipad
[01:30:15.420 --> 01:30:16.700]  as a tablet
[01:30:16.700 --> 01:30:21.900]  And that to me is really the greatest strength of of the device like it can
[01:30:22.940 --> 01:30:25.100]  And I know that it's an overused term
[01:30:25.100 --> 01:30:30.300]  but it can be a sort of like hybrid computer in the sense that it's tablet and then you just
[01:30:30.780 --> 01:30:33.580]  Slide it into a keyboard and it becomes sort of like laptop
[01:30:35.340 --> 01:30:41.580]  So, yeah, I really do think that the two modes can can coexist and when it comes to the trackpad
[01:30:41.820 --> 01:30:44.220]  I was just thinking about this as we were talking about it
[01:30:45.500 --> 01:30:52.800]  We we've seen all these concepts, uh, you linked one of them on on during fireball for uh, like rethinking ipad multitasking
[01:30:52.800 --> 01:30:58.900]  And I was thinking about these concepts and and then the new the rumor came out today of the trackpad
[01:30:59.360 --> 01:31:03.600]  And so I realized if there's an opportunity for apple to bring
[01:31:04.240 --> 01:31:05.920]  some consistency
[01:31:05.920 --> 01:31:08.800]  Um to a new multitasking, uh interface
[01:31:09.920 --> 01:31:14.000]  What better way to add consistency than to say there's new gestures
[01:31:14.720 --> 01:31:20.080]  Uh that you can use for multitouch if you want to use multitasking and split view and the same gestures
[01:31:20.080 --> 01:31:27.040]  Actually work with our multitouch trackpad on the smart keyboard, but it's always the same gestures. It's always the same
[01:31:28.480 --> 01:31:30.480]  Interaction
[01:31:30.640 --> 01:31:35.360]  System and you can use it via touch and you can use it with the keyboard and I and I think renee
[01:31:35.920 --> 01:31:42.480]  Richie on youtube also had a some kind of concept of a couple of months back maybe arguing
[01:31:42.480 --> 01:31:50.720]  Arguing, uh, if apple were to do a new multitasking system on ipad, maybe they should consider multi-touch gestures gestures, so
[01:31:51.680 --> 01:31:56.560]  That could potentially be interesting if if it's also a multi-touch trackpad on the smart keyboard, of course
[01:31:56.960 --> 01:32:03.280]  Yeah, I think it would be too because I think that they're all in on that in terms and it's a way to bring some
[01:32:03.660 --> 01:32:09.360]  Consistency, you know between the mac and ios. I mean, I can't imagine that it wouldn't be right like
[01:32:09.360 --> 01:32:11.360]  Uh
[01:32:11.920 --> 01:32:17.840]  I don't know. It's it's it's it is one of the most exciting rumors and it's so funny because we you know
[01:32:17.840 --> 01:32:20.960]  We could have recorded yesterday. We would have done the whole show before it broke
[01:32:21.200 --> 01:32:25.200]  But to me, it's honestly one of the most exciting rumors in a long
[01:32:26.160 --> 01:32:31.440]  While i'm terribly excited about it because it's not just about having the trackpad. It's everything that it says
[01:32:32.080 --> 01:32:34.720]  About what? I think they would need to do with ipad os
[01:32:34.720 --> 01:32:38.880]  To make it worthwhile having a first-party trackpad, right?
[01:32:39.520 --> 01:32:46.000]  Um, and I I just can't help but think that it would mean that you could put two fingers on it to scroll
[01:32:46.400 --> 01:32:51.840]  A scroll view right like yeah, but that also implies some sort of focus, you know
[01:32:51.920 --> 01:32:57.200]  Whether it's a mouse hovering over it, you know, like on the mac, it's whatever wherever the mouse cursor is hovering
[01:32:57.840 --> 01:33:02.640]  You can scroll up and down with two fingers to scroll the thing including in a background window, you know
[01:33:02.640 --> 01:33:05.200]  But what determines it you don't even have to click on it
[01:33:05.200 --> 01:33:09.920]  You just put the mouse cursor over it and then use two fingers to go up and down to scroll the view
[01:33:10.400 --> 01:33:12.720]  it it would it it would be
[01:33:15.180 --> 01:33:16.320]  Baffling
[01:33:16.320 --> 01:33:20.080]  If they don't support that right like what's the point of having a trackpad if you can't
[01:33:20.960 --> 01:33:24.000]  If you can't scroll with it if you still have to do it, I mean
[01:33:24.880 --> 01:33:30.160]  Would it mean that literally every single thing in the system could be done from the keyboard and trackpad?
[01:33:30.160 --> 01:33:37.200]  Maybe right that almost seems like like one part of me wants to say well, maybe not everything but then I want to say why not?
[01:33:37.440 --> 01:33:40.800]  Right, like why right? What is there that you wouldn't be able to do?
[01:33:41.520 --> 01:33:44.080]  you know with the combination of
[01:33:44.640 --> 01:33:50.400]  Moving the cursor as a virtual finger over elements and tapping to simulate a touch
[01:33:51.280 --> 01:33:55.040]  and the combination of multi-fingered gestures for things like
[01:33:56.640 --> 01:33:58.640]  You know
[01:33:58.640 --> 01:34:05.280]  Bringing I don't know. I mean, would you be able to bring down control center with a drag from the top of the trackpad?
[01:34:05.520 --> 01:34:10.320]  I don't know. Yeah, you could do expose now that you have multiple windows on ipad
[01:34:10.320 --> 01:34:12.320]  You could do that. You could show the
[01:34:12.320 --> 01:34:18.560]  The app switcher and maybe again if they were to add a new a different multitasking system
[01:34:19.120 --> 01:34:23.360]  You could have gestures for split view and slide over and that kind of stuff
[01:34:24.080 --> 01:34:26.080]  So yeah, I mean why not, right?
[01:34:26.080 --> 01:34:33.600]  so if you go to the so far as to add a physical trackpad to the smart keyboard, which is
[01:34:34.560 --> 01:34:36.880]  super premium space, right you
[01:34:38.080 --> 01:34:41.600]  You go to such lengths as to add an actual trackpad
[01:34:42.400 --> 01:34:47.200]  limiting that trackpad to just scrolling text fields and and text views
[01:34:48.000 --> 01:34:55.540]  That seems like a wasted opportunity. It just it just seems a little spiteful, you know, like not not that not spiteful
[01:34:55.540 --> 01:35:01.640]  that apple doesn't like ipad users and wants them to be frustrated but like spitefully
[01:35:03.060 --> 01:35:10.500]  Sticking to the idea that it's fundamentally a touch screen, you know, I mean it it's it's putting an idea
[01:35:11.220 --> 01:35:18.660]  Above the actual practicality of would this actually be useful without taking away from anything that's already good
[01:35:19.220 --> 01:35:23.940]  It will be political. Yeah more than practical. Yeah, which or dogmatic?
[01:35:23.940 --> 01:35:28.820]  I don't know. What word you want to use right? Like you're just sticking to this dogma that no longer holds
[01:35:29.540 --> 01:35:30.580]  um
[01:35:30.580 --> 01:35:34.100]  Well, no one thing that comes to me and and this is why it's fascinating me
[01:35:34.180 --> 01:35:39.060]  I love reading your stuff on ipad and and i've complained a bit recently and
[01:35:39.540 --> 01:35:42.500]  I have a couple more complaints to get off my chest before i'm done
[01:35:43.220 --> 01:35:44.340]  um
[01:35:44.340 --> 01:35:46.340]  about the state of ipad os
[01:35:47.780 --> 01:35:49.140]  and
[01:35:49.140 --> 01:35:50.180]  there's just
[01:35:50.180 --> 01:35:55.140]  I i'm not you know, it there's just so many people who who got angry at me
[01:35:57.060 --> 01:36:00.900]  Oh, really people get angry at you and and I don't get it
[01:36:00.980 --> 01:36:04.500]  I really tried to write around it and anticipate it and and you know
[01:36:04.500 --> 01:36:09.860]  The basic idea is if you come up with if like me you have a bunch of what I think are very valid complaints
[01:36:09.940 --> 01:36:11.940]  About the current state of ipad os
[01:36:12.420 --> 01:36:14.420]  And you describe them
[01:36:14.420 --> 01:36:18.980]  To the best of your ability and then all of a sudden it's well you hate the ipad because you're an old
[01:36:19.540 --> 01:36:23.540]  Person who likes the mac and you want to you just want the ipad to be a mac and it's like no I don't
[01:36:23.860 --> 01:36:27.540]  What I would like ideally would I love the mac and and again?
[01:36:27.620 --> 01:36:31.960]  I'm a sort of person if I had to choose between ipad and mac for the rest of my life without hesitation
[01:36:32.340 --> 01:36:37.140]  Half a second. I would choose mac that that's just where I am. That's who I am. No surprise from what i've written
[01:36:38.020 --> 01:36:41.940]  But holy crap wouldn't it be amazing if the ipad got so good that I thought wow
[01:36:41.940 --> 01:36:45.060]  Even I as a mac person think this is better. That would be better, right?
[01:36:45.140 --> 01:36:48.980]  Like I love the mac. The mac is still my favorite operating system. There is
[01:36:49.620 --> 01:36:51.140]  but
[01:36:51.140 --> 01:36:53.140]  I i'm not like
[01:36:53.940 --> 01:36:57.700]  Going to look anything. I I would love to find something better, right?
[01:36:57.700 --> 01:37:00.740]  Like people think well if you love the mac and you that's your thing
[01:37:00.900 --> 01:37:08.580]  Then you're some kind of zealot and no matter what anybody else does you're going to find ways to to say the mac is better
[01:37:08.580 --> 01:37:10.580]  The mac is better
[01:37:11.460 --> 01:37:14.660]  I'm that's not my mindset at all. I love the mac
[01:37:14.980 --> 01:37:21.220]  And so therefore if there were ever something from apple or any other company that I thought was a better overall system than the mac
[01:37:21.300 --> 01:37:23.700]  That would be amazing because the mac is already great
[01:37:24.100 --> 01:37:28.260]  So it would be great if the ipad got better. I would love to see the ipad get better. So
[01:37:28.980 --> 01:37:32.580]  I I don't understand the defensiveness on some people's parts and that's one thing
[01:37:32.580 --> 01:37:35.220]  I don't know how you get away with it because you're well known as
[01:37:36.020 --> 01:37:38.020]  an ipad power user
[01:37:38.020 --> 01:37:40.020]  and somebody who really
[01:37:40.180 --> 01:37:42.500]  Uh, it just fits with your brain
[01:37:42.580 --> 01:37:46.180]  I mean, that's what you're trying to I I know what you're trying to say is like the reason
[01:37:46.660 --> 01:37:50.420]  That you like using an ipad for everything and the reason why when people say well
[01:37:50.420 --> 01:37:54.020]  why don't you just use a mac for that is that the ipad is like
[01:37:54.900 --> 01:37:56.740]  it for me
[01:37:56.740 --> 01:38:02.500]  Mac os fits my brain and maybe my brain has been warped to fit mac os over the years
[01:38:02.500 --> 01:38:09.700]  But it's very clear from your writing and your enthusiasm and the clever things you come up with with shortcuts and stuff like that
[01:38:10.820 --> 01:38:17.140]  That the ipad os just fits your brain, right? It is a natural extension of your brain
[01:38:18.100 --> 01:38:25.540]  And and it's like the lack of keyboard support is like at times for certain tasks. One of your hands is tied behind your back
[01:38:26.180 --> 01:38:26.980]  Yes
[01:38:26.980 --> 01:38:28.500]  Yeah, yes
[01:38:28.500 --> 01:38:34.820]  Like I feel bad for you. I feel that that I do I really do because I feel like
[01:38:35.620 --> 01:38:36.820]  right now
[01:38:36.820 --> 01:38:38.180]  it
[01:38:38.180 --> 01:38:44.180]  the ipad is constrained in ways that aren't it's not like oh, well, that would be impossible to solve right like if you
[01:38:46.660 --> 01:38:52.740]  Just off the top of my head if you really wanted siri to be as intelligent as the howl computer in
[01:38:53.280 --> 01:38:55.620]  2001 and be able to hold a real conversation with you
[01:38:55.620 --> 01:38:58.340]  well to get from where we are today to there is
[01:38:59.460 --> 01:39:05.940]  An awful lot of work and maybe who knows maybe it's not even technical possibly technically possible. Ai is never going to get there
[01:39:06.660 --> 01:39:07.780]  whereas
[01:39:07.780 --> 01:39:13.060]  Getting mouse cursor proper mouse pointer support in ipad os that's obviously technically possible
[01:39:13.620 --> 01:39:18.740]  Right, like this is it's it's a design decision not a technical or engineering limitation
[01:39:19.540 --> 01:39:21.540]  Mm-hmm. It's like
[01:39:21.540 --> 01:39:25.780]  Like it's exactly that like it's it's so close, right?
[01:39:26.100 --> 01:39:30.340]  You can you can see the thing actually in front of you, but you cannot reach it, right?
[01:39:31.220 --> 01:39:37.540]  Especially now that that we have that that sort of like, uh external pointing device feature
[01:39:37.620 --> 01:39:40.180]  But it says it is an accessibility feature
[01:39:40.260 --> 01:39:46.260]  So it's not exactly that and it's so close and you can feel like that reality is within my grasp
[01:39:46.420 --> 01:39:50.900]  But the the closer you get the the further away from you it escapes
[01:39:50.900 --> 01:39:52.740]  and and that is why i'm so
[01:39:53.540 --> 01:40:00.660]  Excited about this rumor and as you said the the the the reason why I keep using the ipad is
[01:40:01.380 --> 01:40:07.780]  one yes, because it does fit my my my brain at this point better and two I would say because I
[01:40:09.220 --> 01:40:15.060]  Ever since I was unable to get any work done and we're talking now seven years ago and everything is fine now
[01:40:15.540 --> 01:40:17.540]  that is well in the past, but
[01:40:17.700 --> 01:40:18.980]  that
[01:40:18.980 --> 01:40:22.660]  Like like it scared me in the sense that I
[01:40:23.780 --> 01:40:28.920]  The ipad i'm working on the ipad. I know that I always have a fallback
[01:40:29.540 --> 01:40:30.820]  bolt-in
[01:40:30.820 --> 01:40:37.060]  In the sense that if I cannot work with my keyboard and my mouse and my vertical stand
[01:40:37.780 --> 01:40:44.740]  I can still hold the thing in my hands and and stay in bed and and send an email right and so that
[01:40:45.460 --> 01:40:47.460]  I like that
[01:40:47.460 --> 01:40:51.960]  Disability you could say like years ago. It it really
[01:40:53.080 --> 01:41:00.360]  Left an impression in my brain in terms of I never want to just depend on a desktop computer ever again
[01:41:00.680 --> 01:41:02.840]  and that is why i've always like been on a
[01:41:03.640 --> 01:41:09.080]  Sort of quest to see like what's a way to to do this in with full
[01:41:09.680 --> 01:41:11.680]  portability with full mobility
[01:41:11.880 --> 01:41:13.080]  and and
[01:41:13.080 --> 01:41:18.040]  that is why like I I got a lot of people making fun of me whenever I share like a like a
[01:41:18.680 --> 01:41:24.680]  complex shortcut and years ago used to be like a python scripts with with pythonista and and
[01:41:25.000 --> 01:41:31.420]  It used to be url schemes before that launched launchcenter pro, which which launched which is still a great utility
[01:41:31.880 --> 01:41:33.880]  but launchcenter pro
[01:41:33.960 --> 01:41:41.240]  Like when it first came out was a way to get interapp inter application communication all through all through url schemes
[01:41:41.240 --> 01:41:43.160]  which can get
[01:41:43.160 --> 01:41:44.520]  complicated
[01:41:44.520 --> 01:41:48.360]  it can it can get complicated but still
[01:41:49.240 --> 01:41:54.280]  It did allow me to to to be more efficient years ago. So, um
[01:41:55.240 --> 01:41:57.240]  I like
[01:41:57.240 --> 01:41:58.840]  I generally get why
[01:41:58.840 --> 01:42:05.560]  Like people like you and and and people like stephen hackett, for example, um prefer working on mac OS and I think it's totally like
[01:42:05.560 --> 01:42:11.800]  Fine, and I think it's so silly that some people on twitter think that like
[01:42:12.520 --> 01:42:19.480]  Oh now they're gonna fight it out to the ipad guys versus the mac guys and and I don't think it's like that at all
[01:42:19.560 --> 01:42:21.880]  no, uh, I think if anything like
[01:42:22.920 --> 01:42:28.360]  It is there's there's a certain and and I struggle to explain this whenever I get into these arguments on twitter
[01:42:29.000 --> 01:42:33.400]  there's a beauty to the idea like a fundamental beauty to the idea that that
[01:42:33.400 --> 01:42:36.440]  Two operating systems can co-exist within each other
[01:42:37.000 --> 01:42:38.280]  and
[01:42:38.280 --> 01:42:40.120]  I I see
[01:42:40.440 --> 01:42:44.440]  I see the beauty in that in the in the sense of you can choose
[01:42:44.840 --> 01:42:51.480]  What you what you want to use like you can choose your favorite computer and I think that's beautiful and I think it's like
[01:42:52.440 --> 01:43:00.120]  Yes, I like working on the ipad and yes, I will like it to be more like a mac in in certain examples
[01:43:00.120 --> 01:43:05.560]  But I like I fully know that that it's not there yet and it's like
[01:43:06.440 --> 01:43:10.760]  because the those complaints that you get they always they also work the other way around like
[01:43:11.160 --> 01:43:16.280]  I get the comments from people saying oh you you're an ipad fanboy, uh, you're zealot
[01:43:16.280 --> 01:43:23.640]  You're never you know, you're never gonna say that anything else is better. Right and like that's so short-sighted and I
[01:43:24.360 --> 01:43:26.600]  fully agree with you in the sense that
[01:43:26.600 --> 01:43:32.760]  There are some things that need to be need need to be different. For example multitasking, right?
[01:43:34.440 --> 01:43:37.000]  Like, uh, so here's what i'm gonna say, um
[01:43:38.600 --> 01:43:40.840]  I think we need some kind of change
[01:43:42.280 --> 01:43:47.480]  What I don't want to see is a regression for
[01:43:49.080 --> 01:43:53.080]  People like me because right the current system so I the ios 11 is
[01:43:53.080 --> 01:43:58.680]  System for multitasking on ipad based on heavily based on drag and drop for
[01:43:59.480 --> 01:44:01.960]  Adding icons to split viewer slide over
[01:44:03.560 --> 01:44:09.160]  I know that system right? I I know how to use it. I I know how to operate it
[01:44:09.160 --> 01:44:12.760]  I know how to use the dock and multiple apps in slide over
[01:44:13.560 --> 01:44:15.560]  And those are powerful features
[01:44:15.800 --> 01:44:18.200]  at the same time I also think it's
[01:44:18.200 --> 01:44:23.800]  It's not the most intuitive it could be it. I I think it's
[01:44:24.360 --> 01:44:28.440]  I think it's too complicated for a lot of folks who are approaching the ipad now
[01:44:29.320 --> 01:44:32.440]  At the same time though as a power user. I don't want to lose those features
[01:44:32.600 --> 01:44:36.040]  So it's this kind of weird situation where like I know it needs to be different
[01:44:36.040 --> 01:44:38.200]  But I also don't want to lose what I already know
[01:44:38.920 --> 01:44:40.360]  I think
[01:44:40.360 --> 01:44:44.840]  Fundamentally, it's exactly the whole multiple of things that we need to do
[01:44:44.840 --> 01:44:51.340]  Fundamentally, it's exactly the whole multitasking thing and it is complicated. It is absolutely complicated
[01:44:51.880 --> 01:44:56.860]  It not just what what we already have being too complicated, but any idea of how to go forward
[01:44:57.800 --> 01:44:59.800]  it is
[01:44:59.960 --> 01:45:01.960]  Very very tricky and requires
[01:45:02.280 --> 01:45:06.360]  Really really top-notch ui design at a conceptual level
[01:45:07.000 --> 01:45:11.880]  But I really do also feel that it is ground zero of the fault line
[01:45:11.880 --> 01:45:14.440]  That ipad os has found itself in
[01:45:14.680 --> 01:45:15.800]  between
[01:45:15.800 --> 01:45:18.840]  the mac and iphone right and that being
[01:45:19.480 --> 01:45:21.480]  You know in theory
[01:45:21.480 --> 01:45:23.480]  the ipad could have been
[01:45:24.040 --> 01:45:25.080]  a
[01:45:25.080 --> 01:45:25.960]  a
[01:45:25.960 --> 01:45:30.680]  version of mac os with bigger touch targets instead of
[01:45:31.320 --> 01:45:33.560]  The phone os put on a bigger screen
[01:45:34.280 --> 01:45:38.600]  I don't think it should have been I think they made the right decision because I think that
[01:45:38.600 --> 01:45:44.920]  It put the uui stuff aside there's all sorts and you know, this is another thing i've been writing about recently
[01:45:44.920 --> 01:45:46.920]  but all sorts of complexity
[01:45:47.880 --> 01:45:54.700]  With the assumptions of mac os in terms of assumptions like that stuff can run in the background
[01:45:55.240 --> 01:45:59.080]  and that you can install apps from outside the app store and
[01:45:59.880 --> 01:46:06.280]  That you have direct access to the actual file system and people mix that up, right? Like
[01:46:06.280 --> 01:46:08.280]  people mix that up right like
[01:46:08.760 --> 01:46:11.400]  the files app on iphone ios
[01:46:13.000 --> 01:46:18.440]  Could get so much better and still never actually show you the actual
[01:46:19.480 --> 01:46:27.400]  File system of the device and I don't think it ever should right it's that because it it it is conceptually better and cleaner
[01:46:28.280 --> 01:46:30.280]  to only show the user
[01:46:30.760 --> 01:46:34.200]  Here are the files that are actual files that you
[01:46:34.200 --> 01:46:36.440]  create and read and diddle with
[01:46:37.080 --> 01:46:37.800]  and
[01:46:37.800 --> 01:46:44.600]  All of the stuff like the actual binaries for your application and stuff like that and the actual operating system
[01:46:45.080 --> 01:46:52.280]  Aren't even visible. That's a much better and cleaner design for people who aren't developers and actually aren't working at that level
[01:46:53.960 --> 01:46:55.960]  and
[01:46:55.960 --> 01:47:02.200]  The files app has gotten a lot better and I think it really it's obviously an area where it can continue to get better
[01:47:02.200 --> 01:47:05.400]  Without being mapped to the literal file system
[01:47:06.920 --> 01:47:08.920]  And I think it's such a better design
[01:47:10.360 --> 01:47:12.360]  Yeah
