[00:00.000 --> 00:01.440]  Hello
[02:04:44.820 --> 02:05:01.820]  And, uh, I, I don't even think that was that long ago. I seem to recall where there were problems where one time when the deck network server went down, big chunks of daring fireball didn't render because the deck network JavaScript include call was, uh,
[02:05:01.820 --> 02:05:12.820]  uh, at the top of the HTML, not at the bottom. Uh, so it's not even, you know, then that, you know, that's only going back to the daring fireball era, let alone the nineties.
[02:05:12.820 --> 02:05:20.820]  Here's my theory on this. And let me run it by you because, and again, this is one of the reasons I wanted to have you on the show this week is that you can speak to this.
[02:05:20.820 --> 02:05:32.820]  To me, I've always thought, and I've always been an outsider. I've never had a full time job working at a publication. What I always saw.
[02:05:32.820 --> 02:05:43.820]  And to me, it seemed very obvious in the early years was for the most part, the big name web in the early years came from two sides, came from print and it came from TV.
[02:05:43.820 --> 02:06:00.820]  So CNN had a big news website. New York times had a big news website. Um, and in both cases, institutionally, uh, the institutions did not value the websites as much as they valued their traditional form.
[02:06:00.820 --> 02:06:13.820]  So print publications favored print over. It was the favorite child over the web and the web was this thing that they were maybe not even drawn kicking and streaming to, but you know, in some cases, in some publications, I think that was true.
[02:06:13.820 --> 02:06:33.820]  And a lot of them, it just was always the second secondary child, uh, and that they didn't have respect for it and they didn't have the respect for it that they have for their, um, flagship product because, and here's what I would say.
[02:06:33.820 --> 02:06:46.820]  The New York times was never going to let advertisers into their printing press like you Chevy, you know, doesn't get to put an ad in the New York times and get to go into the printing press and slow down the delivery of the next morning's New York times
[02:06:46.820 --> 02:06:59.820]  because they want to make sure that, uh, you know, the colors are aligned on the printing press, uh, or to draw another analogy, Chevy doesn't get to put an ad in the New York times that the New York times doesn't see first.
[02:06:59.820 --> 02:07:17.820]  Yep. CNN doesn't let the advertisers control whatever goes on over the air during the 30 seconds that they bought. They give them a video and the video, uh, you know, they have the video in their hands before it runs. CNN delivers the video.
[02:07:17.820 --> 02:07:36.820]  Right. Whereas the web from the very early on evolved in this way where there was a lack of respect that they wouldn't have. Like for example, New York times is never going to sell an ad that, uh, sticks to the two pages surrounding the op ed page.
[02:07:36.820 --> 02:07:49.820]  That if you want to read the op ed page, you've got to like break an envelope seal, you know, find like a sharp thing and do that. Whereas they, they have things on their website that are the equivalent of that where you have to spend a few seconds doing something
[02:07:49.820 --> 02:08:03.820]  or waiting for something before you get to read what you're going to read. Whereas they would never sell an ad like that on their print product. And the fact that they started from a position of disrespect and they were the big name sites, not just that.
[02:08:03.820 --> 02:08:12.820]  I'm down to say New York times and CNN in particular, all of those sites though that had existing successful print publications or existing successful TV news operations.
[02:08:12.820 --> 02:08:28.820]  Um, they set the standard for the online ad, uh, industry and the industry involved in a way where the, the inmates run the asylum, the advertisers got whatever they wanted because the publications didn't have respect for their sites and didn't have respect for their users.
[02:08:28.820 --> 02:08:41.820]  Yeah. So, so you don't think I'm off, I'm off the mark. No, I mean, I think the challenge has always been that it's been, it's, it's been hard. It's always been hard to make money online.
[02:08:41.820 --> 02:08:58.820]  I know that seems crazy to say, but, um, I can tell you from a publication standpoint, it's always been hard. It was not, I'd say at the point that it was clear that the web was the, was the most important product.
[02:08:58.820 --> 02:09:13.820]  And that like a magazine, like I worked for was not, it was probably another five, maybe seven years before the web revenue got anywhere close to the print revenue.
[02:09:13.820 --> 02:09:28.820]  Um, and that's because it was even like five years ago, there was a, I saw a story the other day that was pointing out this, um, that, uh, Mary Meeker slide deck that gets dropped at the D conference every year. Um, or that the code conference now. Right. But, um, the same conference.
[02:09:28.820 --> 02:09:46.820]  And, uh, uh, five years ago, uh, she had one of those things that we had seen to, you know, internal aid IDG and everybody in the industry had seen it where even though web was being used to a great degree, the advertising wasn't on the web. It was all on, uh, TV and print.
[02:09:46.820 --> 02:10:02.820]  And that's a red flag because that's like, well, this is going to change. It is going to change, but for a long time it didn't change. And so you got this, you know, we're giving away all our content for free and we're desperately trying to make money in it because we know that the future is going to be in this medium.
[02:10:02.820 --> 02:10:20.820]  And, but nobody's buying, so we're going to then like redouble our efforts to make, uh, do anything we can. And I think it was dangerous because, uh, there was some desperation at a time when, you know, it was about to be a sea change.
[02:10:20.820 --> 02:10:32.820]  And the, um, the, uh, clients were going to be coming with all their big checkbooks to the web very soon because that's where the eyeballs were going. That was where everybody wanted to go.
[02:10:32.820 --> 02:10:42.820]  Um, and you know, it was probably not realistic to say, well, we're just going to hold out. But the fact is everybody was just like, no, no, no, we're desperate. Please give us money now. Please let's make this valid.
[02:10:42.820 --> 02:10:53.820]  Also, I think there was maybe a little bit of a first one's free kind of mentality. Like how, what can I do to get you to try to advertise on the web? Because we really need you to do that because this is where it's all going to go.
[02:10:53.820 --> 02:11:11.820]  As a result though, I mean, we, yeah, we, we've got this situation where the, what people pay is not a lot. Um, it's completely, I mean, imagine not only the New York Times saying, well, you can run an ad we haven't seen and we'll wrap it in a, we'll cover the editorial, uh, section in a,
[02:11:11.820 --> 02:11:29.820]  a code that you have to enter before you can get, you can peel off the piece of paper and read the rest of the newspaper. But let's take the, the analogy further. Um, you know, what if the New York Times doesn't have, um, any control over any of it and isn't even using their own salespeople?
[02:11:29.820 --> 02:11:42.820]  Like there's a robot somewhere, there is a stock exchange, an ad exchange somewhere that's just automatically serving like the ad, the salespeople are even gone at that point. That's sort of where the web is now.
[02:11:42.820 --> 02:11:58.820]  And you know, it's just, it's a very different medium and that, and that's fine. But what Ben Thompson would tell you is unless you have scale, unless your Buzzfeed maybe, unless you have just huge scale where you have so many pages that you can section it up in a bunch of different ways,
[02:11:58.820 --> 02:12:14.820]  or unless you are very small but had an amazing audience like Daring Fireball, if you're in the middle, it's tough. It's tough to do it because you don't have the scale. So a lot of advertisers don't even want to talk to you and you're using these ad networks.
[02:12:14.820 --> 02:12:34.820]  And you know, that's where iMore is, that's where Macworld was and is. And you end up doing that thing where you put more and more junk on your pages because every piece of junk you put on your pages is more money and you're desperately trying to make enough money to pay your people who are building your website and who are writing your articles.
[02:12:34.820 --> 02:12:45.820]  It's tough. I'm not convinced. This is actually one of the reasons why I was so committed to leaving IDG for the last couple of years and knew I needed to get out.
[02:12:45.820 --> 02:13:01.820]  I'm not convinced that this, you know, this business model is going to work for 80% of the websites. I'm just, I'm not convinced that it's going to work. Give it away for free in exchange for loading up on advertising.
[02:13:01.820 --> 02:13:09.820]  Well, I really do think that it might, the reckoning might come sooner than later.
[02:13:09.820 --> 02:13:10.820]  Yeah.
[02:13:10.820 --> 02:13:37.820]  Because I, and it's from multiple factors, multiple directions. It's not, you know, one thing is going to do it, but without question, this, and that's what makes it so interesting to me timing wise because to me it ties in with tangentially perhaps, but it turns, it ties into that argument that, hey, Apple has like a, the argument from the Safari is a new IE.
[02:13:37.820 --> 02:13:52.820]  Part of their argument is that like IE that they perceive Apple as having abandoned it, that they've sort of lost interest in it, and that the reason that Safari isn't adding all these features they want them to add is that Apple either can't do it or is understaffed or disinterested.
[02:13:52.820 --> 02:14:07.820]  What escapes their mind, to go back to my point earlier about their not being able to see it from the perspective other than theirs, is that Apple is doing exactly what it wants with Safari, and they are putting a lot of effort into it, but it's not really about these features that these developers want.
[02:14:07.820 --> 02:14:30.820]  It's about features for the user, and Rene Richie at iMore had a great article about it where he said it was, you know, Apple is steering it towards this user-centric web, and again, it's Apple favoring users over developers, but that's what a lot of the stuff, and there was a lot of stuff about Safari at WWDC this year.
[02:14:30.820 --> 02:14:49.820]  I mean, it's partly because it's more this type of stuff I deal with firsthand, but there's an awful lot of stuff at WWDC sessions that felt directly related to me and my work and what I'm interested in, and the content blockers is one, and the news app is another,
[02:14:49.820 --> 02:15:01.820]  and they're both, to me, driven by the same thing, which is that we want to do things that make stuff you want to read load quicker and maintain more of your privacy.
[02:15:01.820 --> 02:15:09.820]  This should be faster, it should be a better experience, and you should have the feeling that it's more private.
[02:15:09.820 --> 02:15:24.820]  Because the other flip side of the whole inmates running the asylum argument with online advertising is this is the magic of code, right, in general, just the idea of running software code and this whole, you know, software is eating the world.
[02:15:24.820 --> 02:15:29.820]  It's the first time that advertising could do any of this stuff, right?
[02:15:29.820 --> 02:15:35.820]  I mean, the idea of tracking someone who watches TV in the old days over the air was impossible, right?
[02:15:35.820 --> 02:15:42.820]  And the metrics, and of course advertisers want metrics, and of course they want the metrics to be accurate.
[02:15:42.820 --> 02:15:57.820]  But the Nielsen ratings, especially in the old days, were famously inaccurate in terms of whether the Nielsen families were actually A, honest about what they watched, and B, demographically representative of the country as a whole.
[02:15:57.820 --> 02:16:10.820]  You know, I think newspaper and magazine circulation was probably, and probably still is, more accurate because it's better regulated through the, what's it called, I'm sure you know, there's like a standard group.
[02:16:10.820 --> 02:16:11.820]  Oh, like the IAB?
[02:16:11.820 --> 02:16:14.820]  Yeah, like the IAB.
[02:16:14.820 --> 02:16:19.820]  Or at least, and if it's not accurate, at least it's consistent, or more consistent.
[02:16:19.820 --> 02:16:34.820]  But for the most part, if you placed a full page ad in the New York Times, whether they actually was read by, they'd tell you they print 1.1 million copies or whatever it is on a weekday.
[02:16:34.820 --> 02:16:35.820]  And how many people read it?
[02:16:35.820 --> 02:16:36.820]  Well, who knows?
[02:16:36.820 --> 02:16:43.820]  Because some of those copies are in a doctor's office and people come in, 10 patients come in and read the front page of the same copy of the New York Times.
[02:16:43.820 --> 02:16:50.820]  But you basically know, roughly, loosely, how much exposure you're getting from the New York Times.
[02:16:50.820 --> 02:17:02.820]  And if you advertise in Sports Illustrated instead of advertising in Vogue, you know the basic difference between the demographics of those two big magazines, you know.
[02:17:02.820 --> 02:17:09.820]  And when you advertise in Macworld, you know, the print magazine, you know, you have a pretty good idea of the demographics to a loose degree.
[02:17:09.820 --> 02:17:21.820]  But it's nothing at all like what you get from the trackers that the ad networks do online in terms of knowing that here's a person who not only reads Macworld, but they also read three of these photo sites.
[02:17:21.820 --> 02:17:34.820]  And so we can serve a targeted ad, which in some sense, you know, there is a, you know, there's a plus side to it where maybe it can serve you an ad that truly is interesting to you because it's about some amazing new Mac software meant for photographers.
[02:17:34.820 --> 02:17:45.820]  When it works like that, that's fantastic. But in terms of, you know, are you comfortable? Would you be comfortable buying a print magazine that somehow knew which other print magazines you ran?
[02:17:45.820 --> 02:17:54.820]  It read? It doesn't even make any sense. Like, how would that even be accomplished? That's the magic of code. Like, letting code run in general in advertising changed the game.
[02:17:54.820 --> 02:18:10.820]  Yeah, the question is, I mean, trying to think of a way forward, I ask myself sometimes, what would I rather see? Would I rather see a web? I think it's unlikely that we'll see a web where almost everything is behind a paywall.
[02:18:10.820 --> 02:18:25.820]  I think that seems unlikely, although I think more stuff will be harder to get to and that there will be experiences that you'll be able to have on the web or in apps as a paid whoever that are better. I do think that will probably happen.
[02:18:25.820 --> 02:18:42.820]  But what I really ask myself is, would I rather have the web littered with more and more junk or would I rather have a web that had less junk on it but it knew who I was?
[02:18:42.820 --> 02:18:55.820]  And maybe this makes me a bad person, but I think I honestly would rather have a good experience and share some of my personal information than have a terrible experience because they don't know who I am.
[02:18:55.820 --> 02:19:09.820]  Unfortunately, the world we live in is they want to know everything about who you are and they want to fill your screen with junk. And they also want to put up a paywall after 10 articles so that you can pay to see all the junk and be tracked.
[02:19:09.820 --> 02:19:20.820]  So it's like everything is there. And I don't know what the solution is other than muddling along with it being kind of generally awful, other than if companies start going out of business.
[02:19:20.820 --> 02:19:30.820]  And I think that may be, I just saw Michael Sippy, who has been on the internet for a million years and used to be the head of product at Twitter, refer to it as the great reaping.
[02:19:30.820 --> 02:19:40.820]  It's like, what happens then? If that happens, where a lot of these mid-range sites just go out of business, something interesting might happen after that.
[02:19:40.820 --> 02:19:51.820]  That is, people, and probably people like you and me, either on their own or in small groups banding together to try and find some new way of doing things that's not like that.
[02:19:51.820 --> 02:20:04.820]  But it might take that, like a dissolution of these staffs, like what happened with Macworld. Imagine that happening just again and again and again, where you end up with a whole lot of people who are just forced to do something different.
[02:20:04.820 --> 02:20:13.820]  The apocalyptic version of that is that they're just gone. They go take jobs at places that aren't in the media and you never hear from them again, and the world is a poorer place for it.
[02:20:13.820 --> 02:20:23.820]  And then all we're left with is some people kind of on the far left end of the curve, like Daring Fireball, and some people at the far right end, like Buzzfeed, and that there's nothing left in the middle.
[02:20:23.820 --> 02:20:26.820]  But I fear that that is a strong possibility.
[02:20:26.820 --> 02:20:44.820]  The reckoning is overlooking the fact that the users have the ability to fight back. And the music industry faced this with the Napster era, where they wanted a magic solution that would keep users from doing downloads.
[02:20:44.820 --> 02:20:56.820]  You still see it with film and TV, with their reluctance to be more generous. Not generous, not in terms of lowering prices, but the way that stuff is all still regional.
[02:20:56.820 --> 02:21:09.820]  We're so lucky living in the US, but it drives some of my friends in Canada nuts when TV shows don't show up right away, let alone other countries around the world where they show up after they do in Canada.
[02:21:09.820 --> 02:21:23.820]  It's crazy. There's no reason for that. And you wonder why people in Canada might resort to illegal downloads to get the TV shows that they can't get the same day that people get in the US.
[02:21:23.820 --> 02:21:43.820]  It's because they're being an idiot about it. And don't underestimate the fact that users can fight back. And if you think, who cares if our web pages take eight seconds? And then you view people who install ad blockers as criminals or something like that, and expect some kind of magical solution to route around the ad blocking.
[02:21:43.820 --> 02:21:53.820]  It's not going to work. It's not going to be magical. And now that it's starting to get built into a high level and a truly flagship operating system.
[02:21:53.820 --> 02:22:10.820]  I know that you can install ad blockers on a Mac for a while, but in terms of affecting a great swath of high profile and good demographic users, having these content blockers in iOS is, I think, going to be a game changer.
[02:22:10.820 --> 02:22:26.820]  I really do. And I say this again, as somebody who makes my entire living practically from advertising. I am incredibly sensitive to the fact that I can't really recommend ad blocking. I don't run an ad blocker.
[02:22:26.820 --> 02:22:42.820]  I do run Ghostery and I have Ghostery set in Safari to block trackers. So I do block ad trackers according to Ghostery, but I don't block ads. So I do obviously see different ads than I would if I didn't have Ghostery installed.
[02:22:42.820 --> 02:23:02.820]  And I do plan, though, to run Safari content blockers. And I don't plan to run them to block ads, but I absolutely plan to run them to block JavaScript trackers. And I think there's going to be an awful lot of people who are not as...
[02:23:02.820 --> 02:23:12.820]  And I think rightfully so. I don't pass judgment on them, but who aren't going to draw that distinction between blocking ads and blocking trackers, and they're just going to block all of it.
[02:23:12.820 --> 02:23:35.820]  And when the performance increase is dramatic, when all of a sudden you try this content blocker and all of a sudden these things start loading remarkably faster on your old iPhone, just because you installed iOS 9, it's not like people are going to uninstall them later.
[02:23:35.820 --> 02:23:43.820]  And I really do think that that's going to come. So what did Sippy say? What's coming?
[02:23:43.820 --> 02:23:45.820]  The great reaping.
[02:23:45.820 --> 02:23:57.820]  The reaping, yeah. Where some sites in the middle, that middle between the super-scaled sites like Facebook and Buzzfeed and us on the bottom of the tree.
[02:23:57.820 --> 02:24:06.820]  Right. It's what Ben Thompson calls the smiling curve, where it's like there's a good uptick on the left and a good uptick on the right, and it's not very good in the middle.
[02:24:06.820 --> 02:24:22.820]  Yeah. The way... And again, a lot of times when I talk about this or write about this, I also get... So please address it. My criticism of iMore was not... I don't... This is true. I do not have a, here's what iMore should do to solve the problem.
[02:24:22.820 --> 02:24:36.820]  I wish I did. If I did, I would be the first one to share it with them. I don't. But I wrote that article not saying, hey, here's what they should do. And it certainly wasn't meant to, they should do what I do, because it wouldn't work.
[02:24:36.820 --> 02:24:37.820]  No.
[02:24:37.820 --> 02:24:46.820]  Right? I have an operation that is a very nice living for a staff of one. And I could... Maybe I could hire one person or hire somebody full-time or part-time or something like that.
[02:24:46.820 --> 02:24:48.820]  Billy the Intern again.
[02:24:48.820 --> 02:25:08.820]  Right. But the Daring Fireball slash the talk show model is not something that would run a staffed organization. It's not. So I'm not saying that. I'm just saying I would like to see them try, and maybe somebody could find a way to find something new that could run something of that size.
[02:25:08.820 --> 02:25:13.820]  But I feel that's the other thing. If there is a lament, it's that people have stopped trying new things in advertising.
[02:25:13.820 --> 02:25:29.820]  It's this catch-22 of the advantage of giving away your content for free is that you get more viewers. But then you have to monetize them all, because... Which is a word I hate, because it conjures up sort of this imagery of turning people into stacks of coins or something.
[02:25:29.820 --> 02:25:41.820]  But that's basically what it is, right? And so you've got... How do you do that? And the answer is you put ads everywhere and you try to track them. And the fact is, people are reluctant to give you money.
[02:25:41.820 --> 02:25:53.820]  That's a lot of people. Your other choice is to say, look, I don't care. I'm going to charge people for my stuff, and it'll be a much smaller group, but if they pay me enough, it'll be worth it.
[02:25:53.820 --> 02:26:00.820]  The challenge is getting the math to work, or a hybrid of that, right? Where you give some stuff away, like Ben Thompson gives some stuff away to get visibility.
[02:26:00.820 --> 02:26:02.820]  Including the article that I will link to this week.
[02:26:02.820 --> 02:26:12.820]  That's exactly right, but he also writes several other pieces a week that only go to the people who pay him $100 a year, which I think is actually kind of a great deal, and it allows him to make a living just doing that.
[02:26:12.820 --> 02:26:17.820]  Which means you get, as a subscriber, you get his entire output, other than the one free piece a week.
[02:26:17.820 --> 02:26:32.820]  I feel like that is part of the genius of his model. I feel like $100 is magic. I wasn't sure what to think of it when he started, but I feel like it's magic, and there's an awful lot of people who say, I'll never pay $100 a year for anything online.
[02:26:32.820 --> 02:26:38.820]  But somehow, I think a lot of those people wouldn't pay $10 a year.
[02:26:38.820 --> 02:26:48.820]  Right, and he's a really smart guy. My fear is that if everybody in the middle, their companies blow up, and they say, well, I'm going to do what Ben Thompson does.
[02:26:48.820 --> 02:26:57.820]  The fact is, how many $100 a year subscriptions for websites or newsletters are people going to be willing to pay?
[02:26:57.820 --> 02:27:00.820]  Nope, you have to be one of their favorites.
[02:27:00.820 --> 02:27:09.820]  But that's the old, what is it, Thousand True Fans thing, which is you don't actually need 100,000 people.
[02:27:09.820 --> 02:27:19.820]  You need 1,000 people or 2,000 people who like your stuff enough to buy your t-shirt and maybe your membership or donate or whatever.
[02:27:19.820 --> 02:27:34.820]  I feel like, I mean, I've thought about that a lot since going out on my own, is how do I want to balance advertising with direct – I had lots of people say, I don't like your advertisers or I don't like your advertisers or whatever.
[02:27:34.820 --> 02:27:40.820]  I just want to support you, and I don't have anything to advertise myself. How do I do that? And I haven't given anybody a way to do that yet.
[02:27:40.820 --> 02:27:50.820]  And I remember during the really bad times at IDG that usually you're riding high and the sales guys are in charge, and they're like, yeah, we're selling ads.
[02:27:50.820 --> 02:27:59.820]  We don't really care about anything else. And then the dark times, they suddenly say, hey, you know what's really great is we've got people paying us $35 a year to get a magazine.
[02:27:59.820 --> 02:28:02.820]  That's really good because we'd be out of business without that.
[02:28:02.820 --> 02:28:17.820]  And I'm reminded of that, that right now my living is almost 100 percent directly or indirectly funded by advertising. And do I want to have – let people – can I provide them something that they would want to support and also get something from it?
[02:28:17.820 --> 02:28:25.820]  But that's the danger is that if you follow that through, it might work for me. It certainly works for Ben Thompson right now.
[02:28:25.820 --> 02:28:36.820]  In the end, if most of the people get cleared out of the market, I'm not sure if that'll work or not. Then again, back in 20 years ago, there were people who subscribed to 15 magazines a month, right?
[02:28:36.820 --> 02:28:48.820]  And those were all probably $50 or $40 or $20 a year, maybe not $100 a year, but my dad used to get the Kiplinger letter, and that was like $100 a year or more.
[02:28:48.820 --> 02:28:55.820]  And that was like a little newsletter like typewritten. Even when they started doing it on computers, they made it look like it was typewritten.
[02:28:55.820 --> 02:29:01.820]  And it was like an investing in business newsletter. And that's sort of what Ben's doing. And it makes sense.
[02:29:01.820 --> 02:29:13.820]  But I don't know. The math may not work. You may end up – it may turn out that the web has created a glut of information and people that in the end just can't be supported.
[02:29:13.820 --> 02:29:20.820]  Unfortunately, I fear sometimes that what we do is going to be like being a steelworker.
[02:29:20.820 --> 02:29:30.820]  Yeah, I wonder. I don't know. The other thing I wrote about with the iMore thing was that to me it was a good example of a slippery slope.
[02:29:30.820 --> 02:29:44.820]  By which I mean that once – with me at Daring Fireball, and again, I'm not saying it applies to other sites or larger sites, but it worked for me was that I never once put anything on Daring Fireball that I wasn't comfortable with,
[02:29:44.820 --> 02:29:51.820]  except for the time that I tried running Google AdSense, like when Google AdSense first came out.
[02:29:51.820 --> 02:29:57.820]  And I've talked about this in talks and stuff like that before. But long story short, the ads weren't that good, and they weren't paying much.
[02:29:57.820 --> 02:30:05.820]  And I got some control over the color of them, but it wasn't enough. And they were just text.
[02:30:05.820 --> 02:30:14.820]  And it was at a time when Daring Fireball was making zero dollars, and I really wanted it to make something greater than zero dollars so I could spend more time on it.
[02:30:14.820 --> 02:30:22.820]  And ideally – and again, for years it was just an idle dream that I could maybe just do it full-time.
[02:30:22.820 --> 02:30:31.820]  I really wanted that to work, but I was so uncomfortable with the fact that some of those Google AdSense ads that I was getting – and I had no control over them.
[02:30:31.820 --> 02:30:37.820]  Some of them were relevant. Most of them weren't. I took them down after like a month or two.
[02:30:37.820 --> 02:30:44.820]  But I never put anything – and God bless Google. One thing Google has always known is that the web should be fast.
[02:30:44.820 --> 02:30:51.820]  And the AdSense ads never once seemed to slow down Daring Fireball. If they had, I would have taken them down day one.
[02:30:51.820 --> 02:30:59.820]  But I had the ability, because there was nobody I had to answer to, I could say I'm never going to add anything that slows Daring Fireball down.
[02:30:59.820 --> 02:31:09.820]  And I'm never going to add something that I'm not proud of, and I'm not going to add something to Daring Fireball that has 100 HTTP requests, et cetera, et cetera.
[02:31:09.820 --> 02:31:18.820]  So I never broke the line on that, and now I'm fortunate enough that I found other ways to make money, and I have a terrific business right now.
[02:31:18.820 --> 02:31:31.820]  But in the interim, I absolutely left money on the table. There were years in the 2007, 2008, 2009 era where I had – and I listened to some of the pitches from ad networks.
[02:31:31.820 --> 02:31:41.820]  They were at least – and who knows if they would have, but the numbers they were telling me that they could give me per month were way more than what I was making.
[02:31:41.820 --> 02:31:55.820]  I mean, maybe not by a factor of 10, but by a factor of a very nice integer. It was way more money than I was making per month from Daring Fireball at a time when it really would have been meaningful to me and my family.
[02:31:55.820 --> 02:32:00.820]  But I turned it all down because I absolutely wasn't comfortable with the ads.
[02:32:00.820 --> 02:32:12.820]  Now, how many people at a site where you're not just one person who – I'm not going to call myself an artist, but maybe it comes at it with an artistic integrity angle.
[02:32:12.820 --> 02:32:29.820]  But if you're at a site where there's a corporate structure above you and you're supposed to justify stuff with profit and loss and stuff like that, how many people are going to go – how many publications could go years turning down stuff and building something different instead?
[02:32:29.820 --> 02:32:33.820]  Oh, I can't tell you how many times. I mean, the slippery slope is true. I can't tell you how many times.
[02:32:33.820 --> 02:32:37.820]  You wrote a bunch of things about Tint, that thing that –
[02:32:37.820 --> 02:32:47.820]  Yeah, what it still does, where it adds – you copy the name Jason Snell to get the spelling of your name right. Not that your name is hard to spell.
[02:32:47.820 --> 02:32:58.820]  But it adds all this crap on your clipboard, and there were those ads that – what were they called – that were – you still see them where they take phrases in stories, in editorial content.
[02:32:58.820 --> 02:32:59.820]  Oh, yeah.
[02:32:59.820 --> 02:33:10.820]  And hyperlink them to advertising, and usually badly. That's where you say – and it was like this in the early days of Google, too. You'd say something like, you know the drill, and all the ads are for power drills.
[02:33:10.820 --> 02:33:11.820]  Right.
[02:33:11.820 --> 02:33:12.820]  You're like, that's totally wrong.
[02:33:12.820 --> 02:33:19.820]  Right. And yes, if you're a close reader, you could see that those links were styled differently. Maybe they were underlined in green instead of in blue.
[02:33:19.820 --> 02:33:20.820]  Exactly.
[02:33:20.820 --> 02:33:35.820]  But you have to be a close reader. I mean, it's like every time I'd see them, I think there is no way my mom would know the difference between this link and the link that the writer of the article put in, which they really wanted the reader to know, hey, if you want to know more about this, click this link.
[02:33:35.820 --> 02:33:49.820]  We would have – I can't tell you how many times – and this is one of the things that kind of wore on me in my job is I can tell you how many times I had a meeting with a new salesperson or a new executive who would say, you know, hey, have you heard about these new – these great new things that do this?
[02:33:49.820 --> 02:33:53.820]  And it would be the same old thing. It would be stuff like that, these contextual ads and hyperlinks.
[02:33:53.820 --> 02:34:12.820]  And, you know, it would end up being yet another argument where I would have to say that's editorial content, and we choose what we link to, and by overwriting links with other links to other places, you're breaking – you know, you're laying advertising on top of editorial, and it's not appropriate, and it's a bad user experience, et cetera, et cetera.
[02:34:12.820 --> 02:34:20.820]  I generally won those arguments at Macworld, which I kind of can't believe I even did, but I generally won those. I think we never implemented those.
[02:34:20.820 --> 02:34:25.820]  But, you know, the argument was always the same, which is, well, it's incremental revenue.
[02:34:25.820 --> 02:34:35.820]  And the best I could do was say, look, all the editors will tell you this is wrong, it will be terrible for the users, and all they're promising you is an extra $40,000. Is it worth it to you?
[02:34:35.820 --> 02:34:42.820]  But a lot of organizations – and IDG said yes on all sorts of other things, they just didn't on that one particular one for whatever reason.
[02:34:42.820 --> 02:34:49.820]  They'll just say yes, because they're desperately trying to keep ahead of the – you know, they're trying to keep afloat.
[02:34:49.820 --> 02:34:53.820]  And so it's like, well, this is another $20,000, and this is another $40,000.
[02:34:53.820 --> 02:34:58.820]  At one point, when I was put in charge of Macworld's website, the homepage was almost entirely non-editorial.
[02:34:58.820 --> 02:35:12.820]  Like, literally, I think more than half the homepage was non-editorial, and it's because every time somebody came to them, whoever was in charge at that time, the president of the company, I think, basically, and said, we've got to deal with you, what if you link to this thing and we'll give you a cut?
[02:35:12.820 --> 02:35:18.820]  They just said yes. And, you know, it's hard to say no. It is hard to say no, and it's hard to keep a vision.
[02:35:18.820 --> 02:35:22.820]  And if you're somebody who is dealing with the bottom line, you know, you're not running a charity.
[02:35:22.820 --> 02:35:28.820]  You do want to make a living, and you want to bring in more money so that your company can stay in business.
[02:35:28.820 --> 02:35:44.820]  At the same time, somebody who is thinking of the big picture realizes that you are breaking your product by adding this to it, and that eventually what you're left with is nothing, and you're not going to get revenue for it, because your product is so terrible that nobody wants to see it anymore.
[02:35:44.820 --> 02:35:51.820]  Right, and one little incremental thing at a time, all of a sudden, you've set yourself in opposition to your readers.
[02:35:51.820 --> 02:35:59.820]  Yeah, and like Macworld, I can't tell you, I mean, one of the reasons morale was so low was that our readers, first off, the people who made these decisions never heard from the readers.
[02:35:59.820 --> 02:36:05.820]  We had to hear from the readers. We had to be the ones who bore the brunt of it and tried to explain why this was going on.
[02:36:05.820 --> 02:36:08.820]  The people who actually made these decisions never had to hear from them.
[02:36:08.820 --> 02:36:19.820]  In fact, the reason I got the autoplay video turned off for that brief time that I got it turned off is that I passed my boss a 60-page Google Doc of complaints from readers about autoplay video.
[02:36:19.820 --> 02:36:25.820]  We just compiled it. I just had the editors. I said, any time you get an email from somebody or a tweet or whatever, put it in here.
[02:36:25.820 --> 02:36:29.820]  And I handed it to them, and I said, these are complaints from readers about autoplay.
[02:36:29.820 --> 02:36:34.820]  And finally, when it broke them down, he was like, what do you want me to do? And I said, I want you to shut it off.
[02:36:34.820 --> 02:36:39.820]  And he was like, all right. And then, like I said, two months later, he was replaced with a guy who immediately turned it back on.
[02:36:39.820 --> 02:36:48.820]  But if you're one of those editors, you could tell that this was bad, but the people who were making these decisions never had to hear from people.
[02:36:48.820 --> 02:36:58.820]  They never really were thinking about that. Oftentimes, you'd have an editorial group, and you'd have the website building group, and then you'd have a money group, the sales and deals group.
[02:36:58.820 --> 02:37:08.820]  And what would end up happening is, what should happen is that group in the middle, the website product group, should actually be concerned about the product.
[02:37:08.820 --> 02:37:13.820]  They should be the one that everybody else has to convince that this is a good idea.
[02:37:13.820 --> 02:37:26.820]  But in so many editorial organizations on the web, and especially the ones that came from print, but not just them, that group ended up being seen as like a technical services group rather than like the keepers of the product.
[02:37:26.820 --> 02:37:31.820]  And as a result, the other two groups, the edit and sales, would just run roughshod over them.
[02:37:31.820 --> 02:37:40.820]  And that is where the slippery slope comes from a lot of the time, is that either there's nobody in charge of the product or the people in charge of the product can't say no.
[02:37:40.820 --> 02:37:49.820]  And they can't even say stop and think. And so, you know, a sales guy makes a deal that he's going to get a commission on that is going to junk up the site.
[02:37:49.820 --> 02:37:54.820]  He doesn't care. He's going to make money. And somebody else's problem about it junking up the site.
