[00:00.000 --> 00:02.480]  Hello podcast fans
[01:41:10.200 --> 01:41:21.200]  I love the Mac itself Do I love it, am I do I like the new system preferences better or night. Am I getting no system set system settings I've already misspoke in.
[01:41:21.200 --> 01:41:31.200]  You know what I'm going to do this for the rest of my career call it system shares but system settings system preferences was the old one. I'm glad we renamed it so at least has a different name.
[01:41:31.200 --> 01:41:40.200]  I don't like it better, but I don't have victory was short lived, but that wasn't.
[01:41:40.200 --> 01:42:05.200]  But your answer wasn't as brief as nope, this is better. The answer was about consistency and sort of that Apple experience that all things considered, making this a more consistent and more familiar interface for everybody and have the settings in everything have more of a consistent feel and make people feel like they're going to be able to find what they're looking for.
[01:42:05.200 --> 01:42:19.200]  I do think it paid off and it did improve dramatically from the WWDC build to when it shipped. I mean, it's, yeah, it's actually quite a bit. I don't know if you've installed the know I have a yet but it's quite a bit better as well.
[01:42:19.200 --> 01:42:38.200]  I believe. Yeah, yeah. That's, that's right. I think it is, you know, there is a strength in muscle memory and familiarity so there's an extent to which any change, you know, takes takes a certain amount of activation energy, but over week when we make these changes
[01:42:38.200 --> 01:42:55.200]  we aren't thinking just about the impact on it. In the next year we're thinking about what do we want to live with what's setting the stage for the future of these platforms. I mean it's, it is a great privilege at Apple to, to be part of stewarding platforms where you're
[01:42:55.200 --> 01:43:11.200]  thinking 1020 years what is this, where are we taking this thing and some of these transitions, you know, pay off over, over the long term. And so, I feel, you know, very good about where we're headed there.
[01:43:11.200 --> 01:43:29.200]  In addition to the the sharing of consistency and I don't know if there's a good segue or not but it feels like it to me but there's there's a family consistency across these platforms that is getting more converged.
[01:43:29.200 --> 01:43:41.200]  And a lot of those features though to me involve a seemingly more and more involve actual sharing between people, friends and family, intimate things.
[01:43:41.200 --> 01:43:50.200]  A big applause line at least in my section in the back door and the keynote was for family password sharing. Yeah, right.
[01:43:50.200 --> 01:44:07.200]  And it's, you know, from my perspective where I, I get some of the get lots of emails from my readers and some of them it seems like maybe they'd be better sent to support at apple.com.
[01:44:07.200 --> 01:44:23.200]  But, but as, as the system and and iCloud sinking of passwords has gotten better and better with each year and it's you know, obviously it's very obvious how built in good password security past keys.
[01:44:23.200 --> 01:44:37.200]  The built in support for the authenticator code for which is sort of a generation behind past keys moving forward but that is built in and it auto fills and safari and all this stuff.
[01:44:37.200 --> 01:44:53.200]  And that is that is also great but I need to share a bunch of really important passwords with my wife and or with my kids or with my, you know, whoever it is who you're sharing something as intimate as banking passwords or something like that.
[01:44:53.200 --> 01:45:01.200]  And as so long as we're using some other product that has it. We're going to keep everything there until it does it. This seems like a real.
[01:45:01.200 --> 01:45:10.200]  It's like a ride flying by on Monday, but I know that it's going to change the password store. There's a lot of people who are already like yeah I can't wait for the fall. I'm going to go all in with this.
[01:45:10.200 --> 01:45:23.200]  Yeah, 100%. And of course it's all backed by end end encrypted storage on iCloud so you are when you are sharing with your spouse or with your roommates.
[01:45:23.200 --> 01:45:33.200]  And that is every bit as secure as it is between your own devices. And so, we engineered it, we engineered it the right way.
[01:45:33.200 --> 01:45:38.200]  Apple is not a social network company like with a capital S and a capital S.
[01:45:38.200 --> 01:45:53.200]  There are companies, you know, they make movies called the social network and maybe they're similar, similar culturally to the sort of companies that would pre announce headsets because they're anxious.
[01:45:53.200 --> 01:46:20.200]  But, lowercase s lowercase and social network, it really feels like a lot more each year, more features across these platforms are involved with your users literal social network, their spouse, their kids, their friends, their core friends and I, I think from the people I know it just seems to me like more and more people
[01:46:20.200 --> 01:46:45.200]  when they're sharing things like photos and videos from a vacation. They're doing it privately, whether it's in iMessage or WhatsApp or anything else but that it's siloed from the public internet completely and in a channel that is just get through end to end encryption, just between the people.
[01:46:45.200 --> 01:47:01.200]  And I think that gets undervalued out there because it's not a social network with the trademark after it that makes billions of dollars in ad revenue. It's just literally building features around the actual social fabric of people's lives.
[01:47:01.200 --> 01:47:24.200]  Well, we have that this year. New features around airdrop, name drop, doing just what you said, right? Make that easier, better and because we all do that, right? And I think it's pretty cool, right? And you know, and again, it ties into the launch of vision OS and with so many of these day one features of vision OS being about avoiding isolation.
[01:47:24.200 --> 01:47:38.200]  Whether, you know, again, the two way like two sides of the same coin eyesight for people to see that you're paying attention to them and breakthrough so that when you're in there, somebody comes by you, you don't jump out of your seat when they tap you on the shoulder.
[01:47:38.200 --> 01:47:58.200]  I think our focus is on your real close and meaningful relationships, people that are actually your friends and just seems more healthy to me.
[01:47:58.200 --> 01:48:15.200]  Well, it's it's a last line, but I think I think it's really meaningful, though, and I and I think it's more and more and and I do think it feels to me like you guys feel a responsibility for this because you realize your your again.
[01:48:15.200 --> 01:48:23.200]  It's a major new platform you're adding to the portfolio in the Apple overall Apple ecosystem.
[01:48:23.200 --> 01:48:33.200]  Yeah, well, it's trying it's tried to say at this point, but we really do build the products we want for ourselves and for families and for the people we care about.
[01:48:33.200 --> 01:48:46.200]  And the features we build are in part because we know how meaningful they they would be, we want to do the we want to put something out there that is
[01:48:46.200 --> 01:49:02.200]  going to do good in the world and that we could recommend to those friends and family. So when it comes to the kind of communication features we're building, we're not trying to build something that's going to lead you off into some kind of social pathology.
[01:49:02.200 --> 01:49:18.200]  We're trying to build something that helps you foster supportive relationships. And when we build a device like Vision Pro, it's not something to isolate you. It's something to connect you. And so I think that's
[01:49:18.200 --> 01:49:43.200]  what we're trying to do. I think it's a privilege to get to work at a place where doing the right thing for your customers is always the right answer for what you should do with the product.
[01:49:43.200 --> 01:49:54.200]  Wow. Okay. As always, uncomfortable questions. Rockwell get a blitz round?
[01:49:54.200 --> 01:50:05.200]  Big story last year going through this year heading into next year is our regulations in the European Union. One of them.
[01:50:05.200 --> 01:50:28.200]  Rockwell definitely didn't get European competition regulation. But one of them is, at least as I understand it right now, that at some point next year, side loading is going to be mandated on mobile platforms that are defined by a definition that applies to iOS and Android.
[01:50:28.200 --> 01:50:39.200]  For lack of a better definition. Android. That's off to you. But a lot of people were anticipating in Monday.
[01:50:39.200 --> 01:50:48.200]  Wrong room.
[01:50:48.200 --> 01:51:01.200]  One of the things people were anticipating Monday was, is this going to come up? And as far as I can, it certainly didn't come up in the keynote. But as far as I can tell, in everything else released about iOS 17, there's no word about it.
[01:51:01.200 --> 01:51:25.200]  And I'm curious if there is something there that I missed or it's still not set in stone. Where does this stand? Well, I guess I'd return to my previous comment, which is we want to make sure that whatever we do is the right thing for our customers and the safety of our customers.
[01:51:25.200 --> 01:51:43.200]  We are working with the EU on what safe compliance could look like and don't have anything more to talk about today. I don't know if that was a blitz answer.
[01:51:43.200 --> 01:52:12.200]  Another recent story that really caught my eye was I think two, maybe three reports in the Wall Street Journal from my friend Joanna Stern and Nicole Nguyen about thieves, rings of thieves who figured out that your device passcode with your iPhone by design, not by oversight, is the keys to your entire iPhone kingdom.
[01:52:12.200 --> 01:52:28.200]  And of course, nobody wants to have their iPhones stolen, but it's an order of magnitude worse if your iPhone is stolen by a thief whose scheme is to somehow surreptitiously snoop your passcode.
[01:52:28.200 --> 01:52:35.200]  And now they've got your phone and they're in your phone because you can get in with your passcode.
[01:52:35.200 --> 01:52:50.200]  And it seems from their reporting that it's not a massive problem, but it's not an obscure problem either. And it didn't seem like there's any news on that front as to how to possibly mitigate it.
[01:52:50.200 --> 01:53:14.200]  I guess I just say that first, I mean, it's a super bad thing if someone gets your phone from you and steals it and has your passcode. It has always been the case that if someone has your phone and your passcode, any phone, and you have your passcode, you're now in someone's email.
[01:53:14.200 --> 01:53:23.200]  And for virtually every service in the past, once you have someone's email, usually the password reset function is send me an email to confirm.
[01:53:23.200 --> 01:53:32.200]  And so this kind of situation of owning access to a phone that has those communication channels has always been problematic.
[01:53:32.200 --> 01:53:46.200]  And so features like Face ID are in part to help make sure that you can access your device without using your passcode all the time in all of these situations where someone might attempt to shoulder surf you.
[01:53:46.200 --> 01:53:55.200]  And so I think that protects a lot of users. We continue to look at other ways to address this.
[01:53:55.200 --> 01:54:02.200]  This is, as you say, a rare problem, but nonetheless, an important one. So we're continuing to work on it.
[01:54:02.200 --> 01:54:05.200]  You're on it. We are on it.
[01:54:05.200 --> 01:54:09.200]  That about wraps it up for me.
[01:54:09.200 --> 01:54:19.200]  I do want to, as usual, give thanks. I have a list of people here. I want to thank my wife, Amy.
[01:54:19.200 --> 01:54:23.200]  She runs
[01:54:23.200 --> 01:54:28.200]  anything that happens before the show starts. I don't know what would I don't know how this would happen without her.
[01:54:28.200 --> 01:54:33.200]  My friend, Paul, the voice who does the introduction.
[01:54:33.200 --> 01:54:37.200]  I want to thank our presenting sponsor, Collide. Just a great company.
[01:54:37.200 --> 01:54:42.200]  Very, very happy to have them sponsoring the show. I want to thank everybody here at the California theater.
[01:54:42.200 --> 01:54:48.200]  This staff here is so nice. Oh, my God.
[01:54:48.200 --> 01:54:53.200]  I hope you guys in the lobby have had as pleasant experience with the staff up there.
[01:54:53.200 --> 01:54:58.200]  The ushers, as I have with everybody backstage here, they're just the nicest people to work with.
[01:54:58.200 --> 01:55:03.200]  I want to thank my friends at Sandwich. They are shooting this.
[01:55:03.200 --> 01:55:08.200]  If you're watching this on YouTube instead of being in the theater, all of this is thanks to them.
[01:55:08.200 --> 01:55:12.200]  They are also they're good friends, but they are the most remarkable people.
[01:55:12.200 --> 01:55:19.200]  I love them. My friend, Caleb Sexton, my audio editor, audio engineer handles all the sound.
[01:55:19.200 --> 01:55:24.200]  Just absolutely terrific. And last of all, of course, I want to thank all of you for coming here.
[01:55:24.200 --> 01:55:30.200]  Thank you. Thank you.
[01:55:30.200 --> 01:55:37.200]  It's an incredible thrill.
[01:55:37.200 --> 01:55:49.200]  But I have one more question.
[01:55:49.200 --> 01:55:54.200]  I was socializing last night with a little birdie.
[01:55:54.200 --> 01:56:07.200]  Who told me that I'm like like last year in the keynote when when crack product marketers made it seem as though you could shoot basketball 60 feet.
[01:56:07.200 --> 01:56:11.200]  He can. He did. It was real. Sure.
[01:56:11.200 --> 01:56:24.200]  Sure. Jaws. All right. I believe in you, Craig. I was told and refused to believe that that was actually you playing guitar in the keynote.
[01:56:24.200 --> 01:56:43.200]  So now before you answer this, if any of you are at the live remarks, you know, live show that we had in at Apple Park this week, Craig made a big deal out of the fact that marketing makes him dress up in silly clothes and do weird gags.
[01:56:43.200 --> 01:56:58.200]  And he was hoping that wasn't going to happen again this year. And lo and behold, it did. Right. Craig showed up in a really cool outfit and we took advantage of the fact that Craig is a guitar player.
[01:56:58.200 --> 01:57:02.200]  So I sold him out again.
[01:57:02.200 --> 01:57:23.200]  Right. So I'm going to make him do it again. So, John, I may have John and I may have conspired on this and we're going to spring it on Craig right now, but.
[01:57:23.200 --> 01:57:37.200]  Start with this seriously. Start start with this. OK. Now, only I had a guitar.
[01:57:37.200 --> 01:57:41.200]  Oh, and there it is. Here it is.
[01:57:41.200 --> 01:57:49.200]  OK. Craig, do you know what to do with this? I'm not sure, Jaws. Maybe you can instruct me on how to what to do with this.
[01:57:49.200 --> 01:57:57.200]  All right. Well, I'll leave you be here. But once again, marketing wins.
[01:57:57.200 --> 01:58:26.200]  How does this thing work? So is it true, Craig? Did you do that lick in the keynote? I don't know, man.
[01:58:26.200 --> 01:58:53.200]  Thank you very much. Good night.
[01:58:53.200 --> 01:59:12.200]  Thank you. Thank you, guys.
