[00:00.000 --> 00:02.000]  Tough fact to follow
[1:20:32.200 --> 1:20:36.320]  But I thought that was pretty cool. I think that's pretty cool use and in hindsight
[1:20:36.320 --> 1:20:39.320]  It seems pretty obvious that that was gonna come to everything
[1:20:39.320 --> 1:20:44.760]  I feel like I should have been able to predict that because why else is that you know, why should spinning the crown be a no-op?
[1:20:46.280 --> 1:20:49.480]  Yeah, I also had a dummy moment there was like well, of course
[1:20:52.200 --> 1:20:55.880]  Well, I mean they killed it. I think that's a great
[1:20:57.000 --> 1:21:03.160]  Just seeing what you when you're next you I you I when your next counter appointment is a major
[1:21:03.160 --> 1:21:14.840]  Yeah, and not only that there's the tactile field of is it coming soon in that you move the digital crown very little or is it a while where you have to
[1:21:15.400 --> 1:21:16.840]  spin it a bit
[1:21:16.840 --> 1:21:18.840]  You know, I mean there's a
[1:21:19.320 --> 1:21:23.880]  It's like scrolling to the top of the page versus like scrolling a couple of lines up
[1:21:23.880 --> 1:21:28.440]  You have a note in here. It says foreground discouraged background preferred. What does that mean? Oh?
[1:21:28.440 --> 1:21:32.760]  Oh, this is something dress it to me
[1:21:34.360 --> 1:21:36.360]  When we were doing a like a debug
[1:21:37.480 --> 1:21:39.480]  W w dc to
[1:21:40.120 --> 1:21:42.120]  recap
[1:21:43.400 --> 1:21:45.400]  Originally on the phone
[1:21:46.680 --> 1:21:48.680]  You could not do anything in the background
[1:21:51.480 --> 1:21:53.640]  When your app was not on screen you were
[1:21:53.640 --> 1:21:58.040]  Dead to the world you you weren't running you expected to launch quickly and
[1:21:59.000 --> 1:22:04.280]  Get back to what you were doing, but you weren't running and then when you either hit the home button to go to another app
[1:22:04.280 --> 1:22:09.880]  You had like a second or two where the CPU would let you clean up and then once that time was over
[1:22:09.880 --> 1:22:14.120]  You were you're cut off whether you were done cleaning up. Yeah, yeah, yeah exactly
[1:22:14.120 --> 1:22:17.480]  Yeah, the OS is like here you're done and it it
[1:22:17.480 --> 1:22:25.320]  One of the things I love about iOS is that it is not afraid to just kill processes like
[1:22:26.120 --> 1:22:31.960]  It'll tell you you've got to clean up and we'll kill you right? Where is the the classic Unix mindset?
[1:22:31.960 --> 1:22:37.640]  The true Unix mindset is to go to extraordinary lengths to keep all processes running
[1:22:37.640 --> 1:22:47.400]  Like the whole system can be out of RAM and it'll it'll start swapping and going to using the disk and swapping memory out to
[1:22:47.960 --> 1:22:52.600]  To extraordinary lengths to the to the length where it'll really slow everything to a crawl
[1:22:52.760 --> 1:22:58.360]  But technically everything is still running and iOS it'll spend like half an hour trying to figure this out
[1:22:58.360 --> 1:23:00.920]  How to get some swap space for you, but yeah
[1:23:01.640 --> 1:23:05.640]  The Mac does that down if you try running low and disk based bad things will happen
[1:23:05.640 --> 1:23:11.640]  Uh, but iOS. No, they'll just kill you. All right, so I you know
[1:23:11.640 --> 1:23:17.720]  And so you're saying that the or drances observation is that the watch is different where it actually prefers that you do stuff in the background
[1:23:18.760 --> 1:23:24.200]  Well in the it's not that processes are necessarily running in the background, but in that you
[1:23:26.360 --> 1:23:29.000]  Schedule a bunch of complication
[1:23:29.000 --> 1:23:35.240]  Advanced provide them to the API and then go away
[1:23:36.200 --> 1:23:41.320]  Uh, so as you turn in that dial your process is not involved in
[1:23:42.280 --> 1:23:44.280]  Telling the watch what comes next
[1:23:45.240 --> 1:23:49.960]  If you've given it 20 or 50 or 100 events in advance
[1:23:50.840 --> 1:23:52.840]  Um
[1:23:52.840 --> 1:23:57.240]  When the when the time travel dial when the digital crown is is turned
[1:23:57.240 --> 1:23:59.240]  Uh
[1:23:59.880 --> 1:24:01.880]  Your application will never be woken up
[1:24:03.160 --> 1:24:06.200]  All of the information that is required to present that
[1:24:06.920 --> 1:24:13.560]  Uh, your data on screen has already been given to the app and it won't bother you
[1:24:14.360 --> 1:24:18.200]  Um, so in a way it's more like you provide data
[1:24:19.400 --> 1:24:25.560]  And times to the to the watch and it decides what to do with them
[1:24:25.560 --> 1:24:31.000]  Rather than the phone, which originally had a very immediate
[1:24:31.880 --> 1:24:33.880]  Sort of interaction model
[1:24:36.040 --> 1:24:39.640]  Does that make sense? I'm sure Matt can explain it better. Oh, I do think so
[1:24:39.880 --> 1:24:45.800]  I know what you mean though. It's like you're supposed to to keep your complication going you just schedule like and you know
[1:24:46.360 --> 1:24:48.360]  Obviously it could be abused
[1:24:49.800 --> 1:24:51.880]  Well, I mean, so here's the difference is like
[1:24:51.880 --> 1:24:55.880]  you and I try to schedule this show and
[1:24:56.920 --> 1:25:02.760]  You keep asking me like hey if you now hey if you now hey if you now if you know or I'm like look
[1:25:03.000 --> 1:25:05.800]  These are the box of time. I'm not free and this is what I am free
[1:25:06.360 --> 1:25:12.280]  And you can go away and work with that information and work it around your schedule and then come back with like well, okay, here's a
[1:25:14.040 --> 1:25:17.080]  Here's the time it works for both of us. Yeah, right like the
[1:25:17.080 --> 1:25:23.960]  That's kind of what the complications on the watch are doing and that you provide them with a timeline of events and data
[1:25:26.760 --> 1:25:29.800]  Rather than the watch asking you persistently
[1:25:30.520 --> 1:25:36.840]  So you as the application asking the application persistently to provide new information
[1:25:37.960 --> 1:25:44.760]  It asks the application upfront for the list of events and time and there's this new
[1:25:44.760 --> 1:25:47.560]  They call it a high priority notification
[1:25:48.600 --> 1:25:53.400]  Where if it comes into your phone and you mark it as high priority it'll go to the watch right away and
[1:25:54.200 --> 1:25:58.920]  I was thinking that's perfect for something like a sports app like the MLB app with the scores
[1:25:58.920 --> 1:26:02.360]  Like if you say I want to have scores on my watch, you know for the Yankees
[1:26:03.560 --> 1:26:05.640]  It can be it seems to me like it can be really smart
[1:26:05.640 --> 1:26:09.560]  And it knows well the game hasn't even started yet the game doesn't start till seven o'clock at night
[1:26:09.560 --> 1:26:13.240]  So we'll just all you need to know is that there's a game starting at seven o'clock
[1:26:13.240 --> 1:26:17.480]  And then the complication can just say something, you know, 7 o 5 p.m
[1:26:18.120 --> 1:26:20.600]  Miami Marlins, that's who the Yankees are playing tonight
[1:26:21.240 --> 1:26:24.440]  And then once the game starts they can just wait for the
[1:26:25.080 --> 1:26:30.520]  Every time the score changes send a high priority notification and then the watch would be up to date
[1:26:30.840 --> 1:26:35.160]  Pretty much as soon as the notification hits your iPhone and it doesn't need to pull on a regular basis
[1:26:35.160 --> 1:26:41.320]  It can just wait for this, you know for there a you know the watch or the phone app to get those notifications
[1:26:41.320 --> 1:26:43.320]  That'll only happen when the score changes
[1:26:45.000 --> 1:26:47.400]  Right, and so two things here first
[1:26:48.680 --> 1:26:53.240]  notifications no longer need to be entirely presented to the user they can just go to the
[1:26:54.040 --> 1:26:56.040]  right
[1:26:56.040 --> 1:27:01.400]  Second, I love that you think that a Yankees score changes the high priority notification
[1:27:01.640 --> 1:27:02.760]  Well, this is another way
[1:27:02.760 --> 1:27:04.760]  See this is where it pays to be a fan of
[1:27:05.160 --> 1:27:06.040]  Soccer
[1:27:06.040 --> 1:27:08.040]  Because then you only have to get one note
[1:27:08.040 --> 1:27:11.640]  You only have to get one notification per game since they all end 1-0
[1:27:12.920 --> 1:27:14.920]  That's true. Can I give it that
[1:27:16.280 --> 1:27:22.280]  Okay, let's get man. I cloud kid. I cloud web service. That's kind of pretty surprising to me
[1:27:22.280 --> 1:27:25.320]  So the gist of the gist of that seems to be I didn't see the session
[1:27:25.320 --> 1:27:29.720]  But I only saw the highlight of it in that the state of the union
[1:27:30.040 --> 1:27:34.600]  But that now they're going to have a set of APIs so that a web app can use iCloud for
[1:27:34.600 --> 1:27:42.120]  User ID and pretty much get the same data out of it that that the native apps can
[1:27:44.120 --> 1:27:46.600]  Yeah, that is kind of remarkable
[1:27:48.840 --> 1:27:52.760]  Again, I haven't looked into it that much because web stuff is not my forte
[1:27:55.560 --> 1:28:00.600]  It seemed from the slide and what they said that you could use it for authentication
[1:28:00.600 --> 1:28:02.600]  Would you guys a
[1:28:03.720 --> 1:28:06.360]  Cube branch have used it for best bit of login?
[1:28:07.240 --> 1:28:12.200]  I know and I don't probably I mean it would have ruled this I think I'm blowing anything because we kind of
[1:28:13.080 --> 1:28:18.040]  That's if I'm not wrong that came up in like the beta glass note and you considered Twitter and Facebook
[1:28:18.440 --> 1:28:23.960]  Science right and the reason we turn those that cool to say it because how you can say that we thought about it
[1:28:23.960 --> 1:28:26.840]  I don't know if I've talked about this public or not, but there's nothing secret about it
[1:28:26.840 --> 1:28:31.240]  We definitely thought about it because we didn't want to write our own
[1:28:30.920 --> 1:28:37.000]  Authentication system because it's every moment that we spent writing an authentication system was a moment
[1:28:37.000 --> 1:28:39.480]  We weren't writing cool features that were specific to Vesper
[1:28:40.040 --> 1:28:43.960]  But the problem we found when we asked friends and family normal people
[1:28:45.880 --> 1:28:49.720]  And not not like people who are developers and know hey
[1:28:49.720 --> 1:28:54.440]  Yeah, writing your own authentication system is a pain in the ass is that a lot of normal people
[1:28:54.440 --> 1:29:01.000]  Really hate signing in with Twitter or Facebook because like let's say they they just want to use a note tap
[1:29:01.400 --> 1:29:05.000]  And they think and I think reasonably so they think hey
[1:29:05.240 --> 1:29:09.800]  I don't want to use my Facebook because I don't want my Facebook getting messed up with these notes
[1:29:09.880 --> 1:29:14.680]  I don't want Facebook posting something from my notes. I don't want I just want to keep them separate people
[1:29:15.240 --> 1:29:21.080]  Don't really understand where one thing blurs with another, but they they know if they never even sign into this
[1:29:21.080 --> 1:29:25.640]  Notes app with Facebook then they can never get intertwined
[1:29:27.160 --> 1:29:30.920]  And people are just uncomfortable people don't like doing it people like having
[1:29:31.560 --> 1:29:36.120]  I know it sounds like it sounds counterintuitive because everybody knows it's a problem to have
[1:29:36.600 --> 1:29:40.920]  75 different user accounts that you're active using and you have you know
[1:29:40.920 --> 1:29:45.400]  You're supposed to use a different password with each one and so developers think oh
[1:29:45.400 --> 1:29:46.120]  I'll solve this
[1:29:46.120 --> 1:29:51.000]  We'll just use you know Facebook as your login and then you can just use the account you already know
[1:29:51.480 --> 1:29:57.160]  But the truth is that people are uncomfortable with that because they don't want Facebook getting mixed up with these other services
[1:29:58.440 --> 1:30:03.720]  You know what I've never signed in with the Facebook to anything. I still don't have a Facebook account
[1:30:04.920 --> 1:30:11.320]  Yeah, but I know I do just for the sake of like I worry about it when I use Twitter to sign into something else though
[1:30:11.320 --> 1:30:13.800]  Because I've I don't think I've ever gotten burned by this
[1:30:13.800 --> 1:30:17.320]  But I know there are stupid things where you can like sign in with Twitter
[1:30:17.320 --> 1:30:21.160]  And you're not really paying attention and then they automatically tweet to your account
[1:30:21.720 --> 1:30:24.920]  I'm using blah blah blah and you know, there's a oh
[1:30:25.480 --> 1:30:30.920]  John I've had that happen. You know hated it. I took apologize like publicly like oh, it was
[1:30:31.960 --> 1:30:38.680]  I've done it. Yeah, maybe and I think I think and I think the only reason I avoided that was that I was late to it
[1:30:38.680 --> 1:30:43.240]  And I had a bunch of friends who got burned by it and so I knew not yeah. Yeah
[1:30:45.000 --> 1:30:48.520]  But by and large I'd rather sign in with my Twitter account. I mean
[1:30:50.200 --> 1:30:52.920]  I very rarely use Facebook, but in theory
[1:30:53.720 --> 1:30:57.000]  That's got a lot of personal information on me Twitter is
[1:30:57.800 --> 1:31:02.120]  like 99 percent me being a jackass in public
[1:31:02.120 --> 1:31:07.560]  Like I realized that everything I put into Twitter is pretty much gonna be public
[1:31:09.800 --> 1:31:16.360]  DMs I expect to be private, but I mean honestly if that fail that wouldn't be that bad
[1:31:19.960 --> 1:31:25.240]  But if you're app required a Facebook login, I'd probably let me know do it because it's you but
[1:31:25.240 --> 1:31:32.280]  I would be reticent to do it if I know because I have no idea what that would mean. So even as a developer
[1:31:32.280 --> 1:31:37.720]  I don't know I have no idea and I don't know if that can change in the future either, right?
[1:31:37.960 --> 1:31:42.680]  So well anyway, I we might have been a lot more likely to use iCloud than
[1:31:43.240 --> 1:31:46.840]  Anything else and we even thought about ways to use iCloud in a way that you know
[1:31:48.200 --> 1:31:51.640]  Even if we weren't using iCloud for the data just using it as you know
[1:31:51.640 --> 1:31:56.360]  Authentication having a token or something like that and there's ways you could do that. I think having the web service API
[1:31:56.360 --> 1:32:01.320]  It certainly makes it more interesting and more likely that we would have used it or that we might in the future or something like that
[1:32:02.280 --> 1:32:04.280]  Yeah, I think that's a good step
[1:32:05.080 --> 1:32:07.960]  Do you want to just start telling you? Yeah, we can start but let me take a break
[1:32:07.960 --> 1:32:12.520]  I have two more sponsors. Thanks. Let me get I mean knock one out and here's it's our good friends at
[1:32:13.160 --> 1:32:20.360]  Hover they got you know hover hover is yeah, I just I just bought a domain for them three days ago. Well
[1:32:20.360 --> 1:32:22.360]  You could for you
[1:32:24.280 --> 1:32:29.560]  Hover goober sucks. That's the best way to register and manage
[1:32:30.120 --> 1:32:31.720]  Domain names in the world
[1:32:32.040 --> 1:32:35.960]  They take all the hassle and confusion out of registering and managing your domain names
[1:32:36.200 --> 1:32:38.440]  They give you easy use tools to manage them
[1:32:39.240 --> 1:32:44.440]  And you don't need to be like a DNS expert to do it anyone can do it they explain everything
[1:32:44.440 --> 1:32:50.120]  And you'll be really comfortable figuring out yourself their support team is always ready if you need a hand
[1:32:51.400 --> 1:32:54.600]  Takes five minutes from from finding the domain name
[1:32:55.560 --> 1:32:57.320]  Finding, you know, they have tools
[1:32:57.320 --> 1:33:02.400]  So if the one you want is taken they make really smart suggestions about how you can fill it in with you know
[1:33:02.400 --> 1:33:04.600]  Get maybe use a different top-level domain
[1:33:04.840 --> 1:33:09.040]  Maybe tweak the actual domain you're wanting slightly to get one that's available
[1:33:09.040 --> 1:33:15.200]  If you've ever registered domain names somewhere else hover is like the difference between night and day
[1:33:16.000 --> 1:33:21.400]  Most other domain name registrars. It's like going into the bad part of town and you feel like you got to keep your hand on your wallet
[1:33:21.840 --> 1:33:27.680]  You got to look, you know for check boxes where they're automatically upgrading you to stuff. They have to opt out of stuff
[1:33:28.800 --> 1:33:30.800]  They they
[1:33:30.800 --> 1:33:33.680]  Charge you more they seem like they're charging you these great prices
[1:33:33.680 --> 1:33:36.840]  But if you want something like privacy for your personal information
[1:33:36.840 --> 1:33:42.960]  On the domain name registration, you have to pay extra all of that you get that for free with hover
[1:33:42.960 --> 1:33:46.120]  It's all built in and they have the most amazing thing
[1:33:46.520 --> 1:33:51.560]  I still think that still sounds too good to be true, but it's not is they call it valet transfer service
[1:33:51.560 --> 1:33:55.720]  It's free. It's built into the to the price of being a hover customer
[1:33:55.800 --> 1:34:00.520]  So you've got domain names you've already registered from years ago at other
[1:34:01.000 --> 1:34:03.080]  At other registrars you sign up for a hover
[1:34:03.080 --> 1:34:08.680]  You see for yourself that yes, this is the place. This is the best place for domain names that I've seen
[1:34:08.680 --> 1:34:13.360]  You think I wish all my old domains were here. Well use their free valet transfer service
[1:34:13.360 --> 1:34:17.920]  You get in contact with them you give them the information to go to your old registrars wherever you have the domains
[1:34:18.680 --> 1:34:25.040]  And they go and move them all to hover for you. They just go through all the hassles and
[1:34:26.040 --> 1:34:30.200]  As our friend Merlin man has said in his reads for hover on on shows
[1:34:30.200 --> 1:34:36.640]  A lot of these other registrars. They purposefully make it pretty hard to to move your domains
[1:34:37.160 --> 1:34:39.760]  It's sort of like calling up to cancel your cable service
[1:34:40.160 --> 1:34:44.640]  They don't they and hover knows all the tricks. They know everything they need to do to get that working
[1:34:45.360 --> 1:34:53.680]  So great interface great management tools great tools for registering no domains and free valet transfer service
[1:34:54.000 --> 1:34:55.480]  What more do you need to hear?
[1:34:55.480 --> 1:35:00.800]  Here's the deal. They have a special code just for listeners of the show. You get 10% off
[1:35:01.560 --> 1:35:06.640]  Your first purchase go to hover.com. Here's the code now. They do a per episode
[1:35:07.160 --> 1:35:10.960]  codes so they're code for today's show this show is
[1:35:11.800 --> 1:35:16.440]  El Capitan all one word close it up no space. El Capitan and
[1:35:17.320 --> 1:35:22.960]  They'll know you came from this episode of the show and you'll save money doing it. So my thanks to hover
[1:35:22.960 --> 1:35:24.960]  Great sponsor
[1:35:26.520 --> 1:35:28.520]  Yeah, that's a good also
[1:35:29.080 --> 1:35:34.720]  Please use that code because that means that they'll know that you like me more than Phil Shiller
[1:35:35.960 --> 1:35:40.040]  And that'll mean a lot. Oh man. What else do we have to tear through here?
[1:35:40.840 --> 1:35:47.400]  Swifties with two we got it. We got man. We like halfway down this right. So they say yes with two I
[1:35:49.080 --> 1:35:51.000]  Don't know do you want to set the stage for this one?
[1:35:51.000 --> 1:35:52.360]  I
[1:35:52.360 --> 1:35:58.400]  Think Swift is doing great. I think the fact that it's as popular as it is one year in is fantastic
[1:35:58.400 --> 1:36:04.040]  But almost nobody is using it yet. That's like their main language. It's just it's not reason
[1:36:04.040 --> 1:36:11.320]  Yeah, it's not it's not that's not a failure. It's just it's the side effect of Apple releasing it as early as they did to get feedback
[1:36:13.240 --> 1:36:17.080]  I agree. I think if Apple were a different company. This would be
[1:36:17.080 --> 1:36:24.840]  at the what they're now calling Swift 1.0 would have been Swift 0.X and Swift 2 would have been Swift 1.0
[1:36:26.200 --> 1:36:30.960]  Because I really think the difference but the difference is is that what you know this year Swift
[1:36:31.080 --> 1:36:34.560]  They're calling it 2.0 call it the real 1.0 if you want to is
[1:36:35.840 --> 1:36:40.440]  informed by a year's worth of feedback from actual developers and
[1:36:40.440 --> 1:36:46.640]  Yes, I mean when Swift 1 came or when Swift first came out. There were some bananas stuff there
[1:36:47.360 --> 1:36:54.200]  You could mutate arrays in ways that would make no sense according to the to what you would expect from Swift
[1:36:55.080 --> 1:36:57.080]  Like if you copied a
[1:36:57.720 --> 1:37:05.840]  B into array a and then changed something in a ring in array b. It would also be changed inside array a
[1:37:05.840 --> 1:37:07.840]  uh
[1:37:09.120 --> 1:37:11.120]  Probably lost like
[1:37:11.120 --> 1:37:16.560]  20 million of your if you listen in there, but basically it would be like if you know
[1:37:19.360 --> 1:37:23.760]  Spooky action at a distance like you would you would you would change one thing in one place
[1:37:23.760 --> 1:37:29.280]  And it would affect something in some other place and that makes it really hard to reason about how programs work
[1:37:30.000 --> 1:37:33.120]  they fix that they've been improving the syntax and
[1:37:33.120 --> 1:37:39.280]  With 2.0. I really think that they've kind of turned a corner and I think it's definitely worth
[1:37:40.240 --> 1:37:42.240]  considering
[1:37:42.240 --> 1:37:49.040]  Adocting for new code. Yeah, the big one a big addition. This isn't this isn't something they had to like revisit
[1:37:49.040 --> 1:37:51.680]  It's something that they really didn't even talk about until
[1:37:53.280 --> 1:37:55.600]  Until now is error handling
[1:37:55.600 --> 1:38:03.360]  Right and it looks good to me. I mean, but my perspective on this is certainly a layman's perspective at this point
[1:38:03.360 --> 1:38:05.360]  But it looks good to me
[1:38:05.520 --> 1:38:08.560]  In terms, you know, it's what are they calling it try catch it's
[1:38:10.160 --> 1:38:16.560]  Well, yeah, it's do try and then branch but and you know what you being too humble
[1:38:17.200 --> 1:38:19.680]  Playgrounds have marked down. It's pretty cool
[1:38:20.560 --> 1:38:22.480]  Yeah, good on you man. Yes. Yeah
[1:38:22.480 --> 1:38:26.320]  No, I know you're laughing, but no, it's I'm blown away by that
[1:38:26.320 --> 1:38:32.320]  I never really thought that anything I wrote would would make it into apples developer tools. Oh, I'm sure not if you could
[1:38:32.880 --> 1:38:34.880]  No, definitely not
[1:38:34.880 --> 1:38:39.520]  Oh god, but the ideas are which is yeah, well, that's bad the ideas were the best part
[1:38:40.560 --> 1:38:44.960]  Yeah, so error handling you create a block and then you
[1:38:47.520 --> 1:38:49.520]  API's they can
[1:38:49.520 --> 1:38:56.000]  They've kindly it through that that can return an error was throw an error in in swift
[1:38:57.200 --> 1:38:59.200]  language
[1:39:00.080 --> 1:39:06.080]  You you put try and find them and then you can basically catch those errors and and process them accordingly
[1:39:09.120 --> 1:39:14.080]  I'm trying to come up with a with a way to describe this, but it's almost like if every
[1:39:14.960 --> 1:39:17.440]  Every time you tried something if something went wrong
[1:39:17.440 --> 1:39:19.440]  you would
[1:39:20.960 --> 1:39:24.640]  Not follow the rest of the steps in the recipe instead you would just go to
[1:39:25.680 --> 1:39:32.080]  The the the case where you clean everything up and you you wiped out the kitchen and you just say like no it didn't work
[1:39:33.040 --> 1:39:35.920]  So they've made kind of a pretty nice way. I think
[1:39:36.720 --> 1:39:39.760]  Handling yeah, and some of them and I think I forget
[1:39:39.760 --> 1:39:42.240]  I'm stealing this from somebody when we were out there last week
[1:39:42.240 --> 1:39:47.680]  But somebody when we were I don't know hanging out at drinking in the park 55 or something somebody mentioned that
[1:39:48.160 --> 1:39:51.520]  Some of this stuff is not really for the compiler
[1:39:51.840 --> 1:39:56.720]  Some of it is like the syntax is really for the programmer to know hey
[1:39:57.360 --> 1:40:01.040]  You know LLVM can figure out could could figure out some of this without the syntax
[1:40:01.040 --> 1:40:06.800]  But the syntax is there so that when you're reading the code you the programmer are like oh this could throw an error
[1:40:06.800 --> 1:40:13.440]  I totally agree. I might not get to the next line like it's it's you know
[1:40:13.440 --> 1:40:17.200]  Here's this method called to open the document
[1:40:17.760 --> 1:40:23.040]  I might not get to the next line because I I can see right here that this might throw an error and the error
[1:40:23.040 --> 1:40:25.520]  Might be well the document isn't even there anymore or something
[1:40:25.520 --> 1:40:30.080]  You know you don't even know but it's gonna you know the flow is gonna change and then here's where it's gonna go
[1:40:30.080 --> 1:40:32.960]  If it throws an error and I can see where my you know
[1:40:32.960 --> 1:40:36.400]  You know, you know, what are the what do I do if something unexpected happens?
[1:40:38.000 --> 1:40:40.000]  Exactly
[1:40:40.640 --> 1:40:43.600]  Let's take you up open document example
[1:40:44.960 --> 1:40:47.200]  The compiler knows it opened document
[1:40:48.080 --> 1:40:50.080]  may
[1:40:50.080 --> 1:40:52.080]  Return with an error may throw an error
[1:40:52.720 --> 1:40:55.920]  You don't need to put try in front of it to appease the compiler
[1:40:56.720 --> 1:40:58.720]  you could just say open document and
[1:40:58.720 --> 1:41:04.480]  The compiler would be totally happy being like oh that failed so I'm gonna go down here, but by
[1:41:05.520 --> 1:41:07.680]  Requiring the use of the keyword try
[1:41:08.880 --> 1:41:10.560]  You are
[1:41:10.560 --> 1:41:15.200]  forcing the programmer to reason about the way that the code flow may change
[1:41:17.760 --> 1:41:19.760]  so
[1:41:21.040 --> 1:41:25.120]  A lot I do one of the things it concerns me about Swift is that
[1:41:25.120 --> 1:41:33.200]  There's a lot of ornamentation decoration that is in order to appease the compiler or to present the compiler with better
[1:41:34.000 --> 1:41:35.520]  options
[1:41:35.520 --> 1:41:39.280]  In order to produce faster code rather than
[1:41:40.480 --> 1:41:42.480]  Preferring more readable code
[1:41:43.920 --> 1:41:47.920]  That said this this try construct. I think
[1:41:47.920 --> 1:41:55.920]  It favors the favors the programmer and more so favors the person that comes back and tries to understand that code
[1:41:56.160 --> 1:42:01.520]  Right, maybe you didn't write it in a first place or for me personally
[1:42:01.520 --> 1:42:05.600]  I need any code I've ever written six months later. It might as well have been written by somebody else
[1:42:06.400 --> 1:42:08.560]  Yeah, well, you wrote a letter that yeah, so
[1:42:09.360 --> 1:42:14.960]  That's awful. Well, that's what comments are for it. That's that to me is where yeah, and you know to be fair
[1:42:14.960 --> 1:42:18.080]  You've you've I've seen some of it and you've commented very well
[1:42:18.080 --> 1:42:20.880]  That's to me as the secret to to me the secret to programming
[1:42:21.280 --> 1:42:27.520]  Was to when I when the breakthrough for me was to realize that comments aren't for other people comments are for yourself in a few months
[1:42:28.000 --> 1:42:33.200]  Yeah, yeah, explain to my future self exactly what the hell you were thinking when you wrote this right
[1:42:33.360 --> 1:42:37.920]  Yeah, the Zen of programming is realized that you're not that smart just you know
[1:42:38.720 --> 1:42:42.000]  Realize that you're the dummy that you're looking down on right now and just
[1:42:42.000 --> 1:42:45.600]  Become comfortable. All right metal on the Mac
[1:42:47.120 --> 1:42:49.120]  Metal on the Mac
[1:42:49.120 --> 1:42:49.920]  Very cool
[1:42:49.920 --> 1:42:53.520]  So metal was introduced last year on iOS
[1:42:54.400 --> 1:42:56.400]  It had the advantage that
[1:42:57.760 --> 1:43:02.160]  The GPU and CPU were integrated on the same chip, and they shared the same memory
[1:43:03.200 --> 1:43:08.080]  On the Mac. That's not the case like the Mac Pro has a distinct
[1:43:08.080 --> 1:43:14.960]  Discrete graphics cards it here. I'm not gonna forget the partner, but
[1:43:17.280 --> 1:43:24.320]  Some Mac pros have that too. They've got the integrated graphics and then they can like wrap up to having discrete GPUs kick in
[1:43:25.520 --> 1:43:30.560]  So metal on the Mac brings a very low level approach of graphics programming
[1:43:32.880 --> 1:43:34.880]  From iOS
[1:43:34.880 --> 1:43:36.880]  to the Mac
[1:43:36.880 --> 1:43:41.840]  Direct X12 has been doing this ATI's mantle
[1:43:44.160 --> 1:43:48.960]  API has been doing this I think in the time in the picture
[1:43:48.960 --> 1:43:50.320]  I feel like there's a couple of factors
[1:43:50.320 --> 1:43:54.160]  I think one of them is that Apple it they're their custom silicon teams
[1:43:54.320 --> 1:44:00.880]  You know call it all you know Bob Man's felt stuff, but they're doing amazing graphic stuff on iOS on the Mac
[1:44:00.960 --> 1:44:04.720]  They're still doing you know, they're using ATI and what Nvidia
[1:44:04.720 --> 1:44:12.000]  Graphics cards that could shift at some point right they could start doing their own graphics chips for the Mac
[1:44:12.800 --> 1:44:14.800]  Maybe but
[1:44:14.800 --> 1:44:16.800]  Laying the ground
[1:44:16.800 --> 1:44:23.520]  Yeah, laying the groundwork now with metal would make that sort of transition a couple of years from now a lot easier
[1:44:23.760 --> 1:44:30.160]  If in a couple of years all anything graphic intensive of Mac is assumed to be written to metal
[1:44:30.160 --> 1:44:34.000]  So there's a hardware angle here
[1:44:36.400 --> 1:44:38.400]  All right, I could be wrong
[1:44:38.400 --> 1:44:42.240]  No, you know, I'm off and wrong. I'm over my head on this the other
[1:44:43.120 --> 1:44:45.120]  The other thing and I
[1:44:45.120 --> 1:44:50.000]  I made the mistake last week be right, but here's the thing with OpenGL it runs on everything
[1:44:51.760 --> 1:44:57.840]  OpenGL ran on OS 2 Windows 16 Windows 32 SGI
[1:44:57.840 --> 1:44:59.840]  I
[1:45:00.160 --> 1:45:01.200]  It's
[1:45:01.200 --> 1:45:05.760]  OpenGL if you want that kind of cross platform thing OpenGL's we do it
[1:45:07.680 --> 1:45:09.680]  interfaces like metal
[1:45:09.680 --> 1:45:11.920]  Metal and directives 12 are
[1:45:13.920 --> 1:45:18.640]  A new way of reasoning by the GPU originally the GPU used to be about
[1:45:20.400 --> 1:45:24.880]  You would submit some triangles you would set some state in order to you know
[1:45:24.880 --> 1:45:30.320]  Like this is the color you're going to draw this is the texture you're going to map onto these triangles
[1:45:31.200 --> 1:45:33.200]  And then you would put them on the screen
[1:45:35.120 --> 1:45:38.320]  These days the GPU has got so fast and so
[1:45:40.800 --> 1:45:48.640]  Capable of just tearing through huge amounts of data that the best way to address it is not in this piecemeal fashion
[1:45:49.040 --> 1:45:52.000]  But rather to basically write out a command stream
[1:45:52.000 --> 1:45:54.480]  and a command stream is
[1:45:57.440 --> 1:46:04.080]  I'm sure maybe the more technical people in your audience will disagree with me, but it's effectively a program
[1:46:04.800 --> 1:46:10.320]  There's no loops or if statements, but it's like it's it's a recipe of how to draw a scene
[1:46:10.720 --> 1:46:15.680]  And you feed that to the GPU and then the GPU will just tear through it and then produce the output
[1:46:16.240 --> 1:46:21.280]  And the interesting thing is that stuff like OpenGL
[1:46:21.280 --> 1:46:23.280]  was targeted at
[1:46:24.160 --> 1:46:30.160]  Rendering 3D scenes. It's you know, GL is graphics language. It's the open graphics language
[1:46:31.360 --> 1:46:34.320]  Tract X 3D similarly all about that
[1:46:36.400 --> 1:46:38.400]  Metal
[1:46:38.720 --> 1:46:42.720]  Is about leveraging the capabilities of this off-board
[1:46:43.520 --> 1:46:45.520]  Superparallel
[1:46:46.400 --> 1:46:48.400]  Compute device
