[00:00.000 --> 00:00.840]  What time you got?
[2:23:35.080 --> 2:23:41.160]  got a team and you have, uh, collaborate, you're not happy with the way you guys are collaborating,
[2:23:41.160 --> 2:23:48.760]  check out igloo. It is really, really good stuff. My thanks to them. Um, so last but not least,
[2:23:48.760 --> 2:23:55.960]  big week for Microsoft. Yeah, definitely. So they had a big event in up in Redmond. Uh,
[2:23:56.840 --> 2:24:00.760]  I guess it was sensibly just for Windows 10, but Windows 10 was really just part of it.
[2:24:00.760 --> 2:24:07.640]  Well, I think that's, I mean, that's, it's a shame, I think, because, uh, everyone is talking
[2:24:07.640 --> 2:24:12.840]  about this project, whole lens and no one is talking about what the event was supposed to be
[2:24:12.840 --> 2:24:17.160]  about, which is one problematic. And two, it's particularly problematic because I thought the,
[2:24:17.160 --> 2:24:20.280]  the, the part that the event was actually about was actually pretty compelling.
[2:24:21.480 --> 2:24:25.880]  Yeah, I thought so too. I watched live, uh, and catch the whole thing, but I watched most of it.
[2:24:25.880 --> 2:24:29.480]  I watched close to two hours of it. I forget I missed a little bit at the beginning of the
[2:24:29.480 --> 2:24:34.920]  Windows 10, but I had the exact same thought. I was like watching the Windows 10 stuff. And I was like,
[2:24:34.920 --> 2:24:40.520]  I'm pretty impressed. This is pretty intriguing. I like where they're going with this one operating
[2:24:40.520 --> 2:24:45.880]  system thing. And, you know, the demos were good. And they even was funny because Microsoft,
[2:24:45.880 --> 2:24:51.560]  I think is notorious for having demos fail during the awards. And, and they promised, look,
[2:24:51.560 --> 2:24:55.560]  this stuff is all early. There's going to be a lot of bugs in these demos. And I thought every demo
[2:24:55.560 --> 2:24:59.480]  was seamless, which was funny because they warned that they were going to be buggy and they weren't.
[2:25:00.200 --> 2:25:04.280]  And then I thought it was wrapped up. I was like, that was a hell of an event. And then it just
[2:25:04.280 --> 2:25:09.240]  kept going. And I was like, wow, I can't believe they're mixing these things together. And on the
[2:25:09.240 --> 2:25:12.680]  other hand, I see how somebody else would say, well, doesn't Apple do the same thing where they
[2:25:12.680 --> 2:25:18.520]  announced these two phones and their big deal and, you know, you know, flagship products of the
[2:25:18.520 --> 2:25:24.520]  company. And then at the same event, they did Apple pay an Apple watch, you know, and released the
[2:25:24.520 --> 2:25:29.160]  preview of this device, which isn't coming out yet, which is exactly, you know, the HoloLens isn't
[2:25:29.160 --> 2:25:36.360]  coming out yet. But there's something about it to me was, it was less well-proportioned in Microsoft
[2:25:36.360 --> 2:25:42.120]  event where HoloLens distracted heavily from every. Well, it's funny, we last time I was on, we
[2:25:42.120 --> 2:25:47.560]  talked about the fact that the iPhone never kind of got it stay in the sun. Yeah, well, I think,
[2:25:47.560 --> 2:25:51.720]  I think, well, here's the, in broad terms, I think one factor of that is that the iPhone 6 and
[2:25:51.720 --> 2:25:56.600]  iPhone 6 Plus, I think, by all accounts, and it's next week where we're going to get Apple's
[2:25:56.600 --> 2:26:01.640]  quarterly finances, and everybody is expecting to be gangbusters. And I think they're going to exceed
[2:26:01.640 --> 2:26:07.480]  expectations. I think so too, all the evidence we can see and that the cues we can get, you know,
[2:26:07.480 --> 2:26:11.800]  is that, you know, everything everybody thought is true, that they were selling well in US,
[2:26:11.800 --> 2:26:17.000]  they're selling in particularly well in Asian markets where larger size. There's, there's
[2:26:17.000 --> 2:26:22.440]  still weights for the, for the, for the large one. And the other thing too is you're seeing,
[2:26:22.440 --> 2:26:26.920]  especially in Asian markets, where like, we're at the map, we were talking about like the proportion
[2:26:26.920 --> 2:26:34.120]  of the 6 to the 6 Plus, that proportion is changing as the 6 Plus gets supply. So I think which
[2:26:34.120 --> 2:26:39.000]  means that the, the average selling price is going to be higher. Like, yeah, it's going to be crazy.
[2:26:39.640 --> 2:26:45.160]  A lot higher because it's $100 higher at each pricing tier and it's $100 higher at the starting
[2:26:45.160 --> 2:26:51.320]  price. So anything about demand, anything that shows positive demand for the 6 Plus in particular
[2:26:51.320 --> 2:26:58.760]  is huge for Apple in terms of average selling price. I honestly wouldn't be surprised if
[2:26:59.560 --> 2:27:04.520]  average selling price year over year is significantly higher, which I don't think it's ever
[2:27:04.520 --> 2:27:08.440]  happened before. I think it's always gone down. It always, it always pops on the launch quarter
[2:27:08.440 --> 2:27:13.240]  because, because well, that's why I'm saying you're over here. Yeah, exactly. No, I agree. I agree.
[2:27:13.240 --> 2:27:19.640]  Right. It's, you know, and Apple has held average selling prices high compared to the rest of
[2:27:19.640 --> 2:27:24.680]  the smartphone industry, you know, obviously, you know, that's extraordinary. They're exception
[2:27:24.680 --> 2:27:30.680]  in that regard. But it still has slowly trickle down since the original iPhone. You know, in a way
[2:27:30.680 --> 2:27:34.920]  that's not worrisome for the company, it's probably actually been a positive sign that they've
[2:27:34.920 --> 2:27:39.240]  kept them as high as they had and kept the trickle low. But I think there's a serious chance
[2:27:39.240 --> 2:27:43.160]  that the existence of the 6 Plus will actually raise the average selling price year over
[2:27:43.160 --> 2:27:47.720]  year. How, only the launch. I fully expect that to be the case. I agree. And like you said,
[2:27:47.720 --> 2:27:51.400]  I do think, I think they're still supply constraint on them. I think that they're selling them,
[2:27:51.400 --> 2:27:55.480]  they're, they, they, you know, they can't make them fast enough to meet demand yet.
[2:27:57.800 --> 2:28:03.320]  But the story of the two phones, again, they're super important. I think they're super successful
[2:28:03.320 --> 2:28:09.160]  like profoundly successful. Maybe that maybe the most successful launch year of iPhone to date,
[2:28:09.160 --> 2:28:15.320]  not just in fact, of record breaking numbers, but just exceeding expectations. But they weren't,
[2:28:15.320 --> 2:28:20.120]  they weren't hard to explain. They were, they, you know, it was like that. It's like, it's like the
[2:28:20.120 --> 2:28:26.360]  iPhone, but it's bigger. Yeah. And, you know, and what was, you know, what did Shiller demonstrate?
[2:28:26.360 --> 2:28:29.640]  Well, he talked about, you know, a lot of the photography stuff that they've done that's new,
[2:28:29.640 --> 2:28:33.320]  you know, it's a better camera than it was before, not really that hard to explain. It's a better
[2:28:33.320 --> 2:28:39.240]  camera than ever. And their bigger phones and their thin and they get amazing battery life. And
[2:28:39.240 --> 2:28:45.240]  that's it. I mean, it was not a hard thing to explain because it's truly just an iteration over
[2:28:45.240 --> 2:28:51.240]  what they've done before. And they made it bigger. Whereas Windows 10 compared to everything else is,
[2:28:52.840 --> 2:28:58.520]  it demanded a story. It's a new thing. This, this whole strategy of one OS that runs on everything
[2:28:58.520 --> 2:29:06.360]  from phones to small tablets to big tablets to hybrids to desktops is all new. And the way that
[2:29:06.360 --> 2:29:13.560]  there sort of have this one OS, but different interfaces that are suited to the different size
[2:29:13.560 --> 2:29:20.600]  devices, demanded demos and attention. And, you know, is it store, it's the whole story of
[2:29:20.600 --> 2:29:26.200]  Microsoft for the rest of the year. And it's a lot to, I think, brush that aside with the,
[2:29:26.200 --> 2:29:34.120]  you know, a prototype, finest guide thing, no matter how cool it is. It's not, it's even more
[2:29:34.120 --> 2:29:44.120]  profound than that. Like Microsoft like the, you, they can't take for granted Windows on the PC.
[2:29:45.000 --> 2:29:52.600]  Like it, it is under real threat, I believe, not just from the Mac, which is growing remarkably,
[2:29:52.600 --> 2:29:59.720]  but also from Chromebooks. Like the fact of the matter is like I, I, I'm on record, I sing and
[2:30:00.760 --> 2:30:05.080]  maybe not have learned on an Apple podcast, but or a, you're not an Apple podcast, you're a,
[2:30:05.080 --> 2:30:11.800]  all things excellent podcast. But like, yeah, that's why Chromebook doesn't, or the pixel does.
[2:30:13.000 --> 2:30:17.400]  But no, most people would be exceptionally well served by having an iPhone and a Chromebook.
[2:30:17.400 --> 2:30:25.720]  And, and a lot of windows, especially in the consumer market is arguably due to inertia.
[2:30:25.720 --> 2:30:30.760]  But when it comes to the enterprise space, like the enterprise and businesses, that's the core
[2:30:30.760 --> 2:30:36.440]  Microsoft, I mean, you think that consumers hated Windows eight or that reviewers hated Windows
[2:30:36.440 --> 2:30:42.040]  eight or that M. G. Seagler hated Windows eight. Like the enterprise hated Windows eight times
[2:30:42.040 --> 2:30:47.160]  100 because it, I mean, there was, there was, there under the surface, there's a lot of good
[2:30:47.160 --> 2:30:52.040]  support on those eight for, for administering and security and all that sort of stuff. But the last
[2:30:52.040 --> 2:30:55.640]  thing any sort of administrator wants to deal with is having to teach people how to use their
[2:30:55.640 --> 2:31:01.560]  computer, right? Like that, that's, that's, that's, that's awful. And that's what Windows eight
[2:31:01.560 --> 2:31:07.160]  kind of brought them. And so Microsoft like, there's nothing more important to Windows.
[2:31:08.360 --> 2:31:10.680]  I don't think it's more important to Microsoft because I don't think Windows should be the most
[2:31:10.680 --> 2:31:15.400]  important we can do that later. But there's nothing more important to Windows than like laying out
[2:31:15.400 --> 2:31:22.520]  like, we've come to our senses, like this is, you can depend on us. We're sorry about that. This is
[2:31:22.520 --> 2:31:27.400]  something you can see and believe in. And that message needs to get out and it needs to be pushed
[2:31:27.400 --> 2:31:30.680]  out. Do you think it's, do you think it's fair? Do you think it's fair to describe it as stop the
[2:31:30.680 --> 2:31:37.320]  bleeding for absolutely? I mean, what, what a great one was stop the bleeding arguably. But that was
[2:31:37.320 --> 2:31:43.000]  more of a, like, a battle field, like, like, what's the thing where you wrap around your arm and
[2:31:43.000 --> 2:31:47.400]  like it, it, it stanches the, like the blood flow. Yeah, yeah. Yeah. I know what you mean.
[2:31:49.560 --> 2:31:53.240]  I don't turn, turn, turn, turn it, turn it, turn it, turn it, turn it, turn it,
[2:31:53.240 --> 2:31:58.520]  turn it, we're demonstrating our bad pronunciation. Yeah, turn it, yeah, I agree. And this is
[2:31:58.520 --> 2:32:02.040]  their way of saying, look, here's something that's new that we've been working on and that it's
[2:32:02.040 --> 2:32:06.680]  different and that we're proud to say we think you're going to like it. You know, here's us saying,
[2:32:06.680 --> 2:32:10.360]  here's our vision for the future and we think it goes along with what you want to hear from us.
[2:32:11.880 --> 2:32:15.960]  Now, I totally agree with that. I even went with the Chromebook front. My familiar with Chromebooks
[2:32:15.960 --> 2:32:19.560]  is through my son and they have a lot of them. And it's most of the computing devices that at
[2:32:19.560 --> 2:32:24.600]  a school that he gets a user Chromebooks. I mean, there's a mix. There's some MacBooks there too,
[2:32:24.600 --> 2:32:28.440]  but they don't get the touch and much and there's some iPads, but it's mostly when the kids do
[2:32:28.440 --> 2:32:33.240]  stuff on the computer. It's on Chromebooks. And it's interesting to me because he complains about
[2:32:33.240 --> 2:32:38.120]  them. And it's not, again, I've said this before many times. It's if anything, he likes to tweak
[2:32:38.120 --> 2:32:43.880]  me, not please me. So he's not like pro Apple because his dad writes about Apple. If anything,
[2:32:43.880 --> 2:32:49.240]  he would love to complain about Apple just to get under my skin. He complains about the Chromebooks
[2:32:49.240 --> 2:32:54.040]  because he just says their pieces of junk. I think there's there's all Samsungs, you know, just
[2:32:54.040 --> 2:32:57.800]  flimsy that he complains about the keys. And he says all his friends do too. They all complain,
[2:32:57.800 --> 2:33:02.440]  they all want them replaced with MacBooks. And I thought it was interesting though, then a couple
[2:33:02.440 --> 2:33:08.840]  weeks ago, he said they had a big thing where they all got called together and like the lower
[2:33:08.840 --> 2:33:12.840]  school or middle school, I guess he's in middle school now, the middle school principal called him
[2:33:12.840 --> 2:33:18.120]  together and that one of the other fifth grade classes trashed a bunch of the Chromebooks like,
[2:33:18.120 --> 2:33:23.960]  you know, just way that fifth grade boys, probably the boys, let's face it. And I was like,
[2:33:23.960 --> 2:33:27.320]  and I said to him, I said, you know what, that's why they make you guys piece of crap Chromebooks
[2:33:27.320 --> 2:33:31.480]  instead of MacBooks because you guys are rough with them, you know, you don't treat them like you
[2:33:31.480 --> 2:33:36.680]  would your own, you treat them like, you know, the old property. But it made me think just in large
[2:33:36.680 --> 2:33:44.040]  some, it's there's a market for computers that an institution chooses for you for other reasons
[2:33:44.040 --> 2:33:49.000]  and that may not be what you would want to use yourself. And that Microsoft owned that market,
[2:33:49.000 --> 2:33:54.680]  owned it 100%. They had like 100% of that market of stuff that an institution of any kind,
[2:33:54.680 --> 2:33:59.640]  whether it's a business, a corporation like a fortune 500 or a middle school or something like that.
[2:33:59.640 --> 2:34:06.200]  And Chromebooks are absolutely eating in that. And it informs everything else because,
[2:34:06.920 --> 2:34:11.000]  you know, what do they do on a Chromebook? What they certainly don't use Microsoft Word, right?
[2:34:11.000 --> 2:34:16.120]  I mean, when they're typing stuff, it's in Google Docs, you know, and so everything that
[2:34:16.120 --> 2:34:21.640]  falls out of that of them not buying, if they're going to buy kids a bunch of piece of crap
[2:34:21.640 --> 2:34:27.240]  notebooks that can be used as beaters, them being Chromebooks instead of being Windows machines
[2:34:27.240 --> 2:34:32.760]  has all sorts of repercussions other than just the licensing fee for Windows that they're not
[2:34:32.760 --> 2:34:36.600]  getting off the sale. Yeah, well, they don't get used to office. I mean, the reality is most
[2:34:36.600 --> 2:34:43.320]  people don't need office, but once you're used to it, you're used to it. And that's super powerful.
[2:34:43.320 --> 2:34:50.440]  And yeah, and Microsoft should take it for granted. It's just one, you know, schools is just
[2:34:50.440 --> 2:34:53.400]  one. But I know, but you know, there's no doubt in my mind, though, it's the Chromebooks are a
[2:34:53.400 --> 2:34:59.240]  huge thing in education. No, no, no, no, no, I mean, the numbers reflect that. Yeah, the
[2:34:59.240 --> 2:35:04.200]  Chromebook thing's frustrating because like, I actually genuinely like using it, like if your stuff
[2:35:04.200 --> 2:35:09.720]  is, is actually all in the cloud, it's, it's, it's a delight to use in the way, like an iPad
[2:35:09.720 --> 2:35:15.080]  is leftful to use in that like, there's just no, there's no cruft, right? There's no dealing with
[2:35:15.080 --> 2:35:21.640]  updates or like stuff popping up or like, you know, like when you deal with OS 10 or Windows or
[2:35:21.640 --> 2:35:26.040]  anything, there's just so much stuff that came before that's still hanging around for various
[2:35:26.040 --> 2:35:32.280]  reasons. Whereas with a Chromebook, it's, it's just so it's an appliance. It's, you turn it on and
[2:35:32.280 --> 2:35:36.360]  you type stuff in it and then you put it away. And I, that's why I like it. I don't like because
[2:35:36.360 --> 2:35:41.560]  it's cheap. I like it because it's so simple. And that's why I love the pixel because the pixel,
[2:35:41.560 --> 2:35:47.800]  like I'm paying for phenomenal hardware. Like the pixel is like, I can't, I can't speak high
[2:35:47.800 --> 2:35:53.720]  enough of it. The keyboard trackpad screen, all Apple quality, if I put the keyboard above Apple
[2:35:53.720 --> 2:35:59.320]  actually. Um, and, but the problem is, is most of it by Chromebooks because they're cheap. So
[2:35:59.320 --> 2:36:05.880]  there's no market for it. Uh, which is, which makes me very sad. Yeah, I wonder how many pixels
[2:36:05.880 --> 2:36:10.120]  there's probably not very money. I bet that's another one that's sold in this. I, I'm tempted to
[2:36:10.120 --> 2:36:15.320]  pull a, uh, you in the Apple extended keyboard, like I want to buy up a couple of them. So I could keep,
[2:36:15.320 --> 2:36:21.080]  I write like my daily updates, you know, which are more referential to current events and like,
[2:36:21.080 --> 2:36:25.000]  I'm winking a lot. I'll do those, I'll, I most of my, those are my Mac and multiple screens,
[2:36:25.000 --> 2:36:30.200]  stuff like that. But like my big articles where they're more like for lack of a better word,
[2:36:30.200 --> 2:36:35.400]  like thought pieces or like like where I'm trying to articulate an argument, I almost always
[2:36:35.400 --> 2:36:39.400]  write that on those are almost all around the pixel. And just because I love the environment,
[2:36:39.400 --> 2:36:43.720]  right? There's nothing else going on. And it's a great typing environment in the screen,
[2:36:43.720 --> 2:36:49.880]  gorgeous screen. And like you can just like get lost in your document. And, um, so I still,
[2:36:49.880 --> 2:36:56.360]  I still use it like at least weekly, if not more. Yeah. I don't, well, I don't think it's any coincidence
[2:36:56.360 --> 2:37:01.800]  that I mean, there's that whole rise of, you know, like single window, window user mode and text editors
[2:37:01.800 --> 2:37:07.240]  that are, you know, like, uh, by word and other ones that are meant to be distraction-free and run,
[2:37:07.240 --> 2:37:13.560]  you know, as a single window. Um, but I think in general, no matter what app you use, even if you
[2:37:13.560 --> 2:37:21.480]  don't use a single window user mode or any kind of thing that's designed to be distraction-free,
[2:37:21.480 --> 2:37:29.000]  writing on a laptop is just inherently more distraction-free than writing at a desktop with a big
[2:37:29.000 --> 2:37:32.840]  window, you know, where you can see much. Yeah, totally. It just feels more focused. There's
[2:37:32.840 --> 2:37:37.800]  no, and there's no question. You just hear from people who write anything, you know, from novelist
[2:37:37.800 --> 2:37:45.160]  to journalists, you know, the biggest form to the quickest and shortest form, uh, you know,
[2:37:45.160 --> 2:37:50.280]  they just live and die by there. Yeah, totally, totally. So the thing with Windows though is, um,
[2:37:51.640 --> 2:37:56.120]  what, what, what I was most impressed by was actually at the very, very beginning, the part that
[2:37:56.120 --> 2:38:06.040]  you missed, um, where, um, they basically articulated the idea that, uh, windows needed to be, or
[2:38:06.040 --> 2:38:11.080]  needed to be personal. And it, it wasn't about the device. It was about the person, the person
[2:38:11.080 --> 2:38:16.120]  should be able to go from device to device, like they're moving to where there's more devices
[2:38:16.120 --> 2:38:20.920]  than people. And, and if you think about it, Microsoft has always been about the PC and that,
[2:38:20.920 --> 2:38:24.200]  that, that's how their business model's been based on, that's how their product development's
[2:38:24.200 --> 2:38:31.560]  been based on like everything's been based on the device. And, but the world today is, you have to
[2:38:31.560 --> 2:38:36.520]  focus on the person. And so you have to have that, and this was the apples doing too with continuity
[2:38:36.520 --> 2:38:41.720]  odds sort of stuff is you need to have the seamless experience. It's no longer enough to think about
[2:38:41.720 --> 2:38:47.560]  just OS 10, like, I love John Syracuse's conclusion to Yosemite. He really took it as well. Like,
[2:38:47.560 --> 2:38:53.560]  it's not that Apple is now developing disparate operating systems or developing one system
[2:38:54.200 --> 2:38:59.880]  with various manifestations that need to work together and, and go across from wrist to,
[2:38:59.880 --> 2:39:05.880]  to, to laptop, to desktop, to phone, to, to tablet. And Microsoft articulate this as well. And
[2:39:05.880 --> 2:39:12.200]  it's a bigger deal for Microsoft because Apple sells, sells the actual hardware. So this new
[2:39:12.200 --> 2:39:15.880]  world fits their business model. It's actually even better for Apple because they can sell that
[2:39:15.880 --> 2:39:22.360]  many more devices. For Microsoft, this is a big shift because it entails a change in everything
[2:39:22.360 --> 2:39:26.680]  that they do in the way their companies put together in the way they make money. And to hear them
[2:39:26.680 --> 2:39:35.960]  articulated so clearly and succinctly was really encouraging. And I guess my, my only complaint with
[2:39:35.960 --> 2:39:42.200]  the first part of the, of the, of the presentation, the part that we both liked was the only problem
[2:39:42.200 --> 2:39:49.400]  with it was that all the demos were, were a PC and a Windows phone or, or Windows tablet. And
[2:39:49.400 --> 2:39:54.600]  that's just not the reality. The reality is people, they needed to demo, I think, a Windows PC
[2:39:54.600 --> 2:39:58.920]  with an iPhone or with an Android phone because that's, that's their customer. And I, I just think
[2:39:58.920 --> 2:40:04.440]  they needed to double down on the PC and, and instead they kind of distracted with this thing. And
[2:40:04.440 --> 2:40:08.520]  then you had Nadella getting up and talking about, we love Windows or want people to love Windows,
[2:40:09.400 --> 2:40:11.480]  it's just kind of went off the rails.
[2:40:12.760 --> 2:40:17.160]  That's a hard sell though to have them demo with iPhone. And, and I know that, you know, part of it,
[2:40:17.160 --> 2:40:20.760]  part of Microsoft certainly is more open to that. I mean, you know, if you go back to last year in
[2:40:20.760 --> 2:40:25.000]  the build conference where they had, you know, me and Brent Simmons and Dave Whiskus come out and,
[2:40:25.000 --> 2:40:33.000]  you know, featured in a product video for them because Vesper uses the Windows live server stuff,
[2:40:34.120 --> 2:40:41.480]  Azure. And, and, and that's all very true, but it's a hard sell in a Windows 10 focused event,
[2:40:41.480 --> 2:40:46.760]  you know, but it is interesting. And I do think that in general sense that they, you know, it's just,
[2:40:46.760 --> 2:40:51.480]  you know, in an Apple like way that they can only do so much year over year, but that they're iterating.
[2:40:51.480 --> 2:40:56.600]  And I feel like they're going in a very similar way where like you said with Syracuse's conclusion
[2:40:56.600 --> 2:41:02.440]  of the Yosemite review that it's sort of one system with different interfaces for the different devices.
[2:41:04.280 --> 2:41:08.360]  And I kind of feel like they missed that with Windows 8 where they kind of shipped everything with
[2:41:08.360 --> 2:41:15.000]  this touch interface, whether it was a touch device or not. And it was really mostly, you know,
[2:41:15.000 --> 2:41:20.360]  I don't know that just the overall tiled interface just really did not work well, I think on
[2:41:21.160 --> 2:41:26.440]  laptops and certainly not on desktops. And it was really just sort of a tablet slash phone interface.
[2:41:26.440 --> 2:41:31.000]  But now they've got, you know, it's, it's more, it's really, you know, really is the same
[2:41:31.000 --> 2:41:35.320]  Windows 10. Like the whole thing with apps, I think is fascinating. And it shows how they're doing it
[2:41:35.320 --> 2:41:41.560]  like a higher level than Apple where there's not a desktop Windows app store or not going to be
[2:41:41.560 --> 2:41:46.760]  for Windows 10 and a phone one. Like if you get a Twitter app, it could be the same app,
[2:41:46.760 --> 2:41:51.560]  and it runs on your phone, it runs on your tablet, it runs on your PC, but has very different
[2:41:51.560 --> 2:41:56.200]  interfaces. Like when you're using it on your PC, it won't be like you're running an iPhone app on
[2:41:56.200 --> 2:42:00.360]  your phone. No, exactly it. I mean, I think, I mean, Marco had a, had a kind of a discourse on on
[2:42:01.160 --> 2:42:05.480]  HTTP a few weeks ago about what, you know, what is he going to build overcast for the Mac.
[2:42:05.480 --> 2:42:10.120]  And in the Microsoft vision, that wouldn't really be the decision. He would already have it,
[2:42:10.120 --> 2:42:16.360]  he'd have to design a new interface, but like he, right, it's a big step for him to write a Mac app,
[2:42:16.360 --> 2:42:19.880]  there wouldn't be the case, that wouldn't be the case for Windows.
[2:42:21.400 --> 2:42:27.640]  Yeah, and it's like I said earlier with Instagram where in today's iOS world, if you do the stuff
[2:42:27.640 --> 2:42:31.960]  that's necessary to support the, you know, the iPhone 5s size, the iPhone 6 size,
[2:42:31.960 --> 2:42:38.520]  iPhone 6 plus size, going to the iPad is just a fourth size. And, you know, that's sort of what
[2:42:38.520 --> 2:42:42.440]  they're doing with the Windows stuff. And this isn't brand new. I mean, that was a big part
[2:42:42.440 --> 2:42:47.400]  of the message that build last May was the way that you can build these universal apps that would
[2:42:47.400 --> 2:42:56.600]  run across a incredible, you know, from TVs to phones with interfaces specific to those devices,
[2:42:56.600 --> 2:43:01.480]  you know, that you can have the same app. You could get it from the app store. And on the phone,
[2:43:01.480 --> 2:43:06.680]  clearly, it's a touch space device where it's all based on touching the glass. And on your TV,
[2:43:06.680 --> 2:43:11.160]  it's all based on using a remote control to go up down left. The thing is though, and this is the
[2:43:11.160 --> 2:43:17.320]  thing for Microsoft, and it's both like the, the, the problem and the opportunity is the,
[2:43:18.200 --> 2:43:25.480]  this idea of moving from device to device. It's actually not, it's not that much about the
[2:43:25.480 --> 2:43:31.720]  operating system. Because all the, if you think about it, like, it's all, it's all about the cloud,
[2:43:31.720 --> 2:43:37.240]  like, if, and it's not, it's not just about the cloud, it's about a whole bunch of clouds. So
[2:43:37.240 --> 2:43:41.880]  my Facebook is, is the same everywhere because it's all on Facebook's cloud. My Twitter is the
[2:43:41.880 --> 2:43:46.920]  same everywhere. My email's the same, like a lot of the services we already have are already in
[2:43:46.920 --> 2:43:53.880]  sync across devices because they're inherently kind of cloud based. And, and that's, I mean, that's,
[2:43:53.880 --> 2:44:02.280]  that's, and so to almost like to, I mean, he's the word to over index on, on the operating system
[2:44:02.280 --> 2:44:07.800]  being consistent is, if you think about it less important than having that kind of service layer,
[2:44:07.800 --> 2:44:12.520]  that that's the part that is actually consistent. The cloud is consistent across all these devices.
[2:44:12.520 --> 2:44:19.400]  And oh, by the way, that's Microsoft is doing really great stuff in the cloud. And, and I do think
[2:44:19.400 --> 2:44:24.200]  that no delegates this, there's a clear part of Microsoft that gets this. And I think is still an
[2:44:24.200 --> 2:44:34.280]  opportunity to, the glue can still be better even on iOS on Android. And, and I think Microsoft is
[2:44:34.280 --> 2:44:39.000]  making strong moves in that area. And I don't know, I mean, yes, it would have been a radical move,
[2:44:39.000 --> 2:44:45.000]  but I would have loved to like how powerful would have been to have Microsoft just fully embrace the,
[2:44:45.000 --> 2:44:50.920]  we are the best PC operating system, screw the max, screw the Chromebook. I mean, obviously we
[2:44:50.920 --> 2:44:57.160]  can disagree or you can disagree. But like, that's a fair position for them to take. And we,
[2:44:57.160 --> 2:45:02.040]  with our cloud, we work well with whatever device you bring, you know, along with it.
[2:45:03.880 --> 2:45:09.480]  Right, especially with Windows phone, but whatever, you know, whatever you're using, it'll work
[2:45:09.480 --> 2:45:15.160]  great with it. Yeah, I just, I get Microsoft saying like we like, if you use all Windows, it'll be
[2:45:15.160 --> 2:45:19.800]  the best because it is true. I mean, if you, if you get everything from one company, you're
[2:45:19.800 --> 2:45:24.680]  likely to get a better experience. But the promise is just not, it's just not reality. And I just,
[2:45:24.680 --> 2:45:30.040]  I don't know, I'm a big fan of, I mean, it goes back to the Amazon thing. Like, you can live,
[2:45:31.320 --> 2:45:35.720]  do you want to go with what's best for you or what is like the way that customers actually live
[2:45:35.720 --> 2:45:41.640]  their lives? Yeah. So I feel like the event should have, I feel like the Surface Hub, which is
[2:45:41.640 --> 2:45:53.320]  their big 84 inch 4K TV touchscreen, uh, whiteboard, meeting dingus. I feel like that, that would
[2:45:53.320 --> 2:45:58.440]  have been a good way to end it. Right? Cause that fits that. And it wasn't distracting from the
[2:45:58.440 --> 2:46:04.120]  earlier message. To me, it emphasized the earlier message, which is that Windows 10 runs on everything
[2:46:04.120 --> 2:46:08.920]  from this, hold up a phone, right? And even a big Lumia phone, even a big five and a half inch
[2:46:08.920 --> 2:46:14.760]  phone is tiny compared to a giant 84 inch TV. Uh, and I think it was a cool surprise because the
[2:46:14.760 --> 2:46:20.040]  TV had been right there showing slides the whole presentation, you know, that this thing that
[2:46:20.040 --> 2:46:24.360]  they were announcing, which was a surprise was right there in front of everybody. And it's
[2:46:24.360 --> 2:46:28.440]  super compelling to the enterprise market and like, which is, which is the part, the market that
[2:46:28.440 --> 2:46:34.200]  they really needed to share. Right. And it's, you know, here's, here's, here's any, you know,
[2:46:34.200 --> 2:46:38.760]  here's one thing where Microsoft can get out in front and, you know, Apple doesn't sell anything
[2:46:38.760 --> 2:46:42.600]  like this. Google doesn't have anything like this. Nobody has anything like this, right? This is a
[2:46:42.600 --> 2:46:48.920]  product that's not really like anything else. And like you said, there's a clear, you can easily
[2:46:48.920 --> 2:46:54.280]  see how there's a lot of people at this week who are saying, Hey, we could use that, right? We could
[2:46:54.280 --> 2:47:00.600]  use that. That would be good for us, whether it's the whiteboard part or the meeting part or both,
[2:47:00.600 --> 2:47:05.960]  you know, it's, it's, it's, it's not like you have to jump through hoops to find a reason to,
[2:47:05.960 --> 2:47:10.920]  to that you might want to buy it. And then end it right there because I think that the hollow
[2:47:10.920 --> 2:47:14.920]  lens stuff, not that they shouldn't have done it. I just save it for build, right? Why not do that
[2:47:14.920 --> 2:47:19.720]  it build and have a cool fun thing, you know, maybe they've got something else for build too,
[2:47:19.720 --> 2:47:24.680]  but I don't know, save that for build and let the Windows 10 event breathe for itself.
[2:47:24.680 --> 2:47:30.760]  I, I think it's a tricky, it's a tricky comp. It's a tricky thing being one of those big companies
[2:47:30.760 --> 2:47:34.600]  where you've got a lot of stuff coming out throughout the year. How many events do you break them
[2:47:34.600 --> 2:47:40.360]  into, you know, how much do you shoehorn into one keynote? Um, but I think they made a mistake
[2:47:40.360 --> 2:47:44.440]  by doing hollow. Well, how about, uh, announcing hollow ends when it's, it's going to ship in
[2:47:44.440 --> 2:47:51.640]  a month or it's going to ship in two months? Yeah, I don't know. And it also makes me a little
[2:47:51.640 --> 2:47:56.440]  skeptical like, and the people who got to play with it all raved about the experience. And so
[2:47:56.440 --> 2:48:03.160]  it doesn't seem like there's any kind of, it's a real thing. Yeah. Yeah, it's, it's, you know,
[2:48:03.160 --> 2:48:07.320]  it's real technology. And then every, I didn't see a single person who tried it who didn't give
[2:48:07.320 --> 2:48:14.280]  it a very positive response, but it's clearly prototype hardware, you know, that the,
