[00:00.000 --> 00:04.400]  No, seriously, do you do you do you wear polarized sunglasses? I have sunglasses
[01:16:51.520 --> 01:16:56.160]  Maybe can't afford a iphone 5c or probably can't afford an iphone c let's face
[01:16:56.240 --> 01:17:02.080]  it doesn't mean that there aren't millions and millions of people in china who can because there's
[01:17:02.720 --> 01:17:04.720]  You know billions of people in china
[01:17:05.120 --> 01:17:07.840]  the other thing they did in the spring was add
[01:17:07.840 --> 01:17:10.480]  An eight gigabyte iphone 5c. Yeah
[01:17:11.200 --> 01:17:13.200]  That's a little weird. I kind of
[01:17:13.200 --> 01:17:16.400]  Wonder if that had anything to you know, if that had much to do with it boy
[01:17:16.400 --> 01:17:22.640]  I just can't believe I can't believe that the difference from apple's perspective between eight and 16 gigabytes is
[01:17:23.120 --> 01:17:25.120]  So is enough to warrant that
[01:17:25.920 --> 01:17:27.920]  It just seems miserly
[01:17:27.920 --> 01:17:30.000]  Yeah to give eight. Yeah
[01:17:30.960 --> 01:17:35.680]  Because it's you know and and you know and put a camera in it that can shoot high-def video and stuff
[01:17:35.680 --> 01:17:42.720]  It's like wow, that's it just seems miserly. I mean, I was looking I was looking at amazon had a sale on kindle fire
[01:17:43.280 --> 01:17:45.760]  last week and I was looking at them and
[01:17:46.320 --> 01:17:48.320]  it's like the price difference between the
[01:17:48.320 --> 01:17:52.560]  I think there was an eight gigabyte and a 16 gigabyte and the price difference between the two was like twenty dollars
[01:17:52.880 --> 01:17:58.880]  And even then you got to figure that's just just be you know, the cost difference can't I bet it's less than 20 bucks
[01:17:58.880 --> 01:18:04.160]  But that yeah, you can't how can you price them five dollars apart or whatever? Yeah
[01:18:04.160 --> 01:18:06.800]  You know, and I know ram is the same way and that's another
[01:18:07.680 --> 01:18:14.400]  John, syracuse a frequent complaint that apple always short changes the devices on ram, you know that the five
[01:18:16.160 --> 01:18:19.600]  I think we still only I don't know whatever we have we all wish we had more
[01:18:20.000 --> 01:18:24.240]  I think we only have one gigabyte of ram and the current I think that's that sounds right. Um
[01:18:25.920 --> 01:18:26.960]  And
[01:18:26.960 --> 01:18:32.880]  It that it it comes back to bite apple in the long run at the tail end like when somebody was
[01:18:32.880 --> 01:18:40.640]  Full-end like when somebody with a 4s upgrades to ios 7 and it feels like their phone is running slower
[01:18:40.640 --> 01:18:47.760]  Like the number one thing apple could do that would make that better. I you know, he thinks and I I agree would be if
[01:18:48.640 --> 01:18:50.080]  if they had
[01:18:50.080 --> 01:18:54.640]  Doubled the ram all along like if every single iphone had shipped maybe
[01:18:54.960 --> 01:18:59.840]  Excuse the first generation one because you know, it was a crazy. I can't believe they built this thing
[01:18:59.840 --> 01:19:03.280]  But if like the last few years of iphones had had more like if they had
[01:19:03.760 --> 01:19:10.720]  gone to a gigabyte in the years when they had 512 megabytes and if these ones now that have a gigabyte had two gigabytes
[01:19:11.600 --> 01:19:14.400]  It would I think it would give them a lot more headroom
[01:19:15.280 --> 01:19:20.560]  Down the road for like the last supported ios update they're going to give yeah
[01:19:21.120 --> 01:19:25.360]  Because it's sort of a no-win situation for them where if they cut them off earlier everybody like wow
[01:19:25.360 --> 01:19:28.160]  I just bought this phone two years ago and I already don't get the software update
[01:19:28.160 --> 01:19:33.920]  but then they get the software update and if it makes their phone feel slower because they don't have enough ram because it's optimized for the
[01:19:34.640 --> 01:19:36.640]  the brand new you know
[01:19:36.960 --> 01:19:42.160]  The you know, the first priority is to make it awesome on the top of the line iphone, which has more ram
[01:19:42.960 --> 01:19:44.960]  Then they get they get bitten
[01:19:44.960 --> 01:19:51.200]  I know you you get a limited edition limited edition like 256 gigabyte iphone
[01:19:52.640 --> 01:19:54.640]  But my wife and I both have the 16
[01:19:54.640 --> 01:20:00.960]  And we've been eking by on 16. So when I first when I got the first iphone, we both had four gigabyte iphones
[01:20:01.920 --> 01:20:04.880]  We were you know speaking of limited editions. Yeah
[01:20:05.760 --> 01:20:10.400]  That was a real limited limited edition phone and and I used that for two years
[01:20:11.120 --> 01:20:13.120]  And towards the end it got really painful
[01:20:13.920 --> 01:20:18.240]  And i'm at the same place now with 16 gigabytes and I was just like I can't
[01:20:19.120 --> 01:20:21.120]  I can't do it anymore and I don't know
[01:20:21.120 --> 01:20:24.720]  I just it seems it seems like at some point they I mean they got to jump up
[01:20:25.520 --> 01:20:29.520]  I could I could I think I own is 32. I could definitely get by with 32
[01:20:30.240 --> 01:20:36.560]  Uh, i'd have to I don't think I am right now. I think if I if I check I think my it's it's somewhere in the 40s
[01:20:37.520 --> 01:20:40.560]  My iphone is filled up to somewhere around 40 gigs. So i'm using
[01:20:41.360 --> 01:20:45.680]  Upwards, you know towards the 64, but I could there's a whole bunch of crap. I could delete I think yeah
[01:20:45.680 --> 01:20:53.200]  Well, that's how and that's I had a 32 gig 3gs and it was just like you know, I never can never even came close
[01:20:53.920 --> 01:20:56.320]  Particularly during that time period and I felt like I was you know
[01:20:56.320 --> 01:20:59.280]  I was like loading it up with movies and stuff and I was never watching them and I thought well
[01:20:59.280 --> 01:21:02.480]  Why am I why am I doing this? So I kept getting 16
[01:21:03.280 --> 01:21:07.680]  Gig phones after that and and now I finally got to the point where like, okay now I can't even get stuff on there
[01:21:07.680 --> 01:21:11.040]  You know have this all the stuff that I want that I really need on there
[01:21:11.040 --> 01:21:15.520]  I will I will point out before I take a final break for our third sponsor. I will point out
[01:21:16.240 --> 01:21:23.120]  The the obvious tension between the fact that half an hour ago. We were singing praises of apple's 39 profit margins
[01:21:24.000 --> 01:21:30.160]  Right, and now we're telling them that they should double they should double the ramens and flash storage
[01:21:30.960 --> 01:21:33.200]  In every single model across the board
[01:21:34.240 --> 01:21:37.920]  You know somewhere at apple there's somebody who's listening podcasting
[01:21:37.920 --> 01:21:43.440]  Somebody is listening podcasting some somebody is sitting there listening and smiling and saying yes
[01:21:44.480 --> 01:21:46.480]  You cannot have it both ways
[01:21:46.800 --> 01:21:50.640]  Um, yeah podcasting makes it easy. Just give everybody double the ram
[01:21:51.680 --> 01:21:54.240]  Double the ram. It's only it's 50 million phones
[01:21:55.120 --> 01:21:58.400]  um, you know, that's you know, there's a there is
[01:21:59.680 --> 01:22:03.760]  There is a secret to 39% profit margin, right? Sure, right, right
[01:22:03.760 --> 01:22:10.320]  and I but I feel like like i'm looking at a new like my wife's getting close to needing a new macbook and i'm
[01:22:10.800 --> 01:22:12.800]  Gonna be there probably next year and
[01:22:13.280 --> 01:22:16.320]  And I just can't sanction getting a four gigabyte
[01:22:16.880 --> 01:22:23.360]  Four gigabytes of memory anymore. Oh, no and 128 gig drive. No, I think I I don't know
[01:22:23.440 --> 01:22:28.640]  I yeah, I think it's got to be more than that. Well for me. It's like I gotta go eight 256 and
[01:22:28.640 --> 01:22:33.280]  Boy, I you know, I don't know. It's like modern web pages are just like when you look in
[01:22:34.160 --> 01:22:41.120]  Activity monitor and you see how each tab now it gets to show you how much ram it's using. It's like right. It's crazy
[01:22:41.680 --> 01:22:46.720]  I you know not crazy, but you need more than four gigabytes and it just seems it again
[01:22:46.720 --> 01:22:51.600]  We're getting old four gigabytes of ram sounds like it still sounds to me magical
[01:22:52.240 --> 01:22:55.280]  It's that because it's the magical barrier where you need
[01:22:55.280 --> 01:23:02.240]  64-bit processing for one process to address that much space and I knew about that limit but like, you know
[01:23:02.720 --> 01:23:08.080]  In the 90s or even the 2000s it just seemed like some beautiful shangri-la of the future
[01:23:08.720 --> 01:23:13.760]  When you would have that much ram, you know, sure. Meanwhile, i'm i'm paying for eight megabyte
[01:23:14.560 --> 01:23:16.560]  memory chips with my last dollar
[01:23:18.640 --> 01:23:20.080]  To load up an old
[01:23:20.080 --> 01:23:23.280]  Mac lc with with 16 megabytes of ram
[01:23:23.280 --> 01:23:30.240]  Uh, and it just seems crazy that now we're saying I cannot get by with four gigabytes of ram, but you know
[01:23:30.240 --> 01:23:31.760]  That's how it goes like this
[01:23:31.760 --> 01:23:35.600]  Right some side some point I guess we'll be talking about terabytes of ram
[01:23:36.800 --> 01:23:38.800]  of that our kids
[01:23:39.840 --> 01:23:46.240]  Well, I will say this one last point though about it though, is that yes, that's obviously there's some tension there between the profit margins
[01:23:46.240 --> 01:23:48.240]  and you know
[01:23:48.240 --> 01:23:53.360]  Doubling the ram and flash storage and every single device but on the other hand we do know that
[01:23:53.840 --> 01:23:59.460]  tim cook in particular and apple as an institution is very very fanatical about customer satisfaction
[01:24:00.240 --> 01:24:01.360]  and
[01:24:01.360 --> 01:24:09.120]  Again, i'm just ripping john syracuse off here, but but customer satisfaction is definitely tied to the amount of ram in your device
[01:24:09.660 --> 01:24:10.660]  especially
[01:24:10.660 --> 01:24:12.660]  Uh one or two years down the road
[01:24:12.660 --> 01:24:17.620]  So, you know, it's it's a multi. It's like one of those three-way tugs of war
[01:24:18.500 --> 01:24:25.220]  Like if there's one thing that maybe they would be willing to sacrifice a bit of long-term profit margin just a bit
[01:24:25.700 --> 01:24:27.860]  a bit of long-term profit margin for
[01:24:28.420 --> 01:24:34.040]  customer satisfaction seems like the type of trade-off that they would they would see as worth it because customer satisfaction
[01:24:34.740 --> 01:24:36.740]  Is a long-term investment
[01:24:36.740 --> 01:24:38.740]  I think right
[01:24:38.740 --> 01:24:40.740]  All right. Anyway, so
[01:24:40.740 --> 01:24:44.580]  Okay, right. All right. Anyway, I want to tell you about a brand new sponsor
[01:24:45.540 --> 01:24:48.420]  Um new kids on the block are called square space
[01:24:50.340 --> 01:24:58.740]  Uh square space can you spell that s q it's with a y okay, um, actually according to this they've been around for a while
[01:24:59.300 --> 01:25:00.900]  hmm, um
[01:25:00.900 --> 01:25:02.020]  hmm
[01:25:02.020 --> 01:25:07.400]  Uh seems like something I would have heard of but anyway, it sounds awesome. It's very strange. It is an all-in-one platform
[01:25:07.400 --> 01:25:13.660]  That makes it fast and easy to create your own professional website per for portfolio
[01:25:14.440 --> 01:25:15.640]  and or
[01:25:15.640 --> 01:25:18.280]  online store online store alone
[01:25:19.000 --> 01:25:21.080]  Makes it worth it. Anybody who's ever tried to make
[01:25:21.880 --> 01:25:23.880]  uh
[01:25:23.880 --> 01:25:27.080]  I was going to put a curse word in there, but I probably shouldn't in a sponsor read but
[01:25:29.080 --> 01:25:30.680]  Online store
[01:25:30.680 --> 01:25:37.480]  Uh, it's the biggest pain in the ass you could ever imagine squarespace makes it easy. You get a free trial
[01:25:38.360 --> 01:25:40.360]  and ten percent off
[01:25:40.360 --> 01:25:47.880]  If you visit squarespace.com and enter the offer code jg just my initials jg shortest offer code ever
[01:25:48.440 --> 01:25:49.640]  at checkout
[01:25:49.640 --> 01:25:51.640]  um
[01:25:52.280 --> 01:25:58.680]  What what are the what can I tell you about squarespace beautiful design great templates a whole bunch of them to choose from
[01:25:58.680 --> 01:26:01.320]  Uh, you can just pick a template and use it. You can
[01:26:01.960 --> 01:26:03.400]  Customize it
[01:26:03.400 --> 01:26:04.920]  through drag and drop
[01:26:04.920 --> 01:26:10.920]  Really easy. No, no coding required pick the components you want drag the components. You don't want off
[01:26:12.360 --> 01:26:16.040]  Or if you want to get into the code you can do that, too
[01:26:16.600 --> 01:26:19.560]  So you can get into the code and customize it at that level if you want
[01:26:19.800 --> 01:26:22.120]  If you want to stick to the drag and drop you don't know that stuff
[01:26:22.120 --> 01:26:27.640]  Do it that way. They have 24 7 support. This is a key key feature
[01:26:27.640 --> 01:26:31.320]  I think probably the key feature of squarespace is the great tech support
[01:26:31.960 --> 01:26:38.840]  Live chat and email 24 7 no phone because who wants to talk to somebody on the phone phone is terrible
[01:26:38.840 --> 01:26:43.880]  You can get them 24 7 live chat and email and they've got help
[01:26:44.840 --> 01:26:50.040]  Tech support locations in new york city dublin ireland and portland oregon
[01:26:50.040 --> 01:26:52.040]  So it covers like the whole
[01:26:52.360 --> 01:26:54.360]  western world of
[01:26:54.360 --> 01:26:59.960]  Live tech support 24 7 some poor sap is in there on christmas eve
[01:27:00.840 --> 01:27:03.560]  Waiting for you to build your squarespace site amazing
[01:27:04.520 --> 01:27:08.520]  Plans start at just eight bucks a month eight bucks
[01:27:08.520 --> 01:27:10.280]  I know I talk to you about squarespace all the time
[01:27:10.280 --> 01:27:15.800]  But think about this you get a whole website for eight bucks a month and that includes a free domain name if you sign up
[01:27:15.800 --> 01:27:21.240]  For a year responsive design on all the templates. Everything looks good on the phone. Everything looks good on tablets
[01:27:22.520 --> 01:27:27.980]  And like I said an online store that you can just configure it through drag and drop so go to squarespace.com
[01:27:28.920 --> 01:27:33.820]  They even have a url. I don't know what the difference between the url and the code is but you could go to squarespace.com
[01:27:34.360 --> 01:27:35.560]  slash
[01:27:35.560 --> 01:27:36.520]  Gruber
[01:27:36.520 --> 01:27:38.520]  G-r-u-b-e-r my last name
[01:27:39.240 --> 01:27:43.880]  But use the offer code at the checkout jg and you get 10% off whatever it is you sign up for
[01:27:43.880 --> 01:27:45.880]  So my thanks to them
[01:27:46.520 --> 01:27:54.360]  Uh, what were we talking about, uh, something about ipads iphones. Oh, uh, jamming more ramen for free. Yeah jamming more ramen for free
[01:27:56.840 --> 01:28:03.480]  But it's got to go up sometime and I feel like we're close to an inflection. Yeah. Yeah. Um,
[01:28:04.120 --> 01:28:08.280]  And you can you really can take use of it. I mean, I you know, I hate to say it but the you know
[01:28:08.280 --> 01:28:10.280]  Devices still are everything is always
[01:28:10.280 --> 01:28:16.280]  You know devices still are everything is always ram starved at this level. Oh, yeah
[01:28:16.760 --> 01:28:17.800]  you know and you know
[01:28:17.800 --> 01:28:19.560]  You don't see it as much as you used to but like you
[01:28:19.800 --> 01:28:24.280]  Switch from one app to another and then do another and then you go back to safari and your tabs have to reload
[01:28:24.600 --> 01:28:26.600]  Because safari had to give up its ram
[01:28:27.080 --> 01:28:34.280]  And flushed all the tabs and just remembers the urls and now you know, but you're in the supermarket and you're you get crummy
[01:28:34.280 --> 01:28:40.360]  cellular reception in the dairy aisle and now your tab doesn't reload faster, you know, it happens, you know,
[01:28:41.320 --> 01:28:46.460]  Whereas if you had double the ram your tab would still be there because you loaded it before you went to the supermarket
[01:28:46.840 --> 01:28:52.040]  I do a lot of my reading in the supermarket. Is there something they do in building a supermarket that shields?
[01:28:52.600 --> 01:28:54.600]  Um, like cellular connections
[01:28:54.840 --> 01:28:59.400]  I don't know because it seems like every time I go in the supermarket I get I get a worse connection than almost anywhere else
[01:28:59.400 --> 01:29:03.960]  Yeah, I don't know. Maybe it's those shelves that they use or something like the milk. Yeah
[01:29:04.680 --> 01:29:06.680]  all the liquids
[01:29:06.680 --> 01:29:08.120]  Yeah
[01:29:08.120 --> 01:29:10.120]  absorb absorbing the
[01:29:10.120 --> 01:29:12.120]  signal
[01:29:13.480 --> 01:29:15.480]  Not a scientist
[01:29:19.400 --> 01:29:21.400]  You're not a doctor and I'm not a scientist
[01:29:21.880 --> 01:29:26.120]  You know, there's something I wanted a customer satisfaction thing. I wanted to talk about. Oh, yeah
[01:29:26.120 --> 01:29:31.320]  I mean and he mentions that and I don't know if he said customer sat again this time. Yeah, but
[01:29:31.960 --> 01:29:33.000]  he
[01:29:33.000 --> 01:29:37.160]  They beat that drum throughout that conference call every single quarter. Yeah
[01:29:38.360 --> 01:29:43.320]  Well, I should yeah, and I think that they see it as a way of of
[01:29:44.600 --> 01:29:49.960]  Trying to prove scientifically, you know, however much a customer satisfaction survey can be held up as science
[01:29:49.960 --> 01:29:53.400]  But it's certainly better than just empty words, you know that
[01:29:53.400 --> 01:30:00.360]  People like apple products on average better than other people like competing products from other companies
[01:30:01.160 --> 01:30:03.160]  Right, which is a long-term advantage
[01:30:04.200 --> 01:30:07.720]  It's it's not it's a way of saying we're not in a commodity
[01:30:08.360 --> 01:30:13.800]  You know some a big portion of these markets that were in laptop computers
[01:30:14.680 --> 01:30:16.280]  tablets
[01:30:16.280 --> 01:30:18.600]  Cell phones is a commoditized market
[01:30:18.600 --> 01:30:25.900]  But where we're operating is not a commoditized market and that there's a sizable demand for the non commoditized
[01:30:26.760 --> 01:30:28.760]  You know products at the high end of these markets
[01:30:29.640 --> 01:30:34.520]  Do you see do you have a lot of people who are people you see with kindle fires?
[01:30:35.800 --> 01:30:39.640]  No, I don't see many kindle fires. I don't that might be a seattle area thing
[01:30:40.200 --> 01:30:45.400]  Yeah, and I wonder I always wonder if it's just it's more the area that I live in but I see and I also see just
[01:30:45.400 --> 01:30:47.400]  Like a lot of people buying them
[01:30:47.400 --> 01:30:50.040]  Uh as cheap tablets for their kids
[01:30:51.800 --> 01:30:54.520]  Like they think I think they some some people think well
[01:30:54.520 --> 01:30:58.440]  they think that I should get the cheapest one because it's just for the kid and then they also think that
[01:30:59.080 --> 01:31:03.720]  He's probably just going to drop it and yeah, I don't want him dropping an ipad. Yeah, that's interesting
[01:31:03.800 --> 01:31:09.160]  I wonder how the decline in year over year ipad sales already
[01:31:09.880 --> 01:31:12.120]  I mean already I mean like in the life of the product
[01:31:12.520 --> 01:31:14.120]  I I
[01:31:14.120 --> 01:31:18.120]  I think part of it is that people when they get a tablet if they if they keep using it
[01:31:18.120 --> 01:31:24.440]  They use it a lot longer than they use a cell phone and it's more like laptop in terms of replacement cycle
[01:31:25.000 --> 01:31:27.000]  yeah, I guess so and
[01:31:27.560 --> 01:31:28.760]  and
[01:31:28.760 --> 01:31:31.400]  B maybe you know that it's
[01:31:32.520 --> 01:31:35.640]  This is a case where the ipad has become too expensive
[01:31:36.040 --> 01:31:40.200]  You know that maybe I don't know how many of these I don't know who else is selling a lot of tablets
[01:31:40.200 --> 01:31:45.000]  But you know if if people are buying them like you said like for kids and stuff like that
[01:31:45.560 --> 01:31:50.280]  That's it. You know, it's a great reason to buy a 250 device instead of a 500 device
[01:31:50.520 --> 01:31:54.360]  If you're giving it to a kid who you know, I mean, you know, look at the way
[01:31:54.920 --> 01:31:56.920]  Things like a ds are constructed
[01:31:57.480 --> 01:32:01.080]  Right the the game boys, you know, they're they're made
[01:32:01.800 --> 01:32:05.560]  To be handled by children in ways that ipads are not
[01:32:05.560 --> 01:32:10.840]  And I don't you know, I don't think ipads are particularly fragile for tablets, but they do have a glass screen and they're not
[01:32:11.240 --> 01:32:13.240]  They don't look rugged
[01:32:13.320 --> 01:32:18.920]  Right. So they're just more expensive more expensive to replace right and it's not like ipad sales have collapsed
[01:32:19.080 --> 01:32:21.080]  It's just a drop but you know
[01:32:21.080 --> 01:32:24.760]  It just seems worrisome at a time when I think most of us thought that they'd still be going up
[01:32:25.160 --> 01:32:27.560]  Just because more and more people would be buying their first tablet
[01:32:28.360 --> 01:32:29.560]  Yeah
[01:32:29.560 --> 01:32:33.000]  It's hard. I mean, I you know, I always want to I always want a new one. So
[01:32:33.000 --> 01:32:35.720]  I find it. I find it odd that not everybody else does but
[01:32:36.520 --> 01:32:38.520]  Here's an interesting customer satisfaction
[01:32:39.240 --> 01:32:43.160]  angle and and it's like a long-term thing is that it's
[01:32:45.320 --> 01:32:51.640]  A belief and I I think this applies at a consumer level and at an enterprise level like in time
[01:32:51.640 --> 01:32:54.040]  I don't want to spend a lot of time on that ibm thing but um
[01:32:55.000 --> 01:32:56.280]  that
[01:32:56.280 --> 01:33:02.440]  Apple has long had the knock against it that they charge per too high of prices and that they you know
[01:33:02.440 --> 01:33:07.080]  They're greedy and that they make these obscene profits and they charge too much for everything
[01:33:09.800 --> 01:33:13.800]  And that their stuff is just too expensive right and and some you know
[01:33:13.800 --> 01:33:18.200]  There were some times in the late 90s early 2000s where like, you know pound for pound
[01:33:18.200 --> 01:33:23.560]  Maybe the mac was more, you know, a comparable mac was more expensive than comparable pieces of paper
[01:33:23.560 --> 01:33:30.120]  A comparable mac was more expensive than comparable pc, but especially in the intel mac era, you know
[01:33:30.120 --> 01:33:34.840]  That's that's you know long ago been turned around where like there's been a lot of times where you know to come
[01:33:35.400 --> 01:33:39.800]  To to get the same spec. I remember when the mac pros came out last year the new ones
[01:33:40.280 --> 01:33:42.520]  Um, I guess that was earlier this year. Um
[01:33:43.400 --> 01:33:45.960]  You know people tried to configure the same type of thing from dell
[01:33:46.200 --> 01:33:49.740]  And it wasn't going to come in a cool case like the mac pro and it was way more expensive
[01:33:49.740 --> 01:33:54.780]  right and and laptops too like sure apple's starting laptop price is
[01:33:55.160 --> 01:34:00.700]  899 and you know, there's a lot of companies that sell, you know, 299 399 pc laptops
[01:34:00.700 --> 01:34:05.900]  But to get the same specs it actually would cost more and you'd get a lesser build quality
[01:34:07.340 --> 01:34:08.700]  Not really fair
[01:34:08.700 --> 01:34:12.140]  But people have that belief and I think that when they see little things
[01:34:12.780 --> 01:34:18.380]  They they're viewed through that prism. And here's an example. I was at a family thing a couple weeks ago
[01:34:18.380 --> 01:34:19.740]  and
[01:34:19.740 --> 01:34:21.020]  somebody
[01:34:21.020 --> 01:34:25.020]  It was you know, I outdoors everybody's barbecue and we're drinking beer, you know
[01:34:26.460 --> 01:34:31.820]  And somebody had mentioned and it wasn't in the context of hey, I know you you you write about apple
[01:34:31.900 --> 01:34:37.580]  It was just people were talking about iphones and it had nothing to do with me being present. I was just a fly on the wall
[01:34:39.340 --> 01:34:45.020]  Wasn't you know complain to me about it, but it was somebody a woman who was complaining because
[01:34:45.020 --> 01:34:48.060]  She still had an iphone 4 or 4s
[01:34:48.060 --> 01:34:50.460]  I don't know which one but it had the 30 pin adapter and the thing
[01:34:50.700 --> 01:34:56.540]  but her husband had just gotten a new iphone and his came with lightning and lightning adapter and
[01:34:57.660 --> 01:34:59.260]  She was like, why did they do that?
[01:34:59.260 --> 01:35:04.620]  it's you know, and she and her her perspective was that they did it only to get them to buy a whole bunch of
[01:35:05.020 --> 01:35:07.980]  $29 cables lightning cables and that it was a ripoff
[01:35:09.660 --> 01:35:13.100]  But her annoyance was real in terms of like now like a 7.5
[01:35:13.100 --> 01:35:17.260]  In terms of like now like a single charger in the kitchen doesn't work for both of them
[01:35:18.700 --> 01:35:20.140]  And it's a short-term
[01:35:20.140 --> 01:35:25.180]  Problem. I I just kept my mouth shut. This is one of those things where people wonder people wonder like like
[01:35:25.260 --> 01:35:30.060]  What does john grueber do in that situation? You know what I do. I just pick up my beer and I take a sip
[01:35:30.780 --> 01:35:33.340]  and I keep my mouth shut and I look around and
[01:35:33.980 --> 01:35:38.940]  Make sure that my dad doesn't do something stupid and be like, well, john knows everything about apple
[01:35:38.940 --> 01:35:45.660]  John I you know, i'm like ready to bolt from the chair and maybe go join the wiffleball game or something like that
[01:35:45.660 --> 01:35:51.980]  Like I do not want to get involved. I do know I can explain to you now, you know that it is you know
[01:35:53.500 --> 01:35:58.780]  If they don't do it then we're stuck with 30-pin adapters forever and the 30-pin adapter was actually kind of gross
[01:35:59.340 --> 01:36:03.020]  It was like a weirdly unhappily type port
[01:36:03.900 --> 01:36:06.940]  That's it. Yeah, I mean people complained about that adapter for years
[01:36:06.940 --> 01:36:09.740]  Yeah, but it was weird and it served them well, they replaced it
[01:36:11.500 --> 01:36:18.700]  Right and they replaced it with a port that is much better in every way than 30-pin and much better in every way
[01:36:19.100 --> 01:36:19.960]  than
[01:36:19.960 --> 01:36:21.180]  Micro-usb
[01:36:21.180 --> 01:36:24.860]  It's more sturdy. It works up and down which is amazing
[01:36:25.500 --> 01:36:29.500]  And annoys me even more when I have to deal with usb stuff now
[01:36:32.140 --> 01:36:34.460]  And you know, they can either make a port that's better
[01:36:34.460 --> 01:36:36.860]  or they can never make a new port
[01:36:37.500 --> 01:36:40.300]  And apple's way is to do something better and within a few years
[01:36:40.540 --> 01:36:44.620]  All the phones that are in use and all the ipads that are in use will all be on lightning and nobody will have that
[01:36:44.620 --> 01:36:48.140]  Problem, but I do understand it's annoying but she it you know
[01:36:48.700 --> 01:36:55.420]  Didn't it never even entered into her the discussion it never even occurred to her that the lightning adapter on her husband's phone
[01:36:55.500 --> 01:36:59.980]  Was better was better. That's the thing that she completely clearly did not see
[01:37:00.620 --> 01:37:03.740]  Just completely missed all she could see was that it was totally different
[01:37:03.740 --> 01:37:08.220]  Totally different totally incompatible and therefore obviously a money grab
[01:37:09.260 --> 01:37:11.260]  and the thing that I think
[01:37:11.260 --> 01:37:16.700]  Hurts apple in that regard. I don't think that's even enters apple's mind at all. I think whatever profits
[01:37:16.780 --> 01:37:22.460]  I think they do make nice profits on 29 lightning adapters or 19 whatever they sell them for. Um
[01:37:24.140 --> 01:37:28.060]  But I don't I don't think materially that they they add up to you know
[01:37:28.060 --> 01:37:33.660]  Any significant part of their line item? Yeah, right, but I do think there's a customer satisfaction angle
[01:37:34.300 --> 01:37:40.140]  On there where it makes the experience better, right? Well, but no but that it it hurts
[01:37:40.860 --> 01:37:42.860]  it it
[01:37:42.860 --> 01:37:47.260]  When you use a lightning adapter, it does help your customer satisfaction and I think it you know
[01:37:47.260 --> 01:37:53.500]  If it's the only device you have instead of them using it instead of micro usb is why apple gets better scores
[01:37:53.500 --> 01:37:59.260]  gets better scores, but I do think there's a negative thing where people think they did this just to
[01:38:00.300 --> 01:38:02.300]  Practically steal 29 for me
[01:38:03.180 --> 01:38:05.180]  like I feel like maybe they
[01:38:05.740 --> 01:38:10.860]  they should rethink their pricing policy on things like extra adapters and and
[01:38:12.140 --> 01:38:17.180]  Should destroy their margins further again. I'm giving them advice that it will hurt their profit margins
[01:38:17.180 --> 01:38:25.020]  but I feel like whatever damage it would do to their profit margins to sell things like lightning adapters and
[01:38:25.420 --> 01:38:27.420]  You know
[01:38:27.900 --> 01:38:30.060]  Everything that they sell for 29 dollars or less
[01:38:30.700 --> 01:38:36.540]  All of those things if they you know, really drop the price on a lot of those things and sold them closer to cost
[01:38:37.020 --> 01:38:43.180]  The goodwill would be would be more valuable than whatever it would take to their profit margins is my theory
[01:38:43.180 --> 01:38:49.980]  Now again, there might be some guy at apple with a spreadsheet spreadsheet that says otherwise shaking his head. He's yeah, right, right
[01:38:49.980 --> 01:38:51.980]  I ran the numbers you're wrong
[01:38:52.700 --> 01:38:57.500]  And he doesn't even have an office chair. He just sits on a throne of hundred dollar bills
[01:39:01.900 --> 01:39:08.780]  It's just billion dollars in cash it's that mountain of cash that the joker set fire to in the batman movie
[01:39:08.780 --> 01:39:13.580]  Or batman movie. He's just sitting there up top there counting counting and lightning adapter
[01:39:14.860 --> 01:39:16.860]  one of those green eye shade things on
[01:39:18.460 --> 01:39:21.740]  But I do I think people have this notion that apple is out to
[01:39:22.380 --> 01:39:29.260]  Out to nickel and not nickel and dime yet because it's not quite nickel and diming like I do think people know that that they don't
[01:39:29.740 --> 01:39:30.620]  You don't you know
[01:39:30.620 --> 01:39:31.980]  I think that's part of the reason
[01:39:31.980 --> 01:39:35.740]  People are switching to max is that you don't open your mac and get nag to buy
[01:39:35.740 --> 01:39:39.840]  Antivirus and stuff like that that you open your mac and they don't ask you to buy anything else
[01:39:40.240 --> 01:39:42.480]  so it's not nickel and diming it's it's
[01:39:43.040 --> 01:39:45.040]  something else but that it's
[01:39:45.040 --> 01:39:47.760]  You know that they're they're looking for money, right?
[01:39:48.480 --> 01:39:50.480]  And that this stuff is way too expensive
[01:39:51.920 --> 01:39:56.880]  And I think also it's maybe partly because they know who to blame they know to blame apple whereas in the old days
[01:39:57.520 --> 01:40:02.640]  Uh, it was notorious that every brand of phone had a different custom adapter for power
[01:40:02.640 --> 01:40:05.600]  Yeah, and that if you lost it god almighty or you know
[01:40:05.600 --> 01:40:08.320]  You'd have to go into the Verizon store AT&T or everybody about your phone
[01:40:08.880 --> 01:40:12.320]  And show them your phone and be like I need a model to each model
[01:40:12.320 --> 01:40:16.960]  Yeah, you couldn't just say I got a Nokia you'd be like, here's my here is my phone
[01:40:17.520 --> 01:40:22.800]  You know and they'd be like, oh you need the uh, xl47 8. Yeah, that'll be 50
[01:40:23.680 --> 01:40:25.680]  Yeah, it was they were crazy expensive
