[00:00.000 --> 00:02.000]  Hello there
[01:53:38.320 --> 01:53:40.000]  Well, this is the greatest day of my life
[01:53:40.000 --> 01:53:45.200]  I feel like those guys are doing an algebra problem and have been from the beginning that they've been solving for
[01:53:45.200 --> 01:53:50.960]  What apple considers sort of like optimal battery life and that that if you've noticed over the years with the iphone the battery life
[01:53:50.960 --> 01:53:58.000]  doesn't change very much and obviously the capacity changes a lot and the the energy consumption of the device changes a lot
[01:53:58.320 --> 01:54:02.320]  But in the end what they quote as battery life doesn't change very much
[01:54:02.400 --> 01:54:05.680]  And so it's very clear to me that they're they're solving for that battery life
[01:54:05.680 --> 01:54:12.400]  Like that's what the number we want to hit that's acceptable battery life and people who really use and abuse their phones say it's not enough
[01:54:12.400 --> 01:54:16.480]  It's not enough and i've got to have a backup battery or I got to put it in a case, but apple's like
[01:54:17.120 --> 01:54:19.760]  Decided this is this is what we can fit
[01:54:20.080 --> 01:54:26.080]  Uh as a balance that works for us with these new phones being larger and especially the very large one
[01:54:26.320 --> 01:54:29.920]  That's one of my questions is is this do those battery guys?
[01:54:30.640 --> 01:54:37.520]  Say finally we can do we can we can also address this other issue, which is if you want your iphone to last for two days
[01:54:37.520 --> 01:54:42.000]  Uh, or a day and a half or whatever it is twice what it can now
[01:54:42.720 --> 01:54:44.720]  This model will be able to do that
[01:54:44.800 --> 01:54:47.280]  That's what I and I think that's I don't know if it's going to be twice
[01:54:47.280 --> 01:54:51.600]  But I do think it's going to be something like hey this bigger fun. Maybe they won't tell us how much
[01:54:52.320 --> 01:54:56.160]  This particular number it's not going to be another 10 hour battery, right? Presumably, right?
[01:54:56.720 --> 01:55:00.160]  No, I and I think so. I think the 4.7 inch one will come out with
[01:55:00.160 --> 01:55:06.800]  With iphone as we know it like battery life. They'll solve for that number again, right and the five
[01:55:07.600 --> 01:55:13.440]  Will use the same amount of energy for everything else because I think it's going to have the same cpu same camera
[01:55:14.000 --> 01:55:16.000]  the same everything else
[01:55:16.060 --> 01:55:19.440]  Except this bigger screen, which I also expect to be
[01:55:20.000 --> 01:55:25.040]  Even higher resolution and so I and I I think they can do that and have it only consume
[01:55:25.760 --> 01:55:26.880]  um
[01:55:26.880 --> 01:55:28.880]  Maybe like 20 more power
[01:55:28.880 --> 01:55:32.880]  Maybe 30 more power than the 4.7 inch one's screen
[01:55:33.360 --> 01:55:37.360]  But they're going to have way more than 20 or 30 percent more room for battery
[01:55:37.360 --> 01:55:42.160]  Right because the way more just the volume when you do the math of volume of one of these devices and you add that much
[01:55:42.160 --> 01:55:48.160]  Screen, I mean it doesn't seem like a lot but when the other dimensions are so small you add that extra screen and the volume
[01:55:48.160 --> 01:55:50.160]  Is just vastly larger
[01:55:50.480 --> 01:55:57.280]  Right and so when people have said, you know, like in disputing my projections on the the displays of the two phones
[01:55:57.280 --> 01:55:59.920]  Well, if the one goes 3x the other one has to go 3x
[01:56:01.200 --> 01:56:06.160]  And I think one of the big reasons that it can't because you can find a 3x resolution for the four
[01:56:06.560 --> 01:56:08.320]  That would solve all the other problems
[01:56:08.320 --> 01:56:14.720]  I brought up about the tap target sizes and the scaling factors and showing more content. You can definitely do it. The problem is
[01:56:16.000 --> 01:56:21.280]  That one would take 20 more power and they don't have more room for the battery and have no more
[01:56:21.760 --> 01:56:23.760]  0 percent more room for the battery
[01:56:23.760 --> 01:56:29.920]  And I think they'll maybe they'll get there eventually, you know, just through the way that everything gets more efficient over time
[01:56:31.440 --> 01:56:33.920]  But I feel like right out of the gate side by side
[01:56:34.800 --> 01:56:40.880]  One of the main features of the bigger the 5.5 inch iPhone is going to be amazing battery life
[01:56:41.360 --> 01:56:44.480]  At least amazing by the standards of iPhones as we know them
[01:56:44.480 --> 01:56:49.920]  And so I think that actually is going to create a second class of people who want the 5.5 inch
[01:56:49.920 --> 01:56:54.640]  I agree first class first class is who we said before people who want the bigger screen
[01:56:54.640 --> 01:56:59.200]  Even if they had the same battery life even side by side, they both get 10 hours of battery life
[01:56:59.600 --> 01:57:01.600]  Well a whole bunch of people want the 5.5
[01:57:02.400 --> 01:57:07.920]  But I think the second class is if it gets 18 hours of battery life instead of 10. Yep
[01:57:08.640 --> 01:57:13.520]  There will be people who get it and they'll say damn this thing is big. I don't like this
[01:57:13.520 --> 01:57:14.960]  This is big but wow
[01:57:14.960 --> 01:57:20.720]  I need this battery life because they live on their phones right and they'll be willing to put up with it and that might be
[01:57:21.040 --> 01:57:24.160]  Why they're putting in like a one-handed mode?
[01:57:25.200 --> 01:57:28.160]  right because there's I think there's to me just
[01:57:29.440 --> 01:57:36.960]  You know sucking all these last-minute rumors in that to me makes sense that maybe there's a one-handed mode only on the 5.5 inch phone
[01:57:36.960 --> 01:57:42.240]  I don't think the 4.7 inch phone will need it. I think they're gonna make maybe even if this is all true
[01:57:42.240 --> 01:57:45.680]  They'll even say the 4.7 inch phone doesn't need it and we know it's bigger
[01:57:45.840 --> 01:57:50.080]  We know it's a little harder to use with one hand, but you could definitely still do it the 5.5 inch one
[01:57:50.080 --> 01:57:53.040]  You can't and if that's what you want to do, here's how you do it
[01:57:53.040 --> 01:57:59.200]  But I think the battery life is gonna draw people in who otherwise would never have bought the 5.5 inch one
[01:57:59.680 --> 01:58:02.160]  Yeah, I think I think you're right. I think that's gonna be part of the story
[01:58:02.160 --> 01:58:08.480]  It's like you want more screen you want bigger battery life all these things we have a model for you now here it is and
[01:58:08.480 --> 01:58:11.680]  That may also speak to those that that business scenario of you know
[01:58:11.680 --> 01:58:14.160]  I've got somebody out on the road and I want to set them send them
[01:58:14.640 --> 01:58:19.120]  There with one device and you know and it's got 17 hour battery on top of it
[01:58:19.120 --> 01:58:25.760]  So this is it you take this out in the field you whatever you are cable repairman or yeah, yeah, whoever oil
[01:58:26.320 --> 01:58:31.760]  Industry guy or whatever those you know, those those enterprises exist. So that's another market for it
[01:58:31.760 --> 01:58:36.960]  I agree because otherwise if all that they're selling as well, you know bigger screen, whatever it's less competitive
[01:58:36.960 --> 01:58:45.120]  whatever it's less compelling but you know, there are the battery is one of the very easy bits of math to do and say well
[01:58:45.600 --> 01:58:51.040]  You're gonna have more room for battery and the components are not going to be larger. So, of course, there's going to be more battery
[01:58:51.680 --> 01:58:59.440]  Yeah, I think that that one device angle is a huge part of the the five point whatever inch phone craze
[01:58:59.520 --> 01:59:04.400]  You know that it's for people who don't want to have a tablet and a thing or don't even want to take a notebook
[01:59:04.400 --> 01:59:08.800]  You know a MacBook and a phone with them. They you know, maybe
[01:59:09.280 --> 01:59:13.280]  you know, maybe it's not the only computing device in their life, but maybe it's a
[01:59:14.000 --> 01:59:18.040]  desktop computer somewhere sitting on a desk and a
[01:59:18.960 --> 01:59:24.880]  5.5 inch phone and that's it. And if you're there away from the desk, you know where they can run Photoshop
[01:59:24.880 --> 01:59:30.320]  You know or Xcode or something like that that truly needs still needs like a real Mac
[01:59:30.320 --> 01:59:35.680]  Everything else one device, right? And I think that's exactly what this device is supposed to be
[01:59:35.680 --> 01:59:40.480]  I mean, it's great if you're somebody like like us who's got an iPhone and an iPad and a laptop
[01:59:40.960 --> 01:59:46.480]  But I do talk to people who who say I'm not gonna have a tablet and a phone, right?
[01:59:46.800 --> 01:59:49.600]  Especially since the tablet isn't isn't subsidized
[01:59:49.600 --> 01:59:56.560]  So they've got an iPad but it's an iPad 2 and they don't know when they're gonna replace it and all but they get a new phone every other year
[01:59:56.560 --> 02:00:05.440]  Right. So for them, this is a better deal potentially if it can can fulfill what they would use a tablet for
[02:00:06.720 --> 02:00:11.520]  Enough for them to get by without needing the tablet and it could it's possible
[02:00:11.520 --> 02:00:12.400]  Yeah, yeah
[02:00:12.400 --> 02:00:16.800]  and I think it you know in terms of any kind of skepticism because ah
[02:00:16.800 --> 02:00:24.720]  But this what you guys are trying to tell me that Apple's gonna make it easier for someone to not buy both an iPhone and an iPad
[02:00:24.720 --> 02:00:30.400]  That doesn't make any sense. Of course, they want them there, you know, their capitalist company
[02:00:31.360 --> 02:00:36.800]  I think it just gets back to that whole lack of fear of cannibalization in Apple where
[02:00:37.360 --> 02:00:42.800]  As long as you're talking about not buying a second Apple product, but you're still buying an Apple product
[02:00:43.280 --> 02:00:44.640]  we your
[02:00:44.640 --> 02:00:50.240]  Double thumbs up from Tim Cook to you as opposed to somebody who's buying a Samsung
[02:00:50.240 --> 02:00:57.340]  Galaxy, whatever that's five point five inches because that's when it's a problem when it's not an Apple device
[02:00:57.340 --> 02:01:00.300]  I also think there's the confidence in knowing that this this is a niche
[02:01:01.700 --> 02:01:07.580]  Market, this is this is not the mainstream that they're gonna sell more of the smaller phones and they're gonna sell more iPads
[02:01:08.100 --> 02:01:09.020]  Then you know
[02:01:09.020 --> 02:01:11.020]  They're not gonna that the most common
[02:01:11.300 --> 02:01:15.820]  Scenario is not gonna be everybody stops buying iPads and small iPhones and buys a giant iPhone
[02:01:15.820 --> 02:01:20.780]  They know they know that's not gonna happen. And so this audience is not being served by them right now
[02:01:20.780 --> 02:01:26.860]  We're not being served well by them, right? And I think that they have confidence knowing, you know from decades
[02:01:26.980 --> 02:01:29.580]  You know multiple decades of the Mac
[02:01:30.020 --> 02:01:35.340]  That a wide range of form factors and price ranges is just fine
[02:01:35.340 --> 02:01:42.020]  Yeah, and doesn't necessarily cannibalize anything, you know that the fact that there is an eight hundred and ninety nine dollar MacBook Air
[02:01:42.100 --> 02:01:44.100]  Which is an excellent computer
[02:01:44.100 --> 02:01:46.100]  it doesn't mean that the
[02:01:46.780 --> 02:01:48.460]  27-inch iMac is going away
[02:01:48.460 --> 02:01:48.940]  well
[02:01:48.940 --> 02:01:54.220]  and actually it's something that brings up to is I don't know what they're gonna name these things but I
[02:01:54.660 --> 02:01:58.980]  I've started to think of the iPhone and think of it a little bit like the
[02:01:59.340 --> 02:02:05.780]  The Mac which is I'm not entirely sure that they won't just say these are the iPhone 6 or whatever and that there's a big
[02:02:05.780 --> 02:02:10.380]  One and a small one. I mean, I'm not a hundred percent convinced that's true, but I've had people tell me
[02:02:10.380 --> 02:02:14.300]  Well, of course, they're gonna have different names and I think well MacBook Air comes in two sizes
[02:02:15.020 --> 02:02:18.340]  MacBook Pro comes in two sizes iMac comes in two sizes
[02:02:18.520 --> 02:02:26.140]  The iPhone could come in two sizes without them calling one of them iPhone mini or iPhone huge and it would be fine
[02:02:26.140 --> 02:02:29.380]  It's the new iPhone and you can get the big one or the small one. I
[02:02:30.060 --> 02:02:32.060]  Don't know whether they'll do that or not, but they could
[02:02:32.620 --> 02:02:37.700]  Yeah, I think the and it's it's funny too cuz I'm terrible at predicting the names. I am so bad
[02:02:37.700 --> 02:02:40.580]  I guess I should go on a record and make a prediction but I
[02:02:40.900 --> 02:02:43.260]  if I had to my prediction would be that the
[02:02:43.700 --> 02:02:46.060]  4.7 inch one would be called the iPhone air
[02:02:46.860 --> 02:02:48.140]  or
[02:02:48.140 --> 02:02:50.820]  iPhone 6 air but that to me is already a mouthful
[02:02:50.820 --> 02:02:56.180]  Yeah, so I say drop the numbers and say iPhone air and the big one is the iPhone Pro, huh?
[02:02:57.900 --> 02:02:59.900]  And I I don't like it
[02:02:59.900 --> 02:03:02.860]  Well, I don't like it in a couple reasons though
[02:03:02.860 --> 02:03:08.540]  Because one reason I don't like it is I do think they're gonna have the same performance. Yeah, like a8 performance
[02:03:08.540 --> 02:03:13.420]  And does that make sense to have Aaron Pro the Pro somehow feels like it ought to be faster
[02:03:13.420 --> 02:03:20.380]  But I don't know but I I just feel Pro because they've used it before and it's more expensive
[02:03:20.460 --> 02:03:24.960]  It sounds like it should be more expensive. Yeah, I don't know if the iPhone can be proud that you're right
[02:03:24.960 --> 02:03:30.220]  Maybe well like the thing I can't see them doing is picking some adjective. That means big no
[02:03:30.220 --> 02:03:34.100]  No, that doesn't it doesn't I mean I joked about iPhone huge, but it's a terrible
[02:03:34.100 --> 02:03:37.900]  I mean you can't know if I had if I had to make a bet
[02:03:37.900 --> 02:03:42.360]  I would probably bet that they're just gonna call them the iPhone 6 and there's two models, right?
[02:03:42.620 --> 02:03:44.540]  But it wouldn't what size do you want?
[02:03:44.540 --> 02:03:44.740]  Yeah
[02:03:44.740 --> 02:03:51.220]  but it wouldn't shock me if if it was the iPhone 6 and the iPhone air or if it was no but because they're never gonna
[02:03:51.220 --> 02:03:55.980]  Prioritize the big one because the big ones the niche product. So it'll be the iPhone 6 or air and then I
[02:03:56.980 --> 02:03:58.980]  Just have a hard time. I I think the best
[02:03:58.980 --> 02:04:04.740]  Pro they could do but I'm inclined to just guess that they're gonna say there's two iPhone sixes
[02:04:04.740 --> 02:04:06.740]  Which one do you want big one at a little one?
[02:04:07.340 --> 02:04:12.500]  And then well and the other thing I've seen people say that the big one will be called the iPhone air
[02:04:12.840 --> 02:04:16.420]  But I think they're they're myopic doesn't make their only doesn't make it
[02:04:18.260 --> 02:04:21.180]  Well, they're looking at the they're looking at the iPads
[02:04:21.860 --> 02:04:24.680]  Where right the bigger iPad is the air that's true
[02:04:24.680 --> 02:04:32.120]  right, but the other one has a name called the mini which puts it in order and the air is really kind of
[02:04:32.400 --> 02:04:34.680]  It's sort of an in joke or not in joke
[02:04:34.680 --> 02:04:40.680]  but it's like a reference to all previous iPads where it's so much lighter than the iPad used to be and
[02:04:40.840 --> 02:04:44.880]  They're never gonna call the mainstream iPhone the iPhone mini. That's kind of crazy
[02:04:44.880 --> 02:04:51.840]  No, right and they can't call a one that's four point seven inches the mini because bigger it's bigger way bigger
[02:04:51.840 --> 02:04:59.280]  Significantly, but maybe not way bigger but significantly bigger than any iPhone ever made so they can't say here's this new four point seven inch screen
[02:04:59.280 --> 02:05:03.460]  It's significantly bigger. It has wait a million more pixels and all this
[02:05:03.980 --> 02:05:09.480]  Shows all this here's how much more content you see and it's called the mini. No doesn't make it happen. I
[02:05:10.320 --> 02:05:13.280]  Have one more sponsor to read now when I want to get back to that
[02:05:13.840 --> 02:05:16.400]  This thing about us me and you know in the name, right?
[02:05:16.720 --> 02:05:19.700]  All right. Our last sponsor of the day is our good friends at
[02:05:19.700 --> 02:05:21.380]  a transporter
[02:05:21.380 --> 02:05:23.220]  from connected data
[02:05:23.220 --> 02:05:26.220]  So would you like your own private cloud that lets you secure?
[02:05:26.620 --> 02:05:33.700]  Least or and share files in a way that is completely private and resistant to governmental snooping or
[02:05:34.420 --> 02:05:40.240]  To any other sort of unfortunate things that can happen through the public cloud services
[02:05:40.240 --> 02:05:42.700]  Which may or may not have been publicized recently
[02:05:42.700 --> 02:05:49.620]  That's what file transporter is you buy a file transporter from them or more than one?
[02:05:50.100 --> 02:05:53.980]  It's a device that comes to your home. It has a hard drive built into it
[02:05:54.200 --> 02:05:58.980]  you plug it in you put it on your Wi-Fi you install software on your Mac and
[02:05:59.140 --> 02:06:05.500]  all of a sudden you have a Dropbox like folder on your Mac that shows the contents of that device and
[02:06:06.100 --> 02:06:10.300]  you put something in the folder and it goes on the device and it's on your hard drive too and
[02:06:10.300 --> 02:06:12.460]  You can then
[02:06:13.340 --> 02:06:18.780]  log into a different computer log into your transporter account and the same files show up there and
[02:06:19.140 --> 02:06:25.140]  Then you could buy a second device and you could put it in a different location and you use the same account and the same
[02:06:25.540 --> 02:06:28.620]  Files will go from here to there to there
[02:06:28.780 --> 02:06:34.220]  But it's only there the data is only on if you have one file transporter
[02:06:34.220 --> 02:06:39.260]  That's the only place where your data is other than on your Macs that you log into your Macs
[02:06:39.260 --> 02:06:41.020]  If you have a second one
[02:06:41.020 --> 02:06:47.340]  it'll sync between the two the only thing they go through the cloud and their servers for is the
[02:06:47.740 --> 02:06:54.860]  Negotiation to poke holes through the set up appear to peer to poke through the router. They don't have any
[02:06:55.700 --> 02:07:03.340]  Kind of storage in the cloud for your stuff. Your stuff is only searched stored on the devices that you hold in your hand
[02:07:05.180 --> 02:07:07.180]  Big difference from
[02:07:07.180 --> 02:07:10.780]  Cloud based services really really appealing to many people
[02:07:11.620 --> 02:07:12.740]  and
[02:07:12.740 --> 02:07:18.300]  If it appeals to you, I encourage you check this out because I don't know of any other way to do this
[02:07:20.740 --> 02:07:23.940]  Then file transporter I have one here works like a charm
[02:07:25.940 --> 02:07:29.340]  Really good stuff they have two ways to get one
[02:07:29.920 --> 02:07:33.980]  The regular file transporter comes with a built-in
[02:07:33.980 --> 02:07:38.740]  Hard disk they have 500 gigabyte 1 terabyte 2 terabyte capacities
[02:07:38.940 --> 02:07:45.020]  if you buy one and want to buy one of those use this code TTS like the talk show TTS 10 and
[02:07:46.260 --> 02:07:48.760]  You'll save 10% off your purchase
[02:07:49.420 --> 02:07:56.500]  The other way to do it is you can buy the transporter sync. That's the one that's like a little Apple TV size puck and
[02:07:57.220 --> 02:08:00.340]  That one you just take a USB drive any USB drive
[02:08:00.340 --> 02:08:05.400]  You already have big hard drive sitting around you want to buy your own hard drives you just buy your own hard drives and plug
[02:08:05.400 --> 02:08:07.740]  It in by USB. So that's a cheaper gadget
[02:08:08.820 --> 02:08:10.820]  Because you're supplying your own hard drive
[02:08:11.540 --> 02:08:15.460]  You could save 20 bucks when you buy one of those with this code TTS
[02:08:16.020 --> 02:08:17.300]  20
[02:08:17.300 --> 02:08:23.020]  All orders using either of those codes get free shipping. So use those codes
[02:08:23.720 --> 02:08:26.060]  By the one you want. Here's where you go file
[02:08:26.740 --> 02:08:28.740]  transporter store
[02:08:28.740 --> 02:08:30.740]  calm
[02:08:30.820 --> 02:08:36.860]  Www.file transporter store.com and remember those codes TTS 10 and
[02:08:37.900 --> 02:08:39.900]  TTS 20
[02:08:40.020 --> 02:08:43.180]  So wrapping up the show you ever been going a long time, but there's lots to talk about
[02:08:43.180 --> 02:08:43.820]  But here's the thing
[02:08:43.820 --> 02:08:50.060]  I am inundated this week more than any other previous Apple event with people who think that I've already got a watch
[02:08:50.540 --> 02:08:52.540]  I've already got
[02:08:52.540 --> 02:08:56.620]  I've already got an iPhone how it works folks it
[02:08:56.620 --> 02:09:00.260]  To mine. I certainly has never worked that way with me
[02:09:00.260 --> 02:09:05.460]  it's certainly never worked that way with anybody who I know like my friends like you in the industry and
[02:09:06.020 --> 02:09:14.060]  It's also to my knowledge never worked that way for anybody not before they announce it not before they announce it
[02:09:14.500 --> 02:09:20.020]  That they just don't do that now like, you know that why they don't they you know
[02:09:20.020 --> 02:09:22.660]  The whole point of the announcement is they don't want anybody including us
[02:09:22.660 --> 02:09:29.980]  To see it. And in fact, the reason they invite us to the event is that they want us to see it for the first time
[02:09:30.980 --> 02:09:37.100]  Specifically the way that they're going to do it, right whether it's going to be projected on a screen
[02:09:37.100 --> 02:09:43.040]  Or it's going to come out of a pedestal in the middle of the floor like the I think there was that the iPhone 5
[02:09:43.180 --> 02:09:46.560]  Yeah, they've used that trick a couple of times. All right, but you know
[02:09:47.980 --> 02:09:49.660]  Whatever it is
[02:09:49.660 --> 02:09:55.020]  Smoke, whatever. It's great. But I know and I don't know a lot about how they prep the keynotes
[02:09:55.020 --> 02:09:58.100]  I don't know, you know, they're very secretive just about the whole process
[02:09:58.100 --> 02:10:01.540]  but I do know that they go out like Phil Schiller and
[02:10:01.820 --> 02:10:06.180]  Everybody else who's there will go out to like seats in the room and like do it again
[02:10:06.180 --> 02:10:10.580]  And I want to see what it's like from here, you know, and then when Steve Jobs was was around
[02:10:10.580 --> 02:10:12.900]  you know that he would go out he would go out and sit in the audience and
[02:10:13.540 --> 02:10:17.860]  See, you know that that's how we find out this stuff. You know, we don't
[02:10:17.860 --> 02:10:23.060]  We definitely don't know the names and I think my track record over the years of predicting
[02:10:23.780 --> 02:10:25.920]  Product names should should prove that
[02:10:26.860 --> 02:10:31.500]  And if we did know we wouldn't be able to make predictions, right? That's true. That's true
[02:10:31.500 --> 02:10:34.380]  And the fact that we do make predictions shows how little we know
[02:10:35.060 --> 02:10:42.060]  Right, and if somebody whispers something to me who's not you know feeding it to me officially in any fish official capacity, which is always
[02:10:42.820 --> 02:10:44.820]  accompanied by
[02:10:44.820 --> 02:10:46.300]  Oh
[02:10:46.300 --> 02:10:52.100]  What would you call the non-disclosure agreement right like when you do get an embargo or an NDA, right?
[02:10:52.100 --> 02:10:55.300]  I don't know, you know, I read I'd try to skim over it
[02:10:55.300 --> 02:11:02.060]  But like when we do get like a review unit before after it's been announced always after right? It's been announced
[02:11:02.540 --> 02:11:09.420]  But before it's available in stores, it's there's a thing that says here, you know, and like for example, you know the
[02:11:09.420 --> 02:11:14.380]  Dude, usually it's like the last couple years. There's an iPhone event on a Tuesday and
[02:11:17.460 --> 02:11:21.420]  People who get reviewing it you sign a thing and it says the embargo is until
[02:11:21.900 --> 02:11:27.740]  6 p.m. Pacific the next Wednesday and then the fact that at 601
[02:11:28.940 --> 02:11:31.220]  Pacific the next Wednesday, there's
[02:11:31.220 --> 02:11:38.820]  Everybody's story gets posted. Yep, right. That's not a coincidence. That's because it's everybody has agreed to that, you know and
[02:11:41.020 --> 02:11:47.220]  Nobody knows anything before that and nobody is allowed to publish anything after they know it before that date. It's
[02:11:48.180 --> 02:11:51.660]  It works. It's it's a lot more obvious how it works
[02:11:51.660 --> 02:11:55.820]  And you think there is no secret cabal of people who are filled in before the event
[02:11:55.820 --> 02:12:02.560]  No, because then what you'd get is you'd get your David Pogue or Walt Mossberg or whatever writing a story about the product
[02:12:03.180 --> 02:12:08.340]  The moment the product got announced and that doesn't happen. They I mean back like when that that
[02:12:08.860 --> 02:12:14.220]  The iMac with the flat panel screen and the arm got a leaked by Time magazine, right?
[02:12:14.220 --> 02:12:17.460]  I mean that they used to do it back then but they don't they don't do it anymore
[02:12:17.460 --> 02:12:19.460]  They haven't done it for more than a decade
[02:12:19.780 --> 02:12:21.540]  right, and I do think
[02:12:21.540 --> 02:12:27.200]  You know and and part of it is just their their go-to market strategy
[02:12:27.200 --> 02:12:31.340]  I mean and you know, my eyes are open. I mean, I know that that's part of it. Is that if
[02:12:32.420 --> 02:12:37.940]  The thing is announced on a Tuesday and then the embargo date is eight days later on a Wednesday
[02:12:37.940 --> 02:12:41.660]  And then the thing actually goes on sale two days later Friday
[02:12:42.020 --> 02:12:48.700]  that that's all according to the schedule of what they think maximizes interest in the people who on Friday will
[02:12:48.700 --> 02:12:56.160]  Go and and you know fork stuff over exactly, but I I also do think though that part of that too though is is
[02:12:57.540 --> 02:13:03.100]  That they really do want reviewers to have to spend a week. Yeah ice before they write it
[02:13:03.340 --> 02:13:09.700]  Yeah that they don't want reviewer, you know, they they wouldn't want you to write a review to race, you know
[02:13:09.700 --> 02:13:14.140]  Okay, you can hear here's your here's your new iPhone. You can write your review whenever you want
[02:13:14.140 --> 02:13:20.580]  I don't think they would do that happened to me with the first iPad and that was the worst because they announced that and then
[02:13:20.580 --> 02:13:26.700]  They did their event saying it was gonna ship and there were embargo reviews that dropped and I wasn't part of that
[02:13:26.700 --> 02:13:28.540]  But then I got one
[02:13:28.540 --> 02:13:35.700]  Basically the day the embargo reviews dropped or the next day and I said is there any embargo and they're like no
[02:13:35.700 --> 02:13:41.180]  and it was the worst because I could literally write about it immediately, but I hadn't spent any time with it and
[02:13:41.180 --> 02:13:47.900]  Right, and I that's awful because you feel time pressure and yet you can't actually invest the time or you have to invest the time
[02:13:48.060 --> 02:13:50.680]  While everybody is shouting at you to get your story done
[02:13:51.140 --> 02:13:55.940]  So the luxury of having eight days to think about this product is great as a writer
[02:13:55.940 --> 02:13:59.660]  But it also means as Apple that you were you know
[02:13:59.660 --> 02:14:04.160]  These writers that you've hand selected are going to be writing about it
[02:14:04.360 --> 02:14:07.620]  you know, they're gonna have time to think about it and not they're not gonna do a
[02:14:07.620 --> 02:14:12.900]  A cheap job on it. They're gonna they're gonna like put a lot of effort into it
[02:14:12.900 --> 02:14:18.700]  All right, and it's not like within your case that the boss was breathing down your neck like you've got to publish it
[02:14:18.700 --> 02:14:25.680]  But you it's just the simple pressure that you know that Mac world's readers are coming to the site and that they're
[02:14:26.340 --> 02:14:27.320]  reloading the home page
[02:14:27.320 --> 02:14:29.720]  Like I can't wait to see what they have to say about 15
[02:14:29.720 --> 02:14:33.100]  You know 15 people got it and wrote their reviews and I wasn't in that group
[02:14:33.100 --> 02:14:38.580]  But now I'm in a group of a very small number of people who have the iPad before it's out
[02:14:38.580 --> 02:14:46.060]  And so I've got something that nobody except for that first wave of 10 people has has gotten their hands on
[02:14:46.100 --> 02:14:51.580]  So I need to do something with that. But what is that and I have no no restrictions whatsoever
[02:14:51.580 --> 02:14:54.020]  So literally I could just be like do to do to do here
[02:14:54.020 --> 02:15:00.740]  I am on my iPad like live update for two days and nobody wants to read that but you have to make very difficult
[02:15:00.740 --> 02:15:07.100]  Decisions then and it's certainly a lot easier to just say I've got eight days to worry about what I'm gonna write
[02:15:07.460 --> 02:15:12.980]  Yeah, it's hard enough to do a good review in eight days, but it's it's I I couldn't write a
[02:15:13.540 --> 02:15:17.980]  Review in the way that I try to write reviews in one or two days
[02:15:17.980 --> 02:15:22.940]  I like I think back to the original iPhone where I you know, it was I didn't get anything
[02:15:22.940 --> 02:15:28.220]  I think only three or four that was back in the days when only the the newt the four newspaper guys got the review units
[02:15:28.220 --> 02:15:30.220]  Right. I think it was Steven Levy
[02:15:30.220 --> 02:15:36.260]  At big pogue and Mossberg, I guess Levy wasn't at a newspaper news week, but he was on the list
[02:15:36.260 --> 02:15:38.840]  He knew everybody from covering the iPod. Yeah
[02:15:39.460 --> 02:15:46.940]  Right, and it was still the sort of Steve Jobs is you know, if it's not print, it's not really real and Newsweek, right?
[02:15:46.940 --> 02:15:51.760]  I mean Steven Levy is you know, it he's a special case because he's
[02:15:52.860 --> 02:15:57.660]  Awesome and has been around for so long but but hey the last few years when I haven't had it in advance
[02:15:57.660 --> 02:16:01.020]  I mean I've had I've made a little agreement with myself
[02:16:01.020 --> 02:16:05.900]  Like I I get the phone on the Friday or the Thursday night before the Friday sometimes
[02:16:05.900 --> 02:16:08.760]  But you know, I get it. I get it basically when people get it
[02:16:09.340 --> 02:16:14.900]  And you know, my reviews wouldn't run into like Tuesday or Wednesday. I would basically say I'm gonna take the weekend
[02:16:14.900 --> 02:16:16.620]  I'm gonna use it. I'm gonna write
[02:16:16.620 --> 02:16:22.180]  I'm gonna give it some time because there's no point all the reviews are that that were coming out the day of
[02:16:22.180 --> 02:16:27.560]  Already came out two days before so I can't beat them and I don't want to write a slapdash
[02:16:28.260 --> 02:16:32.140]  One day review. There's no point in that. So let me take my time and
[02:16:32.860 --> 02:16:39.060]  The people who care about getting the depth later will will care because I've already missed the weekend
[02:16:39.060 --> 02:16:42.120]  And so I'm and I'm not gonna write a crappy review
[02:16:42.700 --> 02:16:47.940]  Yeah, I remember it's like so the first iPhone, you know, I certainly didn't have anything in advance
[02:16:47.940 --> 02:16:53.860]  I just got in line literally waited in line with everybody all day long at the King of Prussia Mall here in Philly and
[02:16:56.200 --> 02:17:02.400]  Got home at night had terrible problems activating it it felt like I was ready to die
[02:17:03.380 --> 02:17:08.940]  And then just banged out my initial thoughts, you know, like, you know, wow
[02:17:08.940 --> 02:17:12.000]  That's I can't believe they're using comic sans in the notes app, you know
[02:17:12.000 --> 02:17:15.380]  I mean I was excited and I think I had some interesting first observations
[02:17:15.380 --> 02:17:19.420]  But it was more or less like I was publishing my notes. It wasn't that I was writing an article. I
[02:17:20.300 --> 02:17:26.100]  Just published my notes because I couldn't like I had to write something. I felt not just because I was so excited
[02:17:26.100 --> 02:17:26.900]  That's actually nothing
[02:17:26.900 --> 02:17:31.380]  That's actually a really good technique and sometimes I do that too where it's like let me give you my notes of like first
[02:17:31.380 --> 02:17:35.900]  Impressions, but it's not my review. I'm I still need to think about it. But here's some stuff
[02:17:35.900 --> 02:17:39.260]  I noticed and then you move away I guess yeah, I guess what I'm trying to yeah
