[00:00.000 --> 00:02.000]  How are you?
[01:56:09.620 --> 01:56:10.980]  command key shortcuts
[01:56:10.980 --> 01:56:16.540]  So the Newton solution was to just have one of one sixth of the buttons that were on the screen
[01:56:16.540 --> 01:56:18.540]  One of them was undo
[01:56:19.980 --> 01:56:22.900]  Obviously, they're not going to do that with the iPhone and I don't think it would have been a good
[01:56:22.900 --> 01:56:25.660]  It's a tricky problem to solve and the story I heard though
[01:56:25.660 --> 01:56:29.380]  Is that Scott forced all got a bunch of iOS engineers together?
[01:56:29.380 --> 01:56:33.320]  So we got to figure this out somebody come up with an idea and somebody said as a joke
[01:56:33.460 --> 01:56:35.520]  You could just shake the phone, you know
[01:56:35.520 --> 01:56:39.140]  we read the accelerometer and when anybody shakes the phone will do undo and
[01:56:39.620 --> 01:56:46.260]  It was meant as joke because it was so obviously a terrible idea, but for stall jumped on it and said I love it
[01:56:46.260 --> 01:56:48.260]  Let's do that. And you know
[01:56:48.660 --> 01:56:54.980]  Here we are. It's ingenious. It really is. I just keep thinking like and maybe some of this is evangelizing
[01:56:55.420 --> 01:56:57.860]  You point out in that piece that the iPad, you know
[01:56:57.860 --> 01:57:04.260]  There's an undo button in the strip in the autocorrect strip basically above the keyboard and it's always there
[01:57:04.260 --> 01:57:06.140]  And there's actually when you got something on the clipboard
[01:57:06.140 --> 01:57:10.780]  there's also a paste button there, which is really nice when you're editing text if you're in an app like
[01:57:10.780 --> 01:57:17.340]  Some of the photo editing apps they have a you know, they have an explicit undo button
[01:57:17.340 --> 01:57:23.500]  But I get that like every now and then you're somewhere and you're in an app that does not have like a content interface
[01:57:23.500 --> 01:57:27.900]  that's drawn up that has an undo button and you do something and you're like, oh no and
[01:57:29.500 --> 01:57:33.760]  Shake to undo. I mean the fact is it's well, it's not always there
[01:57:33.760 --> 01:57:35.620]  I was gonna say that but apps have to support it
[01:57:35.620 --> 01:57:39.260]  But at least it's something that you can use as a last resort
[01:57:39.260 --> 01:57:41.540]  but I don't disagree with Jeff that like
[01:57:42.220 --> 01:57:46.900]  Ideally, this should be solved and I think Apple has tried to start solving it by like putting it in
[01:57:47.420 --> 01:57:52.540]  Context in like the text editing strip above the keyboard, whatever they call that the smart something or other
[01:57:53.740 --> 01:57:57.540]  I'll just throw out an example. This is just right off the top of my head
[01:57:59.340 --> 01:58:06.900]  Terrible idea they could have said put four fingers on the iPhone screen and move down and that's undo and
[01:58:06.900 --> 01:58:10.740]  That also is a terrible idea is not discoverable
[01:58:10.740 --> 01:58:16.620]  Not something people would intuitively know about you do you have to hear about it from somebody and then remember it and then do it
[01:58:17.060 --> 01:58:20.380]  But that would have no whim. There's no whimsy to that at all, right?
[01:58:20.380 --> 01:58:26.300]  so shake to undo the one thing and it does have going for it as opposed to let's say a four finger swipe down or
[01:58:26.460 --> 01:58:30.460]  Swipe in a circle or whatever you want to do with multi fingers
[01:58:30.460 --> 01:58:38.380]  Shake to undo does have whimsy and that's why I brought it up in the context of these whatever happened to
[01:58:38.580 --> 01:58:45.340]  Apple and whimsy is there there was in you know times past more of a I don't think shake to undo would would
[01:58:45.500 --> 01:58:48.500]  Would fly today. I really I don't think they would do that again
[01:58:49.620 --> 01:58:54.940]  No, no, I wonder what you could do. Yeah. I mean, it's a hard problem. That's the funny thing
[01:58:54.940 --> 01:58:56.580]  It's like shake to undo is ridiculous
[01:58:56.580 --> 01:59:02.060]  I think the fact that it still exists says something about how hard it is though to solve that problem. Yeah, it is hard
[01:59:02.060 --> 01:59:06.420]  It's really hard. You can't take it out unless you replace it with something and it's very hard to do
[01:59:06.420 --> 01:59:12.860]  So it remains it is super ingenious. Maybe at some point they'll just have that sensor bar in the front
[01:59:12.860 --> 01:59:16.400]  We'll like see us scowling and be like I sense that they made a mistake
[01:59:16.940 --> 01:59:22.500]  Would you like to undo it like just an eyebrow based undo system? Maybe eventually? I don't know
[01:59:22.500 --> 01:59:27.780]  Maybe the best solution would be to just have it listen and you know you if you just say undo Siri
[01:59:28.140 --> 01:59:30.140]  Siri as an undo
[01:59:30.480 --> 01:59:38.220]  Shortcut that is actually not bad. Hey Siri undo. Oh, I should I shouldn't be saying that I should say hey dingus, but well, whatever well
[01:59:39.340 --> 01:59:45.860]  It shouldn't it shouldn't bother anybody who has this podcast playing audibly because Siri doesn't support undo yet. Yeah
[01:59:45.860 --> 01:59:52.300]  Just wait until a Siri can support, you know, wipe my hard drive
[01:59:54.020 --> 01:59:56.020]  Be all sorts of fun on
[01:59:56.220 --> 01:59:57.660]  podcasts
[01:59:57.660 --> 02:00:01.060]  alright, let me take one last break here and thank our third and
[02:00:01.860 --> 02:00:05.060]  Final sponsor it is our good friends at
[02:00:06.220 --> 02:00:07.340]  Casper
[02:00:07.340 --> 02:00:12.060]  Oddly enough a year ago when you were on the episode a year ago Casper and Squarespace were sponsors of the show
[02:00:12.060 --> 02:00:18.460]  So it's truly an amazing serendipity. Look what is slapper cat slapper?
[02:00:18.460 --> 02:00:21.380]  What the hell am I talking about Casper Casper is a sleep brand?
[02:00:21.380 --> 02:00:24.620]  I obviously conflated sleep and Casper and came up with slapper
[02:00:24.620 --> 02:00:31.640]  But Casper is a sleep brand that makes expertly designed products to help you get your best rest
[02:00:31.640 --> 02:00:33.640]  one night at a time
[02:00:34.860 --> 02:00:39.180]  They've got their own engineering team. They really do. This isn't like some kind of thing where they buy
[02:00:39.180 --> 02:00:44.620]  Chinese mattresses and put a Casper sticker on them and sell them to you with their own branding or whatever
[02:00:44.620 --> 02:00:48.340]  they've got their own engineering team and they design these mattresses and
[02:00:48.900 --> 02:00:51.560]  They put them together right here in the USA
[02:00:53.460 --> 02:00:57.280]  Look you spend a third of your life sleeping you deserve to be comfortable. They've got three
[02:00:58.300 --> 02:01:06.020]  Models now they've got the original Casper mattress combines multiple supportive memory phones for a quality sleep surface a
[02:01:06.020 --> 02:01:13.060]  breathable design so you don't get too hot you don't get too cold everything breathes and they have two other new mattresses the wave and
[02:01:13.060 --> 02:01:15.020]  the essential the wave
[02:01:15.020 --> 02:01:21.520]  Features a patent pending premium support system to mirror the natural shape of your body. They've got the essential
[02:01:21.660 --> 02:01:25.060]  That's their streamlined design at a price that won't keep you up at night
[02:01:25.220 --> 02:01:32.580]  It's still a great mattress and they've got a wide variety now of other products like pillows sheets comforters stuff like that
[02:01:32.580 --> 02:01:38.860]  I honest to God I'm it's not they did they sent me a mattress a long time ago free and I use it and I
[02:01:38.860 --> 02:01:39.820]  like it
[02:01:39.820 --> 02:01:44.620]  But I've since we bought I mean, this is just out-of-pocket bought the the comforter
[02:01:44.620 --> 02:01:50.700]  We've got I've got the pillows on my side too. I bought the sheets and the pillows the comforter
[02:01:50.700 --> 02:01:52.740]  I got to tell you I'm just telling you and again
[02:01:52.740 --> 02:01:55.980]  I'm selling a mattress here on the sponsor read but I'm telling you we had an old comforter
[02:01:56.020 --> 02:01:58.820]  My wife and I that I don't even know how many years we'd had it
[02:01:58.820 --> 02:02:03.340]  One of those things that you just you don't really keep track of how old it is and my wife was my wife's idea
[02:02:03.340 --> 02:02:05.820]  She said she I don't know if she read something or something
[02:02:05.820 --> 02:02:12.820]  But you know how comforters have those they're like rows of stitching and the idea is that keeps the the internal
[02:02:12.980 --> 02:02:16.820]  Whatever it's filled with from getting all on one side or at the bottom or the top
[02:02:16.820 --> 02:02:17.340]  It's you know
[02:02:17.340 --> 02:02:20.980]  The way that the comforters are stitched is to try to keep that but that over time
[02:02:21.300 --> 02:02:27.420]  Those it doesn't work anymore and you end up with a bad distribution and I swear to God we got the Casper
[02:02:27.420 --> 02:02:29.180]  comforter
[02:02:29.180 --> 02:02:35.100]  Sometime a couple months ago and it was still chilly and the difference in like regulating my temperature when I slept was unbelievable
[02:02:35.100 --> 02:02:36.780]  It really is
[02:02:36.780 --> 02:02:39.060]  It's really it's bizarre thing
[02:02:39.060 --> 02:02:42.140]  It's just one of those things that I never would have thought would be a big deal
[02:02:42.140 --> 02:02:46.100]  But getting a new comforter was absolutely a huge upgrade and I love their pillows
[02:02:47.180 --> 02:02:52.300]  We also we have the new Casper wave in our guest bedroom and it's so good that my son
[02:02:52.300 --> 02:02:58.700]  Was who has a regular Casper mattress was like sleeping on it for three nights and we're like get out of the guest bedroom
[02:02:58.700 --> 02:03:00.700]  You've already got a nice bed
[02:03:01.220 --> 02:03:07.700]  It's really it. They're just great products and we love them. We've got them all over the house and people fight over them
[02:03:09.540 --> 02:03:13.840]  So here's the deal I got to tell you this you can be sure of your purchase even though if you're at any way
[02:03:14.020 --> 02:03:19.680]  Skeptical of buying an internet mattress without trying it or sleeping on it or jumping on it or whatever
[02:03:19.680 --> 02:03:23.460]  You could do in a retail store. They have a hundred night risk-free sleep on it trial
[02:03:23.500 --> 02:03:31.060]  So go order one have it show up. It shows up in this tiny little ridiculous too small to be good true box
[02:03:32.260 --> 02:03:34.260]  If you get the wave it even comes with
[02:03:34.700 --> 02:03:40.580]  White glove service where somebody else they'll come in and lift it up and take the box to your bedroom and and set it
[02:03:40.580 --> 02:03:42.420]  Up and stuff like that
[02:03:42.420 --> 02:03:49.140]  And you get a hundred nights to try it out risk-free and then no hassle look 99 days in you don't want it
[02:03:49.140 --> 02:03:52.020]  Call them up. They'll come take it away and give you all your money back
[02:03:52.780 --> 02:03:54.780]  That's how confident they are in it
[02:03:55.620 --> 02:03:57.620]  It's a really great product
[02:03:57.860 --> 02:04:02.140]  So my thanks to Casper. Here's what you got to do. You can get 50 bucks off
[02:04:03.460 --> 02:04:05.580]  Select mattresses by visiting casper.com
[02:04:07.420 --> 02:04:09.160]  Slash
[02:04:09.160 --> 02:04:14.020]  talk show and using that code talk show at
[02:04:14.860 --> 02:04:16.860]  checkout
[02:04:16.860 --> 02:04:23.060]  And you'll get 50 bucks on select mattresses terms and conditions apply
[02:04:23.580 --> 02:04:27.620]  So there you go. This is only available for select mattresses. I'm not sure which ones are selected
[02:04:28.140 --> 02:04:34.180]  But there you go use that code casper.com slash talk show and use that code talk show at checkout
[02:04:35.180 --> 02:04:37.180]  great product
[02:04:37.380 --> 02:04:39.980]  Longtime sponsor of the show sponsored a show exactly one year ago
[02:04:39.980 --> 02:04:46.140]  Um last thing I wanted to talk about I don't know if you had anything you wanted to bring up
[02:04:46.380 --> 02:04:51.880]  But I'm working on one more piece. I'm prolific this week. Yeah big week for you. Yeah, I've still got another one
[02:04:51.880 --> 02:04:54.040]  It's mostly written and I got I got interrupted
[02:04:54.980 --> 02:04:59.800]  Is I I think it's interesting that nobody has been speculating
[02:05:00.860 --> 02:05:05.140]  Until now about what the hell is Apple gonna call the new iPhones this year
[02:05:05.140 --> 02:05:11.740]  Right because last year it and and this is one of those things that Apple is able to keep secret the name iPhone 10
[02:05:12.420 --> 02:05:16.300]  only leaked like two or three days before the announcement because of a
[02:05:16.740 --> 02:05:23.140]  Leak of the GM build of iOS and even then we didn't know if it was gonna be pronounced iPhone X or iPhone 10
[02:05:23.140 --> 02:05:27.980]  and I guessed wrong and thought X because I didn't think 10 made a lot of sense and I
[02:05:28.580 --> 02:05:32.260]  Was wrong that they were gonna pronounce it X not 10
[02:05:32.260 --> 02:05:35.620]  But I was right that it didn't make a lot of sense because it seems like they've painted
[02:05:35.740 --> 02:05:38.700]  Themselves into a corner if they want to keep adding numbers
[02:05:41.140 --> 02:05:43.460]  And I'm curious if you have any thoughts on this I
[02:05:45.060 --> 02:05:47.100]  Yeah, you know I do I love this
[02:05:47.100 --> 02:05:52.260]  I was the one who was advocating that they get OS 10 off of version 10 and go to 11 for ages
[02:05:52.260 --> 02:05:55.900]  Which they could do now at any point if they really wanted to because out of the name entirely
[02:05:55.900 --> 02:06:02.900]  90 is gonna be the last version so yeah
[02:06:02.900 --> 02:06:08.620]  I do I think it's interesting that they chose 10 instead of X for the name of the iPhone because I
[02:06:09.420 --> 02:06:13.620]  Think doing like an iPhone X 2 would be cool
[02:06:14.020 --> 02:06:18.280]  but 10 2 doesn't make any sense so I
[02:06:19.540 --> 02:06:25.000]  I'm gonna say I think what it's gonna be is I think there are these three rumored foam models
[02:06:25.000 --> 02:06:28.940]  I think it's gonna be the iPhone 9 the iPhone 10 new
[02:06:29.540 --> 02:06:35.700]  2018 version and the iPhone 10 plus I think they're gonna I think Apple really likes making
[02:06:36.260 --> 02:06:38.260]  multiple products with the same
[02:06:38.540 --> 02:06:45.660]  X right the new iPhone 10 the new iPhone 10 right and then ride it like the ones that look like this and have this
[02:06:45.660 --> 02:06:49.940]  Sensor and do the OLED screen and all that you're gonna be the iPhone 10 for a little while all right
[02:06:49.940 --> 02:06:56.700]  Let me toss this out. Yeah, I wonder if they might not be done with Plus like so in a way that the 13 inch and 15
[02:06:56.700 --> 02:07:02.860]  inch MacBook Pros are just MacBook Pros and the two sizes of iPad Pro or just iPad Pro forget the pro part
[02:07:03.100 --> 02:07:06.680]  Even though I still there's a part of me that thinks that they could go iPhone Pro
[02:07:06.680 --> 02:07:11.860]  But I don't know that they would go iPhone Pro with this one that looks exactly like the iPhone 10, right?
[02:07:11.860 --> 02:07:15.900]  I think if they were gonna switch to iPhone Pro, they'd wait till they had one that looks yeah
[02:07:15.900 --> 02:07:19.060]  later, you know yeah, but the thing about Plus is
[02:07:20.140 --> 02:07:24.260]  Obviously the first thing people think of is okay the 7 plus the 8 plus are bigger
[02:07:24.620 --> 02:07:31.960]  But the plus also meant other things right the camera was always slightly better the iPhone plus models had
[02:07:32.220 --> 02:07:38.340]  3x retina screens not 2x retina screens so in addition to being bigger screens. They actually had more pixels per inch
[02:07:39.020 --> 02:07:42.860]  so you were getting more than just a bigger phone and I
[02:07:42.860 --> 02:07:48.500]  I don't know the details. I I you know, I have no supply side it but all the rumors
[02:07:48.500 --> 02:07:55.020]  I've seen about these two new iPhone 10 models the one that's exactly the same size as the current iPhone 10 and the big
[02:07:55.260 --> 02:08:01.420]  6.5 inch diagonal one. I haven't seen anybody say that the 6.5 one is going to have any
[02:08:02.300 --> 02:08:08.060]  Advantage technical advantage whatsoever other than a bigger screen that the cameras will be exactly the same
[02:08:08.060 --> 02:08:13.060]  The pixels per inch of the OLED displays would be the same
[02:08:13.580 --> 02:08:21.500]  Right, so more more pixels, but same resolution the 3x right or are you thinking the same pixels just blown up?
[02:08:21.500 --> 02:08:26.900]  I would imagine it's just more pixels. I would imagine it's just more pixels at the same pixels per inch. Yeah
[02:08:26.900 --> 02:08:30.340]  Yeah, I agree. That makes sense. So I wouldn't think blown up
[02:08:30.340 --> 02:08:35.860]  I would think more pixels but at the exact, you know effectively cut from the same sheets of OLED
[02:08:35.860 --> 02:08:40.460]  But that like in the thing that always bothered me and maybe I just read too much into it
[02:08:40.460 --> 02:08:45.420]  But as somebody who doesn't like the biggest size phones and has never carried a plus-size phone
[02:08:45.660 --> 02:08:48.660]  Longer than like a week to review one. Yeah same here
[02:08:49.900 --> 02:08:54.460]  It always bothered me that I wasn't that was no longer getting the best possible iPhone camera
[02:08:54.460 --> 02:08:58.820]  You know that the the 6 plus had optical image
[02:08:59.380 --> 02:09:04.860]  Stabilization for video the next year it had optical image stabilization for video and still
[02:09:04.860 --> 02:09:09.860]  I think I don't know that I know that the technical difference was that it had optical image stabilization in the one year
[02:09:09.860 --> 02:09:11.860]  It was video and the one year it was video and stills
[02:09:13.700 --> 02:09:18.500]  And then the second the second camera right and then it got a second camera
[02:09:19.060 --> 02:09:24.740]  You know, which is that's where it really started to hurt right because you're obviously and I use that second camera a lot
[02:09:24.740 --> 02:09:26.300]  And there you know for them, you know
[02:09:26.300 --> 02:09:30.460]  I don't know what percentage I would actually be interesting if I could script that somehow and see
[02:09:30.460 --> 02:09:38.260]  What percentage of my iPhone pictures I take with which lens I would guess that I take about 95% of my photos with the 1x
[02:09:38.260 --> 02:09:44.220]  lens and about five five percent with the 2x, but when I take one with the 2x, I'm getting a
[02:09:44.940 --> 02:09:52.060]  Summer and some of them are great photos and I'm getting image quality that I would never get that blows away what I would get
[02:09:52.060 --> 02:09:54.580]  With a zoomed in version of the 1x. Mm-hmm
[02:09:55.380 --> 02:09:56.380]  That really bothered me
[02:09:56.380 --> 02:10:01.020]  Whereas I don't think this one is actually plus other than being bigger
[02:10:01.540 --> 02:10:05.540]  Yeah, but I think in the end maybe that's all that matters is that it's bigger
[02:10:05.540 --> 02:10:07.540]  I do have a theory and it's just a theory
[02:10:08.180 --> 02:10:14.220]  Mike Hurley and I talked about this on our podcast upgrade this week because he's a big plus phone user
[02:10:14.220 --> 02:10:16.820]  Yes, and he's a big Apple Apple pencil fan
[02:10:16.820 --> 02:10:20.200]  And I don't I think it's less than 50% chance
[02:10:20.200 --> 02:10:24.160]  But I feel like it's the biggest chance we've had in a long time to say
[02:10:24.160 --> 02:10:30.160]  Maybe this is the year that Apple introduces a phone that has support for a you know
[02:10:30.160 --> 02:10:33.840]  An Apple pencil like device it would have to be smaller than the current Apple pencil
[02:10:33.840 --> 02:10:41.280]  But something like that where you could basically say it's like, you know, it's their equivalent of the galaxy note where it's it's a big phone
[02:10:41.280 --> 02:10:41.880]  It's so big
[02:10:41.880 --> 02:10:45.760]  it's like a notebook, you know, like a paper notebook not a laptop notebook and
[02:10:45.960 --> 02:10:50.000]  you can hold it in your hand and use use our little golf pencil or whatever they call it and
[02:10:50.000 --> 02:10:54.080]  The software is all already there because it's already there for the Apple pencil on the iPad
[02:10:54.280 --> 02:10:57.360]  To do something like that and that would be a way to differentiate it
[02:10:57.360 --> 02:11:03.860]  Right if the iPhone 10 plus also had Apple pencil support because it because then it sort of makes sense on the bigger screen
[02:11:03.860 --> 02:11:07.080]  You can sketch you could write that's that's a theory again
[02:11:07.080 --> 02:11:09.280]  I would probably not put money down on that
[02:11:09.280 --> 02:11:16.200]  But I feel like it might be something they could do to make that a different product in addition to just having it be bigger
[02:11:16.200 --> 02:11:21.080]  Which some people for some people that's all they really want is a bigger beautiful screen
[02:11:21.080 --> 02:11:24.640]  They don't care how big their phone is. They want it as big as possible, right?
[02:11:24.640 --> 02:11:30.320]  I yeah, that is an interesting theory and again nobody I don't think any rumor has said it but it also seems like maybe
[02:11:30.680 --> 02:11:34.200]  There's a lot we don't know yet about what exactly, you know
[02:11:34.200 --> 02:11:38.320]  mainly what it seems like we know about are the displays that that there's
[02:11:38.760 --> 02:11:42.880]  You know a 5.8 inch diagonal OLED, which is exactly like the iPhone 10
[02:11:42.880 --> 02:11:48.200]  We have now in the new iPhone 10, which is as fine a name if whether it's the actual name or not
[02:11:48.200 --> 02:11:52.000]  It certainly is clear what we're talking about. There's a 6.5 inch OLED
[02:11:53.440 --> 02:11:59.680]  Of similar technology or perhaps exact same technology in this bigger new iPhone 10
[02:11:59.680 --> 02:12:05.240]  And that's a yeah, that is pretty 6.5 inch diagonal. It's pretty big. It's huge and then weirdly
[02:12:05.240 --> 02:12:11.120]  There's a 6.1 inch diagonal which is about halfway between with an LCD screen
[02:12:11.120 --> 02:12:18.200]  But also with the iPhone 10 style notch and corner-to-corner around design that is, you know
[02:12:18.200 --> 02:12:23.880]  Obvious obviously since it's using an LCD is going to be lower priced, you know, probably like an $800 starting
[02:12:24.400 --> 02:12:26.400]  point
[02:12:27.320 --> 02:12:33.240]  That pencil rumor it would be interesting I could see that and I could see them making that argument that you know
[02:12:33.240 --> 02:12:38.560]  Cuz it's 6.5 inches diagonal. It is arguably a small tablet as much as it is a large phone
[02:12:38.560 --> 02:12:42.120]  Exactly. It's not I mean, yeah, it's getting to that point
[02:12:42.120 --> 02:12:44.960]  it's not quite an iPad mini or something like that in terms of the because of the
[02:12:45.840 --> 02:12:49.160]  Aspect ratio and all that but there are a couple of reports about it
[02:12:49.160 --> 02:12:52.420]  It's unclear how much of this is echo chamber and how much of this is individual reports
[02:12:52.420 --> 02:12:58.640]  But there are a couple of reports that suggest that pencil support could be there for one or both of those models
[02:12:58.640 --> 02:13:02.920]  Yeah, see that's the question is it would it be one or both and the other nagging thing?
[02:13:02.920 --> 02:13:05.360]  Yeah, cuz you could do it for both. It wouldn't have to limit it
[02:13:05.360 --> 02:13:09.080]  the other nagging thing that I'll throw in there is like sometimes Apple does stuff and you're like
[02:13:09.080 --> 02:13:15.960]  Oh, that's interesting. And then you look later and you're like, oh they were like moving towards something that we didn't realize is
[02:13:16.800 --> 02:13:18.080]  the
[02:13:18.080 --> 02:13:20.080]  Apple pencil and
[02:13:20.120 --> 02:13:23.860]  That Logitech crayon on the low-cost iPad
[02:13:24.520 --> 02:13:27.560]  I think that's interesting because they built an entire new
[02:13:27.560 --> 02:13:35.400]  Way and a new radio method of connecting a stylus to an iPad for that because the the crayon
[02:13:35.800 --> 02:13:42.440]  Doesn't use the Bluetooth connection that the pencil does it uses this other radio connection means you don't have to pair it
[02:13:42.440 --> 02:13:48.480]  You can actually just write on any iPad in a classroom and it'll work and at the time I was like, okay
[02:13:48.480 --> 02:13:51.480]  Well that makes sense for schools and now I look at it and I think well
[02:13:51.560 --> 02:13:57.440]  Are they tinkering with how pencils work and are we gonna see a new kind of pencil technology in the new iPad pros?
[02:13:57.440 --> 02:13:58.760]  this fall and
[02:13:58.760 --> 02:14:00.440]  Maybe in the new iPhones this fall
[02:14:00.440 --> 02:14:07.360]  maybe not maybe not but like it this could be the time that they do something like that and what I like about this idea is
[02:14:07.920 --> 02:14:14.240]  Is that like I said earlier they I've done the job like the software is all there like literally on iOS
[02:14:14.240 --> 02:14:19.560]  I think starting with 11 if you put a pencil onto a lock screen it turns into a note
[02:14:19.880 --> 02:14:26.280]  Hmm and you can just take notes and it just it's taken automatically into a new note without you even unlocking the device
[02:14:26.280 --> 02:14:31.680]  It's like how great would that be on a phone? That's pretty smart and it's already in there. Hmm
[02:14:31.920 --> 02:14:37.440]  My guess is and I I I could be wrong. I don't I like yours I do
[02:14:37.440 --> 02:14:41.280]  I might have I might have to steal them. I'm glad I haven't published this article. Yeah, I
[02:14:43.480 --> 02:14:47.120]  Kind of I have this nagging feeling in the back of my head that
[02:14:48.200 --> 02:14:54.000]  So Apple did this thing where they would just add an S at the end of a model year for the second year for a long
[02:14:54.000 --> 02:15:00.360]  Time they had the iPhone 3g then the 3gs and the 3gs outsold the 3g and then they had the iPhone 4 and the iPhone
[02:15:00.360 --> 02:15:06.000]  4s and the 4s sold out because they just sales kept going up year over year for with every year and in fact
[02:15:06.240 --> 02:15:10.680]  Up until a certain point and I'm not quite sure where that was iPhone 5 or 5s
[02:15:10.680 --> 02:15:17.440]  Maybe but up until a certain point not only was each successive model year of the iPhone better selling than any previous one
[02:15:17.440 --> 02:15:24.720]  each successive model year outsold all previous model years combined which is
[02:15:24.960 --> 02:15:28.520]  Just is a great way to think about how staggeringly
[02:15:29.360 --> 02:15:34.560]  fast and how many years the iPhone growth was where it went from this thing that was
[02:15:34.880 --> 02:15:41.040]  You know famous with our crowd to being this thing. That was everywhere, you know in the most popular brand name and
[02:15:41.040 --> 02:15:50.040]  and most most profitable profit our product ever made each year outsold all previous years combined until a
[02:15:50.360 --> 02:15:52.360]  ridiculous number of years into the iPhone
[02:15:53.280 --> 02:15:56.360]  5s outsold the 5 iPhone 6 was
[02:15:57.400 --> 02:15:58.400]  absolutely
[02:15:58.400 --> 02:15:59.000]  You know
[02:15:59.000 --> 02:16:06.140]  Maybe the most surprisingly best-selling iPhone year ever like Apple was supply constrained longer than they expected
[02:16:06.140 --> 02:16:13.300]  It was as much as Apple and might have anticipated that there were people waiting for bigger iPhones because that was of course the year
[02:16:13.300 --> 02:16:19.180]  Where it went from four inch diagonal to four point eight and the plus size five point five
[02:16:20.140 --> 02:16:21.820]  They were supply constrained
[02:16:21.820 --> 02:16:27.020]  It was unbelievable and then they came out with the 6s and the 6s was the first iPhone generation
[02:16:27.020 --> 02:16:30.820]  That was a quote disappointment and I forget to what degree it was
[02:16:30.820 --> 02:16:35.300]  I forget if it didn't actually I don't think it declined here over here. Oh, yeah. Yeah
[02:16:35.300 --> 02:16:42.100]  Yeah, it was it did the six year was this huge year and everybody went crazy like oh my god
[02:16:42.100 --> 02:16:49.060]  the iPhone is exploding right and then Apple lived it down the next year where they missed their year-over-year growth like three consecutive quarters because
[02:16:49.300 --> 02:16:56.420]  There was so much pent-up demand for the bigger phones and the six is where they all went right and it's funny because only
[02:16:56.700 --> 02:17:02.580]  This year in the last couple of quarters has Apple gotten to the point where they're back up to the there
[02:17:02.580 --> 02:17:07.340]  They're now just above the average of sales level of that peak
[02:17:07.340 --> 02:17:12.700]  It took them like this long for their natural growth to reach the peak of the iPhone 6, right?
[02:17:12.700 --> 02:17:15.380]  Because so many people have been waiting for a bigger iPhone
[02:17:15.380 --> 02:17:18.560]  I really think that's just the base and they could have called these phones anything
[02:17:18.560 --> 02:17:24.540]  They wanted to numbers letters totally and I still think you would have seen that with that first generation of big ones
[02:17:24.540 --> 02:17:26.600]  But I can't help but think that Apple
[02:17:26.600 --> 02:17:33.600]  It saw that and and and that and I think they might be right that that to some degree in the early
[02:17:33.600 --> 02:17:39.600]  Years, it was still more of a tech person product, right it it, you know
[02:17:39.600 --> 02:17:46.900]  It it it it's slowly transferred from being something for Apple nerds to something for every
[02:17:47.400 --> 02:17:50.600]  Everyone who could afford one and in that transition
[02:17:50.600 --> 02:17:58.420]  And in that transition that there became more and more of a consumer level awareness of what was new in a new iPhone and less
[02:17:58.420 --> 02:17:59.560]  of a hey
[02:17:59.560 --> 02:18:05.680]  I can tell you that the iPhone 5s has a 64-bit processor and that's a big deal because everybody thought 64-bit was
[02:18:06.000 --> 02:18:10.880]  Years away for mobile, you know for arm and it's like, you know, try telling that to a normal person
[02:18:10.880 --> 02:18:12.880]  It's like what the hell you're talking about
[02:18:12.880 --> 02:18:16.120]  I can't help but think that with the 6s
[02:18:16.120 --> 02:18:21.920]  They're the perception that ah, they just took it's just the same as the iPhone 6 and they put an s at the end
[02:18:21.920 --> 02:18:27.880]  And there's nothing no big it's not worth buying and I can't help but wonder if Apple got spooked away
[02:18:28.400 --> 02:18:33.720]  from that reusing a number two years in a row because people won't see it as a
[02:18:34.760 --> 02:18:37.520]  You know as an upgrade. Mm-hmm
[02:18:37.520 --> 02:18:41.280]  So I don't know but they could you know, the word new is powerful
[02:18:41.280 --> 02:18:45.480]  So they could just say the the new iPhone 10 and maybe that's enough one thing
[02:18:45.480 --> 02:18:49.720]  they won't do and I I forget if you mention this or not, they're not gonna call it the
[02:18:50.160 --> 02:18:56.400]  The X 2 because we're not supposed to say X even though X 2 sounds like a cool phone, but we call it the 10
[02:18:57.320 --> 02:19:00.400]  But they also won't call it the 10s
[02:19:01.260 --> 02:19:02.420]  because
[02:19:02.420 --> 02:19:08.840]  So many people and this is one of the reasons I thought they wouldn't pronounce the X as 10 say it X anyway, right?
[02:19:08.840 --> 02:19:14.280]  I I wouldn't be surprised if a majority of the people who walk into an Apple store to buy one call it the iPhone X
[02:19:14.280 --> 02:19:16.840]  But it's certainly a significant minority
[02:19:17.120 --> 02:19:23.240]  But then those people they don't want them calling it the excess because then it sounds like the word excess and that's you know
[02:19:23.240 --> 02:19:25.240]  a word with negative connotations
[02:19:26.120 --> 02:19:27.800]  So they're not gonna call it the ass
[02:19:27.800 --> 02:19:28.320]  Yeah
[02:19:28.320 --> 02:19:34.760]  I we've been waiting for this moment where they say the new iPhone right because I think everybody's sort of agreed that
[02:19:35.200 --> 02:19:41.100]  It seemed unlikely that Apple in in ten years time would be selling the iPhone 17, right?
[02:19:41.100 --> 02:19:48.380]  Right there has to get they have to get off the treadmill sometime and the iPhone 10 being the X instead of a number
[02:19:48.900 --> 02:19:50.900]  even though you say it like a number I
[02:19:51.060 --> 02:19:55.460]  Just I looked at that last year and I thought well, maybe this is maybe they'll get off the treadmill now
[02:19:55.460 --> 02:19:59.820]  Maybe not but it's just like Apple has a history of getting to 10 and being like this is good
