[00:00.000 --> 00:02.000]  Do you watch football?
[01:17:59.760 --> 01:18:05.760]  Thinking that it was a tech company when it wasn't um, it's the maybe the problem is that they hired the wrong people
[01:18:06.000 --> 01:18:10.320]  To to accelerate the growth as a media company. What was the guy who's the ceo terry siegel, right?
[01:18:10.400 --> 01:18:13.600]  Like a hollywood guy semel terry semel. Yeah, I think he he yeah
[01:18:13.680 --> 01:18:18.400]  No, I think he and that was the vision that he had. I think that's one that would have made more sense. Um,
[01:18:18.960 --> 01:18:20.560]  but
[01:18:20.560 --> 01:18:24.160]  That's also you have to remember media companies are also all having trouble
[01:18:24.240 --> 01:18:27.760]  So say either they would have gotten it right. It's not clear that they would be uh
[01:18:27.760 --> 01:18:31.520]  That I mean the the verizon acquisition makes sense aol
[01:18:32.160 --> 01:18:37.520]  To their credit spent a lot of money developing their programmatic advertising technology. You know, this is kind of like the
[01:18:38.080 --> 01:18:43.200]  Um, the the android of ad buying relative to like facebook if facebook's the iphone or google's the iphone
[01:18:43.520 --> 01:18:50.320]  Uh where your your target and this is what really slaughtered newspapers and sites in general, right? It used to be you would buy
[01:18:51.120 --> 01:18:56.480]  You if you wanted to reach someone in daton, ohio, you would buy an ad in the daton newspaper, right?
[01:18:56.480 --> 01:19:00.960]  Right now you can just do a programmatic buy where you want to target someone that's in daton, ohio
[01:19:01.040 --> 01:19:03.920]  And you can do all these sorts of things and you don't even know where your ad is going to show up
[01:19:03.920 --> 01:19:08.960]  It's going to show up on on whatever site it might be and this is a reason why web pages suck
[01:19:09.040 --> 01:19:11.280]  I mean we we talked about this last summer. Um
[01:19:12.080 --> 01:19:17.920]  Because of this like there's a misalignment where where between the publishers and the advertisers and this sort of thing
[01:19:17.920 --> 01:19:19.920]  But just so much more efficient. Um
[01:19:20.240 --> 01:19:21.600]  to reach people that way
[01:19:21.600 --> 01:19:29.120]  Uh, and and so al has the technology there there verizon has lots of interesting data about customers. Um, and uh,
[01:19:29.520 --> 01:19:36.400]  And adding yahoo just to add scale to that product makes sense. Um, i'm sure they'll pay some
[01:19:37.200 --> 01:19:39.600]  People will be shocked at how how will the price will end up being?
[01:19:40.480 --> 01:19:41.360]  um
[01:19:41.360 --> 01:19:43.360]  Yeah, and you know
[01:19:43.600 --> 01:19:46.880]  I I know i've mentioned this before too, but it's kind of a fascinating story
[01:19:46.880 --> 01:19:52.960]  But the way that newspapers got squeezed at both ends like where newspapers made fundamentally made most of their money
[01:19:53.280 --> 01:19:59.760]  In two ways at the very biggest ads the full page ads that were in a section of the newspaper like page
[01:20:00.240 --> 01:20:07.520]  Three as a full page ad page five and six as a two-page spread from from aces and around the comics in the lifestyle section
[01:20:07.680 --> 01:20:08.480]  Yeah
[01:20:08.480 --> 01:20:13.360]  And then the other huge source of money were the tiny little text classified ads
[01:20:13.360 --> 01:20:16.800]  All the way in the back of the newspaper because it was two different things
[01:20:17.040 --> 01:20:23.200]  the big ones up front was okay macy's has a lot of money and they want to tell everybody in philadelphia that they're having a
[01:20:23.840 --> 01:20:26.960]  Two-day memorial day sale. How do you tell everybody in philadelphia?
[01:20:26.960 --> 01:20:30.080]  You're having to sell you put a two-page spread ad in the philadelphia inquirer
[01:20:30.880 --> 01:20:36.240]  Um the back of the the back of the newspaper ads where the reader is looking for a job
[01:20:37.200 --> 01:20:40.880]  Where do you go to look for a job you go to the back of the philadelphia inquirer and you find a tiny little?
[01:20:40.880 --> 01:20:42.880]  text ad that that uh
[01:20:44.000 --> 01:20:48.480]  You know has a job listing and the those classified ads were
[01:20:48.940 --> 01:20:53.200]  Incredibly lucrative the prices on them were most expensive most expensive ink in the world
[01:20:53.600 --> 01:20:59.840]  And I and I and they used to price them super smart. I I when I worked at the philadelphia inquirer, uh,
[01:21:00.320 --> 01:21:03.440]  You know, I worked with the promotions or the the classified department
[01:21:03.440 --> 01:21:06.240]  I used to do graphic design for the little promotional things where they would
[01:21:06.480 --> 01:21:10.160]  They would need like if they needed like a flyer for something or whatever I'd do design work
[01:21:10.160 --> 01:21:15.840]  Um, they were priced all over the place. So like a three three lines of text in exact
[01:21:15.840 --> 01:21:18.800]  You know, the classified ads are all just the same font. You don't get to style it at all
[01:21:18.880 --> 01:21:20.960]  Although they would charge you extra if you wanted like bold
[01:21:22.640 --> 01:21:23.840]  Right, oh totally right
[01:21:23.840 --> 01:21:30.240]  So like a help wanted ad was super expensive might be like 150 for like a little three line help wanted ad
[01:21:30.480 --> 01:21:31.680]  In the sunday inquirer
[01:21:31.680 --> 01:21:36.400]  But if you had if you found somebody's wallet and wanted to just put like a loss in order you lost your wallet
[01:21:36.400 --> 01:21:40.240]  You wanted to put like a little lost and found ad in they would charge you like seven dollars
[01:21:40.240 --> 01:21:41.840]  They would just take like seven bucks for you to do it
[01:21:41.840 --> 01:21:48.560]  but they had every ad was sold by a human being who transcribed everything and they could they very very very
[01:21:49.120 --> 01:21:50.240]  um
[01:21:50.240 --> 01:21:52.240]  they were like, uh
[01:21:52.560 --> 01:21:57.360]  They were like the police to make sure that nobody tried to sneak a help wanted ad into the lost and found
[01:21:57.920 --> 01:22:01.600]  Right just to get away, you know, it was like oh no way, you know, like and they knew you know
[01:22:01.680 --> 01:22:03.440]  Each one was way more
[01:22:03.440 --> 01:22:10.720]  Exposed price right at the pain point for anybody who wants to do something totally and then of course that business just completely washed away
[01:22:10.720 --> 01:22:13.280]  Nobody's looking for a job now buys it sunday newspaper
[01:22:13.840 --> 01:22:14.800]  Yep
[01:22:14.800 --> 01:22:19.520]  No, I i'm young enough that I i've found jobs through classifieds. Um, oh, yeah
[01:22:19.840 --> 01:22:23.680]  It was the only way to find a job and it was the only way it was the only way to find an apartment
[01:22:24.400 --> 01:22:26.160]  Yep
[01:22:26.160 --> 01:22:29.440]  Yeah, no, it's uh, it's yeah. No the newspapers are screwed
[01:22:29.440 --> 01:22:34.160]  um, there's I mean, I guess the only other way the only other way you could find an apartment was to like walk through the
[01:22:34.400 --> 01:22:39.440]  Walk up and down the streets of philadelphia and see if anybody had like a rooms for rent sign in front of their building
[01:22:39.440 --> 01:22:43.200]  That was the only other way that there wasn't anything else. No, it looked like savages
[01:22:45.760 --> 01:22:51.360]  Uh, let me take one more break and thank our final sponsor of the day and it is our good friends at fracture
[01:22:51.360 --> 01:22:58.320]  Fracture is a company that prints photos directly onto glass colors pop like you won't believe and it even comes
[01:22:58.480 --> 01:23:01.920]  On a solid backing that is ready to mount right out of the package
[01:23:01.920 --> 01:23:06.240]  All you have to do is stick the included screw in the wall and then you just hang it up and you're done
[01:23:06.560 --> 01:23:10.800]  So it's not like a photo that you then go buy a frame put it in a frame and hand frame
[01:23:11.120 --> 01:23:13.600]  It's everything you need to put it up on a wall
[01:23:14.240 --> 01:23:18.800]  Uh or for the smaller ones to like prop them up on your desk or on a mantle or something like that
[01:23:18.800 --> 01:23:25.840]  It's all right there and in the packaging. It's like the actual thing that they ship the the glass bin is
[01:23:26.640 --> 01:23:29.120]  You take it apart and there it is and it you can hang it right in the wall
[01:23:29.120 --> 01:23:35.840]  It's super super clever and it looks super super sharp because you don't have this border from a frame or any kind of mat around it
[01:23:35.840 --> 01:23:41.360]  It's just the rectangle itself is just like edge to edge the photo. It is amazing
[01:23:42.400 --> 01:23:44.880]  And the quality is really really great. I can't
[01:23:44.880 --> 01:23:50.400]  the ease of use is amazing because you don't have to like stick your photo in a frame and get it to to look square and
[01:23:50.960 --> 01:23:56.640]  All lined up and not uh rotate slightly by like one degree as you close the frame up or anything like that
[01:23:56.640 --> 01:23:58.000]  So there's a huge convenience factor
[01:23:58.000 --> 01:24:03.200]  but there's also a factor which is that it looks as good or better than any way of
[01:24:03.360 --> 01:24:09.360]  Printing your photos that i've ever seen it's really great quality and it's all really affordable too with prices starting at just 15 bucks for
[01:24:09.360 --> 01:24:11.360]  the smallest uh square size
[01:24:11.360 --> 01:24:17.600]  They make great gifts and they are the perfect way to celebrate a shared memory with
[01:24:19.600 --> 01:24:26.240]  Any of your friends and family and it's really really a great idea as all of our photos are digital these days
[01:24:27.360 --> 01:24:32.400]  it really is for me personally, it's it's just so great and and it
[01:24:33.440 --> 01:24:35.680]  I can't say it. You know, it's hard to put in the words
[01:24:36.080 --> 01:24:41.040]  How great it is to take your very favorite photos of the people that you know, that you know, that you know
[01:24:41.040 --> 01:24:44.480]  the people that mean the most to you and turn them into something analog something that isn't
[01:24:44.880 --> 01:24:49.600]  Powered by a battery and doesn't glow and it's just like a nice little artifact that you can do something with
[01:24:50.960 --> 01:24:56.480]  Each fracture is hand assembled and checked for quality by the small team in gainesville florida that does this
[01:24:57.040 --> 01:24:58.240]  um
[01:24:58.240 --> 01:25:02.720]  and if you need any other reason to buy one, you know, whether you're somebody who's already bought one before or
[01:25:04.880 --> 01:25:05.760]  If you've never checked them out
[01:25:05.760 --> 01:25:11.840]  But you've heard me talk about them you can get 10 off using the code talk show 10 all one word talk show
[01:25:12.320 --> 01:25:14.320]  one zero talk show 10
[01:25:14.320 --> 01:25:18.660]  Uh, and you will save 10 off any order big or small at fractureme.com
[01:25:20.000 --> 01:25:22.000]  So my thanks to them
[01:25:23.680 --> 01:25:25.680]  Uh, what else we have what else has been going on
[01:25:27.440 --> 01:25:32.480]  Well, I was I mean I was on vacation last week so I missed some stuff but there was um, uh
[01:25:32.480 --> 01:25:36.400]  I mean there's earnings which is I spend a lot of time on
[01:25:36.560 --> 01:25:39.520]  yeah, we might as well I talked about a little bit last week, but I you know, it's
[01:25:40.160 --> 01:25:41.200]  it's
[01:25:41.200 --> 01:25:43.120]  interesting
[01:25:43.120 --> 01:25:46.080]  Oh, well apple. I mean I I have my um
[01:25:46.880 --> 01:25:53.680]  I'm a little bit actually on a on a whim here, but I thought the apple earnings were fine. Um,
[01:25:54.480 --> 01:25:56.480]  I think the
[01:25:56.560 --> 01:25:58.080]  the
[01:25:58.080 --> 01:26:02.960]  What I did I I did this in a daily update, but I went back and I charted
[01:26:03.440 --> 01:26:09.600]  uh all or I put down all of apple's earnings starting from I think 2010 on because I think that was
[01:26:10.080 --> 01:26:12.000]  No 2011 is when they changed
[01:26:12.000 --> 01:26:16.400]  But basically I did and no I did the iphone all along but did annual earnings like the amount they earned each year
[01:26:16.560 --> 01:26:22.260]  Because it's hard to do quarter on quarter comparisons with the iphone because apple shifted when they launched it in 2011
[01:26:22.260 --> 01:26:29.140]  And also china in particular in particular changed the dates the quarters that it launched in so I just did annual
[01:26:29.620 --> 01:26:31.620]  annual revenue and uh and
[01:26:32.420 --> 01:26:34.420]  annual revenue for for for apple
[01:26:34.660 --> 01:26:36.660]  um or for the iphone specifically
[01:26:37.380 --> 01:26:40.920]  And if you charted revenue from 2008 to 2014
[01:26:41.860 --> 01:26:44.260]  And then you use that to forecast
[01:26:45.060 --> 01:26:47.060]  uh to forecast
[01:26:47.440 --> 01:26:49.440]  2015 and 2016
[01:26:49.540 --> 01:26:51.280]  uh apple
[01:26:51.280 --> 01:26:52.620]  significantly
[01:26:52.620 --> 01:26:53.700]  outperformed
[01:26:53.700 --> 01:27:00.820]  Uh, what you would expect them to in 2016, so their their earnings that they just reported 2016 quarter one were
[01:27:01.460 --> 01:27:05.780]  Were what something like 20 billion or the revenue was like like some significant number?
[01:27:05.860 --> 01:27:10.580]  I should probably open the I wrote it all down, uh was well above what you would expect it to be
[01:27:11.300 --> 01:27:12.420]  um
[01:27:12.420 --> 01:27:13.940]  the problem
[01:27:13.940 --> 01:27:18.660]  quote-unquote problem was that the first quarter last year was so
[01:27:18.660 --> 01:27:22.200]  Unbelievably massive. It was like 50 or 60
[01:27:22.760 --> 01:27:28.600]  Billion more than you would expect or something like that, right that it it the the year-over-year comparison
[01:27:28.760 --> 01:27:34.600]  They barely beat last year. And actually if you look at the inventory numbers and the sell-through numbers, they probably
[01:27:35.320 --> 01:27:43.320]  Slightly slightly under form is very close. Uh, and they're going to under form next quarter. Uh, and and I look at that and
[01:27:44.120 --> 01:27:45.480]  I
[01:27:45.480 --> 01:27:47.880]  Don't buy the iphone has peaked narrative
[01:27:47.880 --> 01:27:55.160]  Um, I think that apple there was a one-time event that there was a combination of polling sales forward
[01:27:55.160 --> 01:28:02.520]  Like people upgraded earlier than they would have but if that was all that was happening then the sales this year would have been
[01:28:03.160 --> 01:28:07.320]  significantly less than they were right the fact that they managed to stay the same and
[01:28:08.000 --> 01:28:12.360]  If looking backwards were well above what you would have expected in 2014
[01:28:12.360 --> 01:28:19.480]  Suggest that they really did take a huge chunk of non iPhone customers. They had a bunch of new customers to Apple and
[01:28:21.000 --> 01:28:26.800]  Those customers Apple has fantastic retention numbers people who buy an iPhone buy another iPhone that
[01:28:27.160 --> 01:28:30.760]  Suggests that the iPhones growth is going to continue
[01:28:31.280 --> 01:28:37.240]  And so I think that this year Apple and I'm not again. I'm not a stock analyst. I say that a lot
[01:28:37.240 --> 01:28:39.240]  I don't get in trouble
[01:28:39.240 --> 01:28:44.000]  But I think it's gonna be down this year because the year-over-year comparison are gonna be tough
[01:28:44.000 --> 01:28:46.000]  but actually I
[01:28:46.000 --> 01:28:52.320]  Think that they're in a lot better shape than people think in that 2017 is gonna be is gonna be a much better year
[01:28:53.160 --> 01:28:57.920]  For them and I feel like they go through this on a regular
[01:28:58.320 --> 01:29:05.000]  Cyclical basis because the last downturn was around sometime in calendar 2013
[01:29:05.000 --> 01:29:11.640]  And it's like a year after Steve Jobs died and everybody was banging the drum on you know
[01:29:11.640 --> 01:29:14.200]  they're doomed without Steve Jobs and
[01:29:15.520 --> 01:29:20.280]  Samsung was putting in record numbers, and there was this narrative that
[01:29:23.800 --> 01:29:26.680]  You know and there was there wasn't even a little bit of truth to it
[01:29:26.680 --> 01:29:33.480]  Which is that there was clearly consumer demand for big phones and Apple's biggest phone was four inches, which wasn't big
[01:29:33.480 --> 01:29:36.440]  So that was actually a true part of it
[01:29:36.440 --> 01:29:40.000]  I mean that even came out in the lawsuit where there was an email
[01:29:40.240 --> 01:29:43.840]  I think from Phil Schiller that was like in entered into evidence
[01:29:43.840 --> 01:29:47.960]  but it said you know people want big phones, and we don't have big phones right now and
[01:29:49.320 --> 01:29:51.240]  This narrative was that you know
[01:29:51.240 --> 01:29:56.640]  Apple's time at the top is over and Samsung's eating their lunch and the stock was really depressed and then all of a sudden you
[01:29:56.640 --> 01:29:58.640]  know the
[01:29:58.640 --> 01:30:04.320]  iPhone 6 comes out, and it's a huge hit and it's like oh the Apple's back, but it's really you know
[01:30:04.320 --> 01:30:11.080]  It was all very predictable. It was you know they just sort of got there there the long time frame that they have to
[01:30:11.920 --> 01:30:18.960]  You know the downside of wow they sell 75 million phones in the first quarter when they're did that
[01:30:18.960 --> 01:30:24.400]  they've been made available is that the way that you can do that is by having the pipeline be like 18 months long and
[01:30:24.400 --> 01:30:28.120]  They got caught behind that the pipeline on when they could come out with
[01:30:29.600 --> 01:30:32.240]  Close to 5-inch phone and a over 5-inch phone
[01:30:32.640 --> 01:30:36.800]  Was behind that the market moved faster than they did and there was an art
[01:30:36.800 --> 01:30:39.520]  But then the rumors came out and therefore there was also this
[01:30:40.960 --> 01:30:44.560]  Clearly a lot of a lot of casual people not people like us
[01:30:44.560 --> 01:30:48.200]  You know go and check out Mac rumors calm every day and see what stuff like that
[01:30:48.200 --> 01:30:54.280]  But just normal people we were like I hear Apple's coming out with a big phone. I'm gonna wait. Mm-hmm
[01:30:54.880 --> 01:30:58.720]  Yeah, the thing the thing the thing that where it's different now
[01:30:58.720 --> 01:31:03.340]  I think those are all spot-on and and that year 2014 was down a bit
[01:31:04.040 --> 01:31:09.520]  Relatively speaking, but they the Apple was still growing right there there the difference now is
[01:31:10.240 --> 01:31:12.240]  it is an
[01:31:12.240 --> 01:31:19.000]  Objective fact that iPhone sales are flat and right next quarter and we're going to go down so I think that
[01:31:19.240 --> 01:31:23.640]  The the narrative back then I think was fueled by this
[01:31:26.880 --> 01:31:27.880]  Misguided
[01:31:27.880 --> 01:31:29.160]  understanding of
[01:31:29.160 --> 01:31:35.340]  Why Apple maintain is able to maintain those margins and profits, and I think people are a little smarter about that now
[01:31:35.340 --> 01:31:39.880]  I mean that's where I really got you know got my start. You know I wrote a
[01:31:39.880 --> 01:31:47.400]  A big thing saying like why disruption advocates got Apple Apple so wrong and actually one of my earliest pieces was predicting that
[01:31:47.680 --> 01:31:49.680]  Samsung was in for a big fall
[01:31:50.200 --> 01:31:52.200]  and I mean but
[01:31:53.120 --> 01:31:55.840]  Relatively speaking for people who understood Apple how it worked
[01:31:55.840 --> 01:32:00.640]  There was a little bit of shooting fish in the barrel right and the and the numbers were on our side
[01:32:00.640 --> 01:32:05.280]  Apple was still growing the big difference now is is objectively speaking the numbers are going down
[01:32:05.280 --> 01:32:07.960]  but you can't ignore the fact that
[01:32:07.960 --> 01:32:09.480]  like
[01:32:09.480 --> 01:32:16.080]  Last year was so unbelievably extraordinary. I mean the numbers were just off the charts and
[01:32:18.480 --> 01:32:23.520]  And it on one hand it's gonna always be hard to compare to other numbers
[01:32:23.600 --> 01:32:28.640]  But if you take out that one year this year is still better than would be expected
[01:32:28.640 --> 01:32:35.040]  And I think that's that key point is being missed and so yeah, so like what you're saying
[01:32:35.040 --> 01:32:39.480]  let's just say we take out the 2015 numbers we take them out and
[01:32:40.040 --> 01:32:42.040]  We leave in
[01:32:42.120 --> 01:32:44.120]  2012 13 14
[01:32:44.320 --> 01:32:50.560]  Yep, 15 to blank and now we go and we show the first of 2016 and then we say now you draw an imaginary line
[01:32:50.560 --> 01:32:51.920]  For where you think?
[01:32:51.920 --> 01:32:52.840]  2015
[01:32:52.840 --> 01:32:56.560]  Went based on what you saw at the end of 2014 and where we are now
[01:32:56.560 --> 01:32:59.440]  And you probably just draw like this night. It looks like a real nice slope
[01:32:59.520 --> 01:33:00.000]  Yeah
[01:33:00.000 --> 01:33:04.800]  I have these exact numbers actually if you do if you forecast linearly from 2008 those of 14
[01:33:04.800 --> 01:33:07.400]  Then 2015 you would have expected to sell
[01:33:07.800 --> 01:33:12.720]  200 million if you do logistic regression like an s-curve which it actually the data would suggest
[01:33:13.840 --> 01:33:19.400]  Then you would expect 178 million Apple actually sold 230 million
[01:33:19.640 --> 01:33:24.620]  So they they exceeded what you would have forecast by 30 to 50 million iPhones
[01:33:24.640 --> 01:33:30.380]  Which would like a really strong quarter like an entire really good for iPhones. That's more iPhones
[01:33:30.380 --> 01:33:35.560]  They sold in 2010 right and like more than they sold in any quarter other than the holiday quarter, right?
[01:33:35.560 --> 01:33:41.440]  I mean it was in it was insane and and and it's like they just added a quarter to their calendar
[01:33:41.540 --> 01:33:44.000]  Yeah in in in a single quarter
[01:33:44.000 --> 01:33:48.520]  And so if you did that same sort of thing and you projected again, you only had data up 2014
[01:33:48.520 --> 01:33:51.960]  You said oh, what do you think's gonna be in 2016 again if you do a win here?
[01:33:52.720 --> 01:33:57.320]  Which it'd be 230 million if you do a win your regression
[01:33:57.320 --> 01:34:01.200]  It would be a which sorry logistic regression
[01:34:01.200 --> 01:34:08.360]  It would be a 184 million because sales were it looked like they were peaking and they were flattening out in 2014
[01:34:09.440 --> 01:34:12.400]  Apple is on pace to sell about 230 million
[01:34:12.400 --> 01:34:18.680]  So either they're right on track with growth if you use a win here or they're vastly exceeding it if you think that growth had
[01:34:18.680 --> 01:34:20.040]  peaked in 2014
[01:34:20.040 --> 01:34:24.240]  regardless the fact matter is like there's there's actually not much evidence that
[01:34:24.240 --> 01:34:28.720]  the only way this story makes sense is if Apple got a bunch of new customers like
[01:34:28.960 --> 01:34:34.160]  In 2015 in a one-time event and it's like well, is there any explanation for that to happen there?
[01:34:34.160 --> 01:34:38.080]  in fact, I'm glad you asked there is they got finally got big screen iPhones and
[01:34:39.200 --> 01:34:44.800]  4g really came online in China is the other real big factor. Yeah. Yeah and China
[01:34:45.800 --> 01:34:50.660]  Basic economy. I mean, I know it's it's not having a good time right now, but in the grand scheme of things though
[01:34:50.660 --> 01:34:52.660]  It's just doing well
[01:34:52.660 --> 01:34:57.660]  Yeah, the grand scheme things. I mean there's there's hundreds of millions of people entering the middle class
[01:34:57.660 --> 01:35:01.700]  I mean like the scale of China is is is hard is hard to comprehend
[01:35:01.700 --> 01:35:07.020]  It's but it's it's it's very large Tim. Actually. This is a point of satisfaction Tim Cook now
[01:35:07.020 --> 01:35:09.460]  I've always quotes this McKinsey study about
[01:35:10.180 --> 01:35:13.660]  About the number of middle-class people coming in China, which he never quoted
[01:35:14.380 --> 01:35:16.380]  until until I
[01:35:16.480 --> 01:35:21.980]  Earnings call a couple quarters ago and I happen to have included in a daily update before then
[01:35:21.980 --> 01:35:23.540]  So I don't think he read it
[01:35:23.540 --> 01:35:27.060]  But I like to think that someone found the link and then and then for it
[01:35:27.060 --> 01:35:32.140]  It's been it's been in every earnings call ever since it's like it's a relatively obscure study. Um
[01:35:33.380 --> 01:35:36.140]  But that's like that's how I put myself to bed at night
[01:35:37.140 --> 01:35:43.260]  So here's an iPhone related thing and I wanted to I knew I wanted to shoot it past you and see what you have to
[01:35:43.260 --> 01:35:45.260]  say a
[01:35:45.260 --> 01:35:46.860]  reader
[01:35:46.860 --> 01:35:53.940]  Let me try to paraphrase it is let's say the a let's let's accept that the rumors about next month's new
[01:35:53.940 --> 01:35:59.460]  iPhone are true that there's a new four inch model that supposedly called the 5se
[01:35:59.980 --> 01:36:02.580]  look, it doesn't really make a lot of sense to me, but
[01:36:03.340 --> 01:36:05.860]  Let's just say a lot of Apple's names. Don't ya?
[01:36:07.380 --> 01:36:08.460]  And
[01:36:08.460 --> 01:36:15.780]  It's four inches and it has the specs more or less of an iPhone 6 meaning it has an a
[01:36:15.780 --> 01:36:17.300]  a
[01:36:17.300 --> 01:36:19.500]  Wait, what are we up to that 6s?
[01:36:20.780 --> 01:36:27.860]  Yeah, 6s has an a9 processor. So that's the state-of-the-art. It has so what it has is an a8 processor
[01:36:30.300 --> 01:36:35.660]  The current 5s the 4-inch phone that you could go in and buy today has
[01:36:37.740 --> 01:36:40.820]  As the a7 as the first 64-bit a7
[01:36:40.820 --> 01:36:48.460]  So it goes to an a8 processor and has a camera roughly equivalent to the iphone 6
[01:36:49.060 --> 01:36:51.420]  It's more or less like a 4-inch version of the iphone 6
[01:36:52.060 --> 01:36:55.740]  And it'll probably sell for out, you know, same price point $100 less
[01:36:56.860 --> 01:36:58.860]  So the question from the reader is
[01:36:59.860 --> 01:37:04.260]  Have they backed themselves into a corner and they have to use this year-old
[01:37:04.260 --> 01:37:13.420]  A8 processor and camera specs because they have to hit this hundred dollar or less than the iphone 6 price slot or
[01:37:14.060 --> 01:37:18.980]  Is this was this part of the have they painted themselves in the corner or have they deliberately chosen?
[01:37:19.260 --> 01:37:21.940]  To set up that corner because that's what they wanted all along
[01:37:23.660 --> 01:37:27.220]  I mean, I think that there's the idea of
[01:37:27.220 --> 01:37:34.140]  Of having the better specs and the more expensive phone. I think we're asking. Why don't they make a a
[01:37:35.660 --> 01:37:43.700]  Price $650 5-inch or 4-inch phone, right? I think that that what's underlying the the question did that because I've always priced by size
[01:37:43.700 --> 01:37:49.620]  Right sort of thing. Yeah, and I thought that it speaks to people's that there's some number of people out there who really still want
[01:37:49.620 --> 01:37:51.620]  a 4-inch phone, but they also want that the
[01:37:51.620 --> 01:37:57.820]  Top-of-the-line specs. Yeah, there's probably an aspect to that
[01:37:57.820 --> 01:38:02.180]  I mean Apple Apple has always gone for the sort of like easy to explain pricing
[01:38:03.180 --> 01:38:08.100]  you know, like iPods were you know, or even iPhones by memory right like which is
[01:38:08.940 --> 01:38:11.940]  Which is very easy to explain and very profitable
[01:38:13.380 --> 01:38:19.380]  It doesn't make a lot of sense given it doesn't make it easy at all. Well, it makes a ton of sense
[01:38:19.380 --> 01:38:24.060]  It all well, it makes a ton of sense actually makes a ton of sense perspective because right
[01:38:24.060 --> 01:38:26.140]  But it doesn't make sense that it's being priced
[01:38:26.900 --> 01:38:32.780]  I'm not even fairly is not quite the right word, but but in it commensurate with the price of the components, right?
[01:38:32.780 --> 01:38:35.100]  Well, this is something people always get tripped up on right?
[01:38:35.100 --> 01:38:38.220]  I mean our price is what the market will bear it has nothing to do with what goes into
[01:38:38.660 --> 01:38:41.780]  You know what goes in the products? I think that's I think that's probably
[01:38:44.140 --> 01:38:48.020]  Yes, I think you can look at that apples in a corner in that they
[01:38:48.020 --> 01:38:51.180]  Given the way they do their pricing
[01:38:51.860 --> 01:38:54.420]  It should be less and that sort of thing
[01:38:55.780 --> 01:38:57.780]  You know that said
[01:39:00.540 --> 01:39:05.780]  That's it I think it's fair I think it's a it's a fair thing to say but I think it also fits their strategy
[01:39:05.780 --> 01:39:10.740]  I mean, yeah, I don't think that they found themselves here accidentally though and that they're like ooh, you know
[01:39:10.740 --> 01:39:14.820]  Like they you know, like the the analogy of painting yourself in a corner is that you turn around you realize?
[01:39:14.820 --> 01:39:18.340]  Oh, I did not leave myself a way out here and you didn't think about it when you got started
[01:39:18.340 --> 01:39:24.380]  I think they knew exactly what they were doing and they know that yes that this means that anybody who wants a four-inch phone
[01:39:24.700 --> 01:39:26.540]  with top-of-the-line specs
[01:39:26.540 --> 01:39:33.940]  Does not get that but why are they watching it in the spring? That's kind of weird. Was it just not ready or I
[01:39:34.500 --> 01:39:37.580]  Wait here. I'll tell you what I I'll tell you what I'll tell you one thing. I think it's interesting
[01:39:37.580 --> 01:39:40.960]  I think that Apple did have the strategy to
[01:39:40.960 --> 01:39:45.120]  To because a big where they did the 5c
[01:39:46.960 --> 01:39:48.680]  The 5c
[01:39:48.680 --> 01:39:49.640]  was
[01:39:49.640 --> 01:39:54.720]  Cheaper to produce than the 5 was that was that was I don't think that was any question
[01:39:54.720 --> 01:40:01.120]  That was an important part of it. And I think I suspect Apple wanted to keep the 5c around longer than they did
[01:40:01.200 --> 01:40:09.320]  yeah, but I think what Apple learned from that is that it didn't it it screamed that this is not
[01:40:09.320 --> 01:40:11.320]  This is a cheap iPhone, right?
[01:40:11.320 --> 01:40:15.120]  it was obviously a cheap iPhone you could if whereas if you bought a
[01:40:15.640 --> 01:40:18.600]  The $450 iPhone the lowest one that was available
[01:40:19.260 --> 01:40:24.860]  No one knew if that was you bought it because it's a cheap iPhone you or you it was just your expensive iPhone
[01:40:24.860 --> 01:40:26.720]  That was two years old or when you told or whatever, right?
[01:40:26.720 --> 01:40:33.160]  But it was still an iPhone the 5c was never an iPhone in the way that every other iPhone has been an iPhone because it
[01:40:33.160 --> 01:40:35.160]  was never the flagship and
[01:40:35.160 --> 01:40:39.600]  And sorry go ahead. No, you know you go in and so I think Apple wants to
[01:40:40.240 --> 01:40:44.940]  The I think that there's things to lend itself to the 5c strategy was cheaper to produce
[01:40:45.880 --> 01:40:47.280]  You know
[01:40:47.280 --> 01:40:52.320]  They're using components that out there that they've all let the warning curve. They're producing them super cheaply
[01:40:52.320 --> 01:40:56.420]  I think they want that from an operational perspective. They want to go lower market
[01:40:56.420 --> 01:40:59.960]  I think they would like to have like a $350 phone for like India, for example
[01:40:59.960 --> 01:41:06.100]  Um, but they but they've learned they need to retain the this is an iPhone
[01:41:07.080 --> 01:41:10.600]  Sensibility and I think they're trying to figure that out. I suspect that's that goes into
[01:41:11.120 --> 01:41:16.440]  the the 5 se and they're trying to find the right balance where how can we get all the benefits of
[01:41:17.180 --> 01:41:23.600]  Building a phone from scratch to be cheaper as opposed to just using an expensive phone and selling it forever
[01:41:24.040 --> 01:41:27.200]  But still maintain the this is the iPhone sort of aura
[01:41:27.200 --> 01:41:30.880]  I think that the timing is exactly on plan and I think it makes a ton of sense
[01:41:30.880 --> 01:41:35.200]  And I think it's because at the low end at the high end these phones
[01:41:35.480 --> 01:41:40.480]  Very consistent ever since they moved to releasing them in September instead of late June early July
