[00:00.000 --> 00:01.840]  Are you recording?
[01:12:00.180 --> 01:12:05.540]  So there's an on-off switch at the top, just like the iPhone, volume up, volume down on
[01:12:05.540 --> 01:12:07.180]  the side.
[01:12:07.180 --> 01:12:11.380]  And then on the front face, underneath the screen, there's just a circle, and that circle
[01:12:11.380 --> 01:12:12.380]  is the home button.
[01:12:12.380 --> 01:12:16.100]  And the home button does exactly what the home button on the iPhone does, is it takes
[01:12:16.100 --> 01:12:21.220]  you to a home screen full of app icons.
[01:12:21.220 --> 01:12:29.540]  So in one sense, I found myself very � for an iPhone user, there's no way to get lost
[01:12:29.540 --> 01:12:30.540]  or confused.
[01:12:30.540 --> 01:12:35.700]  It's very, very iPhone-like in terms of what's the basic gist of how you use the
[01:12:35.700 --> 01:12:39.780]  thing.
[01:12:39.780 --> 01:12:58.220]  I
[01:12:58.220 --> 01:13:21.300]  was
[01:13:21.300 --> 01:13:28.580]  better company than Verizon or AT&T, albeit with a smaller network coverage. But it's like 50�I
[01:13:28.580 --> 01:13:32.740]  think to start, you could get one for it's like 50 bucks a month, and it's prepaid. You don't
[01:13:32.740 --> 01:13:37.300]  have to get in a contract or anything. But even 50 bucks felt like too much to waste on this thing.
[01:13:38.100 --> 01:13:45.140]  Well, you know, and I don't regret the $100. I feel like I got $100 worth of curiosity answered.
[01:13:45.140 --> 01:13:50.900]  And just using it at home on the Wi Fi network is more than enough to satisfy my questions about it.
[01:13:50.900 --> 01:13:55.780]  I don't feel like the ability to actually go out and use it outside the house would answer
[01:13:55.780 --> 01:14:00.580]  anything other than, you know, so I haven't been able to send any text messages because I don't
[01:14:00.580 --> 01:14:05.700]  have a SIM card in it. And I haven't been able to place an actual phone call. But I don't like
[01:14:05.700 --> 01:14:10.020]  talking on the phone anyway. But who does? Yeah, who does that? Right. Who uses the phone part of
[01:14:10.020 --> 01:14:15.460]  the phone? Right. And when I say that it's not good, when I say that it's not good, I do not
[01:14:15.460 --> 01:14:23.140]  mean in comparison to a $700 iPhone five s, which is truly not a fair comparison, a $99 unlocked
[01:14:23.140 --> 01:14:29.460]  phone to an iPhone five s that in the unlocked, you know, sells for seven or $800, which is that's
[01:14:29.460 --> 01:14:36.180]  not a fair comparison. I would say and I don't have it here. So I can't, you know, I don't have
[01:14:36.180 --> 01:14:42.020]  one in the house. But where Nokia has been going on, and now Nokia is, you know, handset division
[01:14:42.020 --> 01:14:50.260]  is part of Microsoft. And Motorola has been going on Android, in terms of lower cost smartphones.
[01:14:50.900 --> 01:14:57.780]  And I did see when I was out at build for the Microsoft conference a month ago, I saw a low end
[01:14:57.780 --> 01:15:05.700]  Nokia, Windows phone handset that I think unlocked was I could be wrong here, but it was like $129.
[01:15:05.700 --> 01:15:13.140]  dollars. Way better than this device. Like, you know, and again, not, you know, definitely not
[01:15:13.140 --> 01:15:20.180]  iPhone five, five s five c iPhone five, anything, you know, caliber, not even iPhone four s caliber,
[01:15:20.180 --> 01:15:25.860]  but pretty good, like in terms of things like frame rate, and, you know, load a web page and
[01:15:25.860 --> 01:15:29.380]  slide your thumb around and how does it keep up with your thumb and stuff like that pretty good.
[01:15:30.020 --> 01:15:34.660]  And I know Motorola has a new thing, I forget which the model number is, but they have one
[01:15:34.660 --> 01:15:41.460]  that's like $129. And so they're not quite at the $99 price I paid for this, but 129 to 99
[01:15:41.460 --> 01:15:49.620]  is pretty fair comparison. And this this phone has got a lot of problems. Video, so when you
[01:15:49.620 --> 01:15:56.260]  shoot video on this phone, it's like 380 by like 240 pixels, which is really a pretty,
[01:15:56.260 --> 01:16:06.180]  pretty low size. And it's 15 frames per second. So you're you know, I mean, it's it's almost like
[01:16:06.180 --> 01:16:11.220]  if that's all they were able to put in here, I almost I mean, I guess it's better than nothing,
[01:16:11.220 --> 01:16:15.460]  but it's not much better than nothing. Yeah. Can you remember? Do you remember that the original
[01:16:15.460 --> 01:16:23.220]  iPhone didn't shoot video? Yeah, that's that is I caught myself thinking about that kind of crazy.
[01:16:23.220 --> 01:16:26.420]  Is that right? I was like, that can't be right. And then they like went back and looked and I was
[01:16:26.420 --> 01:16:33.140]  like, Yep, that was right. But I do think I'll bet that that was the sort of decision Apple made with
[01:16:33.140 --> 01:16:38.580]  the original iPhone where they probably could have done something like shot posted stamp sized
[01:16:38.580 --> 01:16:43.140]  15 frames per second video and they were like, it'd be better not to even shoot video than
[01:16:43.140 --> 01:16:50.180]  to offer video like that. Eventually there was an app. How did that work? Right. That's sort of
[01:16:50.180 --> 01:16:56.980]  when did video come to the iPhone? Was it? Was it? Was it on the 3G 3GS? Because the 3GS 3G only
[01:16:56.980 --> 01:17:04.180]  because it needed a better processor, right? The 3G only added 3G and a new a new case design,
[01:17:04.180 --> 01:17:08.580]  right? But technically, it didn't it didn't increase the CPU's, you know, didn't increase
[01:17:08.580 --> 01:17:14.180]  the RAM didn't increase the storage. The one and only technical difference other than the outside
[01:17:14.180 --> 01:17:22.900]  appearance between the original iPhone and the 3G was 3G. Maybe there was a jailbreak app that added
[01:17:22.900 --> 01:17:28.020]  video to the earlier ones because I remember that there was one and I never I never installed it
[01:17:28.020 --> 01:17:32.740]  just because it but I think by the that point, I already moved on. The camera is just really bad
[01:17:32.740 --> 01:17:37.220]  the video. It's not just that the video is low. It's it really takes terrible, terrible photographs.
[01:17:37.220 --> 01:17:47.140]  And again, I so with the Nokia one, the Nokia is low end $129 smartphone. The only photos I got to
[01:17:47.140 --> 01:17:52.820]  take I was in a room in Moscone where they had demo unit set up for media to play with. I mean,
[01:17:53.460 --> 01:17:59.380]  but I could I the Nokia has a, you know, if anything, they have it. Yeah. If anything,
[01:17:59.380 --> 01:18:04.740]  Apple just Apple just hire their Yeah. Yeah. And from everything I've read about it,
[01:18:04.740 --> 01:18:09.460]  that's a pretty big hire that he wasn't, it's not just the name that he actually was largely,
[01:18:09.460 --> 01:18:14.500]  you know, played a big part in making Nokia. They're either one and two or two and one.
[01:18:14.500 --> 01:18:18.260]  I mean, that's, you know, more or less the gist is that the two best companies that
[01:18:18.260 --> 01:18:22.420]  at mobile photography right now are Apple and Nokia. And it doesn't matter which one you think
[01:18:22.420 --> 01:18:27.380]  is one and which ones to, you know, they're just leading the way in terms of image quality and
[01:18:27.380 --> 01:18:32.820]  features and stuff. And this phone from ZTE is just it just feels like it's at least 10 years old.
[01:18:32.820 --> 01:18:39.540]  And it makes me wonder about Firefox in general. I mean, I you know, I've
[01:18:39.540 --> 01:18:47.460]  was never really a full time Firefox user on the on the desktop. But it just it's like,
[01:18:47.460 --> 01:18:52.820]  why are they way it just feels to me like this is just a waste of time on their part. I don't know.
[01:18:52.820 --> 01:18:58.500]  And I feel like they're they feel locked out because these mobile platforms don't allow
[01:18:58.500 --> 01:19:04.900]  at least iOS certainly doesn't allow them to include their own rendering engine. You know,
[01:19:04.900 --> 01:19:10.020]  even Chrome doesn't get to Chrome for iOS doesn't use the Chrome rendering engine.
[01:19:10.020 --> 01:19:15.860]  It's just a Chrome wrapper around the system's WebKit version. You know, and so if you're a
[01:19:15.860 --> 01:19:22.420]  company like Mozilla, that you know that the whole point of your existence is to have your rendering
[01:19:22.420 --> 01:19:29.060]  and engine out there powering people surfing the web, I can see why you would want a mobile
[01:19:29.060 --> 01:19:33.060]  operating system of your own so you could do it. But if this is how far behind you are,
[01:19:33.060 --> 01:19:37.620]  boy, it's it's gonna be tough to get anybody to I just can't see why anybody would buy it.
[01:19:38.980 --> 01:19:44.100]  If you have the $99 to spend on it, I just can't see why you wouldn't save up another 30 and get
[01:19:44.100 --> 01:19:49.140]  a Motorola Android phone or get a Nokia Windows 8 phone when you get so much more
[01:19:49.140 --> 01:19:53.220]  and much more likely to get the Android phone. I mean, well, statistically,
[01:19:53.220 --> 01:19:56.740]  more people would get the Android phone. Yeah, well, they would right now, at least
[01:19:56.740 --> 01:20:01.780]  statistically, although, you know, because you're buying into a bigger ecosystem, right?
[01:20:01.780 --> 01:20:05.700]  I just feel and I feel like the only other reason I can think of them someone would buy this phone
[01:20:05.700 --> 01:20:11.460]  would be the politics of it, you know, that you support the the whole political angle of Mozilla
[01:20:13.540 --> 01:20:17.780]  and the, you know, open web and etc, etc. But I just don't see how there's enough people out
[01:20:17.780 --> 01:20:24.420]  there that that's a statistically valid number of people. Right now, it looks like it erased
[01:20:24.420 --> 01:20:33.540]  my notebook. I had some notes, but they're, they were written using the notebook app on the actual
[01:20:33.540 --> 01:20:39.780]  phone and and it seems as though now they're they're gone. That's a shame. I can remember a
[01:20:39.780 --> 01:20:46.580]  lot of them. One of the big problems with this operating system is it does not support selecting
[01:20:46.580 --> 01:20:52.500]  text. So there's no cut copy. So it's a lot like the original iPhone.
[01:20:52.500 --> 01:20:56.500]  It is. And, you know, and there's, you know, I twittered about some of these things and people,
[01:20:56.500 --> 01:21:03.780]  you know, who support, you know, you know, who are fans of that, I guess, you know,
[01:21:03.780 --> 01:21:09.140]  tried to call me a hypocrite for it that, you know, how was it okay for Apple in 2007 when
[01:21:09.140 --> 01:21:13.460]  the iPhone was new and it's not okay now? Well, that's because it's not 2007 anymore, right?
[01:21:13.460 --> 01:21:16.980]  It's, you know, the world's moved on. And
[01:21:20.100 --> 01:21:24.260]  other people called me out the other way. And when I said that it was unacceptable,
[01:21:24.900 --> 01:21:27.620]  it was acceptable for Apple then, but it's unacceptable now. And they said,
[01:21:27.620 --> 01:21:30.660]  no, it was unacceptable for Apple then too. It used to drive me nuts.
[01:21:32.740 --> 01:21:37.300]  But my point to them is that no, that was annoying. Then it was like an obvious
[01:21:37.300 --> 01:21:41.220]  shortcoming, but it was clearly acceptable because we were using it. And you're even
[01:21:41.220 --> 01:21:44.340]  admitting that you still used it, right? We were frustrated by it, but we still use it.
[01:21:45.140 --> 01:21:49.780]  When I say it's unacceptable now, I mean, I can't imagine why someone would buy this phone where
[01:21:49.780 --> 01:21:54.180]  they can't select, cut, copy and paste when for about the same amount of money, they could buy
[01:21:54.180 --> 01:21:59.220]  a different one that does. I mean, everything has to be taken in context, right? Like, I mean,
[01:21:59.220 --> 01:22:07.540]  the context of 2007 was the iPhone was an amazing phone for the time, even with its flaws, right?
[01:22:07.540 --> 01:22:11.940]  That people, and we did put up with it with those shortcomings. And I just can't see why someone
[01:22:11.940 --> 01:22:16.900]  would put up with these now. I can't believe that it erased my notes. I think it's because I might
[01:22:16.900 --> 01:22:21.460]  have let the battery die. I don't know. Didn't like what you were saying about it.
[01:22:26.580 --> 01:22:30.820]  You can't even the web browser, which you would think would be the one thing that might be good
[01:22:30.820 --> 01:22:39.220]  because it's, you know, Firefox is own thing. It's not good. You can't do things like jumped,
[01:22:39.220 --> 01:22:43.620]  like when you're scrolled down, you can't jump to the top. Like it doesn't have the iPhone thing
[01:22:43.620 --> 01:22:49.140]  where you just tap the status bar and scroll to the top. But the only way to get to the interface
[01:22:49.140 --> 01:22:53.860]  to manage your multiple tabs is at the top. So if you're scrolled down on a web page and you want to
[01:22:53.860 --> 01:22:57.940]  switch to another tab that's open, you have to sit there and flick, flick, flick, flick, flick,
[01:22:57.940 --> 01:23:01.460]  flick, flick, flick, flick, flick, flick, flick, flick, flick, flick, flick, flick, flick, flick.
[01:23:01.460 --> 01:23:05.860]  And it doesn't really have a lot of inertia either. So if it's a long enough page that
[01:23:05.860 --> 01:23:10.260]  you've been reading, I'm not exaggerating how many flicks you need to get to the top, which is where
[01:23:11.780 --> 01:23:23.380]  the tab management is. And there's no bookmarks. Therefore, there's no bookmark. Let's and I use,
[01:23:23.380 --> 01:23:29.380]  you know, it's there's no book. There are no bookmarks. No, not that I can tell.
[01:23:30.660 --> 01:23:33.380]  I don't know if there's bookmarks. I don't know how you how you make them.
[01:23:34.740 --> 01:23:40.500]  Well, I guess our bookmarks here. Oh, yeah, I've just found it. Well, let's just say that the
[01:23:40.500 --> 01:23:50.980]  bookmarks are hidden. It's not intuitive. No, not intuitive. The email client isn't too bad. It's
[01:23:50.980 --> 01:23:58.180]  got a decent IMAP client. It's usable, at least. But they just and you know, and it's this whole
[01:23:58.180 --> 01:24:02.740]  is a Thunderbird is a branded Thunderbird. Is that no, are they owned by? Oh, I don't know if
[01:24:02.740 --> 01:24:06.900]  they talk about Thunderbird anymore. No, they call it it's just called email. And in fact,
[01:24:06.900 --> 01:24:14.100]  I think what's interesting is they they spell it e dash capital M ai l, which to me looks like and I
[01:24:14.100 --> 01:24:18.740]  you know, God knows I love some curmudgeonly grammar and spelling and stuff like that. But
[01:24:18.740 --> 01:24:28.180]  the dash in email feels kind of old timey feels a little 1990s. And they have a thing called
[01:24:28.180 --> 01:24:33.060]  marketplace, which is like their app store. But really, it's just sort of like a directory of
[01:24:33.060 --> 01:24:39.700]  mobile operated mobile optimized websites. And when you create an app and download an app out
[01:24:39.700 --> 01:24:43.700]  of one of these things, it's really just you know, like when you're on iOS, like when you
[01:24:43.700 --> 01:24:49.540]  use the plus button and save a web page as an app, and it just you just lose the browser Chrome.
[01:24:50.580 --> 01:24:54.100]  So that's like what the Twitter app for this thing is the Twitter app is just
[01:24:54.100 --> 01:24:59.780]  a it seems a little bit different than when you go to Twitter on an iPhone, but not much.
[01:25:03.620 --> 01:25:07.460]  And I haven't done that in so long. And therefore, though, you can't do anything now,
[01:25:07.460 --> 01:25:12.180]  you can't do anything like have two different accounts any more than you can have two accounts
[01:25:12.180 --> 01:25:18.900]  on, you know, the Twitter website. There's no account switching. So it's just, you know,
[01:25:18.900 --> 01:25:22.660]  when you use Twitter on this, it's just the mobile Twitter website.
[01:25:23.220 --> 01:25:29.140]  Yeah, I remember that those days of using like the mobile Major League Baseball site and all those
[01:25:29.780 --> 01:25:33.940]  the websites mobile. Yeah, right. Right. No, that's a lot like using this.
[01:25:33.940 --> 01:25:43.460]  Mostly mostly because of edge. All right. Not because they were better. They were just
[01:25:43.460 --> 01:25:48.660]  they loaded faster. Right. And so, on the one hand, there's the web and what you call the web
[01:25:48.660 --> 01:25:52.100]  as a developer can mean different things to different people. And one thing could just be
[01:25:52.100 --> 01:26:02.180]  using HTML, CSS and JavaScript to do the actual layout and development of the app.
[01:26:02.180 --> 01:26:08.100]  And web OS worked that way, right from palm and later HP, where apps were really just sort of
[01:26:08.100 --> 01:26:13.460]  like bundles that inside were implemented using HTML, CSS and JavaScript. And there's nothing
[01:26:13.460 --> 01:26:19.620]  wrong with that. Although there's some performance problems you have to overcome if you want to be
[01:26:19.620 --> 01:26:29.460]  compared favorably to native code, like Objective C running on iOS, or even the Java type byte code
[01:26:29.460 --> 01:26:38.100]  that you run on Android. But it could be overcome. But what Firefox OS does really is just load
[01:26:38.100 --> 01:26:43.460]  things, you know, actual websites over the internet and save them. And so a lot of stuff
[01:26:43.460 --> 01:26:49.460]  stops working if you don't have an internet connection. Like there's games they called
[01:26:49.460 --> 01:26:53.620]  the games you can get. But then if you don't have an internet connection, the games don't load
[01:26:53.620 --> 01:26:59.940]  because you can't connect to the server anymore. And it's not entirely cached locally. And I just
[01:26:59.940 --> 01:27:06.980]  don't feel like there's any, you know, I don't we haven't gotten to a place where always having an
[01:27:06.980 --> 01:27:14.660]  internet connection is a thing, right? Right. I thought of you because what was the thing you
[01:27:14.660 --> 01:27:18.980]  bought? You bought the for similar reasons? Like I want to find out what the how the other side
[01:27:18.980 --> 01:27:26.100]  lives. You bought the fire tablet, right? No, I bought the Nexus seven Nexus seven. Yeah. How's
[01:27:26.100 --> 01:27:36.980]  that going? It's rather somewhere. Didn't work out that great. No, it was it was it was all right.
[01:27:36.980 --> 01:27:44.020]  I mean, it's, you know, for I mean, I think in that case, at the price, because it was only,
[01:27:44.020 --> 01:27:48.420]  you know, this was a couple years ago now. And it was only 200 bucks. It was like an eight gigabyte.
[01:27:48.420 --> 01:27:54.820]  It was at a price point that there wasn't an iPad available at that price point. And, you know,
[01:27:54.820 --> 01:28:03.300]  there's it's a ecosystem that has apps and Android is a full fledged operating system. So it was OK,
[01:28:03.300 --> 01:28:10.660]  but I, you know, not a year into using it, I ended up having battery problems and then,
[01:28:11.700 --> 01:28:15.940]  you know, had to reset it, recondition it to get it to the point where it would really hold
[01:28:15.940 --> 01:28:22.100]  a charge for a good amount of time. And then one of the things I wanted to use it for was listening
[01:28:22.100 --> 01:28:29.380]  to music on, you know, on my desk as I was working. And it was just there was a lot of
[01:28:29.380 --> 01:28:37.380]  bleed through in the device of sound, you know, from other electronics, the kind of problems that
[01:28:37.380 --> 01:28:42.020]  we used to have. I mean, it seems like we used to have those problems like I used to have to turn
[01:28:42.020 --> 01:28:46.900]  off. Yeah, that the phone to do a podcast or that kind of thing. Or if you got your headphones too
[01:28:46.900 --> 01:28:53.700]  close to your laptop, you'd get weird. Yeah, back. Yeah. And it wasn't it's not it wasn't
[01:28:53.700 --> 01:28:56.980]  the headphone because it's the same headphones that I use with my iPhone and everything else.
[01:28:56.980 --> 01:29:03.940]  And I don't get it with any other device other than other than that. So the other thing about
[01:29:03.940 --> 01:29:10.260]  this Firefox phone, it has a four point zero inch screen. I think the aspect ratio is a little bit
[01:29:10.260 --> 01:29:16.340]  wider when you're holding it in portrait than the iPhone. But roughly, it's roughly an iPhone
[01:29:16.340 --> 01:29:21.460]  size device. And I do find that comfortable. I don't find myself wishing that the screen
[01:29:21.460 --> 01:29:28.020]  were bigger. I don't know. I feel like I don't know. I feel like I'm going to it's going to
[01:29:28.020 --> 01:29:36.100]  be a problem for me if the new iPhone is bigger. Yeah, I know. Yeah. I mean, I'll wait until I see
[01:29:36.100 --> 01:29:41.380]  it. But I don't feel like I want a bigger iPhone, particularly. I'm curious. The other thing I guess
[01:29:41.380 --> 01:29:44.900]  I'm curious about, and it occurred to me when I was thinking about how the buttons are the same
[01:29:44.900 --> 01:29:49.700]  as the iPhone, except for the lack of a mute switch. But most phones don't have mute switches.
[01:29:50.740 --> 01:29:57.940]  And Apple, who is notoriously sort of minimalist on including hardware buttons, you know, I love
[01:29:57.940 --> 01:30:03.220]  the mute switch on the iPhone. I don't like whenever I try out these other phones, and you
[01:30:03.220 --> 01:30:08.100]  have to do like this one, the way to get into mute is you hold down the power button. And instead of,
[01:30:08.100 --> 01:30:13.780]  you know, like as though to turn off the phone, but you get a menu with four options, turn off
[01:30:13.780 --> 01:30:20.260]  airplane mode, or turn it on silence incoming calls, restart power off. And I think Android
[01:30:20.260 --> 01:30:26.100]  does the same thing where if you want to, at least an Android phone that I had a while ago did,
[01:30:26.100 --> 01:30:29.940]  where if you wanted to turn off the sound, you hold down the power button, wait for a menu to
[01:30:29.940 --> 01:30:40.020]  come up and then hit it. I love that like, you know, at the start of my son's concert a couple
[01:30:40.020 --> 01:30:44.180]  weeks ago, I didn't even have to take my phone out of my pocket. I just, you know, just toggled,
[01:30:44.180 --> 01:30:48.020]  stick your hand in and yeah, just toggle the switch and then I know it's not going to make a
[01:30:48.020 --> 01:30:56.660]  sound. I do the opposite. I mean, I almost always have it in mute and only when I'm expecting a call
[01:30:56.660 --> 01:31:02.580]  that I want. Do I turn it off mute? Yeah, I could do that too. Or just to double check it really.
[01:31:02.580 --> 01:31:06.340]  A lot of times when I want to turn on mute, it already is on mute and I don't turn it off.
[01:31:06.340 --> 01:31:09.540]  I thought you were going to say that you do the opposite. And when your son's school is
[01:31:09.540 --> 01:31:14.660]  going to have a concert, you turn your phone up real loud. I got to take this. Sorry.
[01:31:15.940 --> 01:31:20.580]  I thought that's what you were going to say. Spend 45 minutes in the lobby
[01:31:20.580 --> 01:31:28.420]  drinking. Please turn off silence. I do the opposite. You're not going to tell me when
[01:31:28.420 --> 01:31:35.780]  to silence my phone. I'm turning mine up and I've set my ringtone to a song with
[01:31:35.780 --> 01:31:42.020]  inappropriate lyrics. Get wrestled out of the school program by some bouncers.
[01:31:42.020 --> 01:31:48.820]  Now, I'd seen like back in the fall, I'd seen a few things,
[01:31:49.940 --> 01:31:57.780]  people predicting that Firefox OS was really going to take off and change the playing field.
[01:31:57.780 --> 01:32:04.340]  If they had come out with this in 2009, two years after the iPhone, I would say maybe,
[01:32:04.340 --> 01:32:11.140]  you know, because that's when Android was new too. Maybe a little bit ahead of that, but it was,
[01:32:11.780 --> 01:32:17.380]  I think it was the end of 2008 when the first Android phone came out. The HTC,
[01:32:18.100 --> 01:32:21.460]  was it the HTC One? I forget what it was called, but I think it was Brown.
[01:32:23.140 --> 01:32:29.380]  It had a keyboard that came out of the side and had a lot of problems. I had a lot of problems
[01:32:29.380 --> 01:32:36.580]  just like this where it was like they were still growing out. They'd started with the idea of an
[01:32:36.580 --> 01:32:41.380]  operating system that required a keyboard and required an up-down left rice device. So if you
[01:32:41.380 --> 01:32:45.220]  wanted to select text on that Android phone, you had to use the roller ball. You couldn't
[01:32:45.220 --> 01:32:52.580]  use your finger on the touch screen. You had to go to the roller ball. It just feels like something
[01:32:52.580 --> 01:32:59.940]  from that era. It's just a long, long time ago though since I could have used a phone of any
[01:32:59.940 --> 01:33:07.620]  operating system where you can't even select text. It just feels bizarre. It just makes me think that
[01:33:07.620 --> 01:33:14.100]  Mozilla as a whole is just off in their own cocoon and echo chamber in terms of the politics of the
[01:33:14.100 --> 01:33:24.820]  whole thing are the only reason keeping it afloat and whatever remaining traction or momentum I
[01:33:24.820 --> 01:33:30.180]  guess that they have of all the people who switched to Firefox on Windows a decade ago,
[01:33:30.900 --> 01:33:36.340]  still giving them some revenue because they go up to the search bar and search through Google and
[01:33:36.340 --> 01:33:43.380]  that they have a revenue share deal with Google. But it's all, anything that's going on that gives
[01:33:43.380 --> 01:33:51.940]  them any value is 10 years old. There's still nowhere in terms of actual mobile. Kind of sad,
[01:33:52.980 --> 01:33:59.220]  but not surprising. But open. But totally open. John Moltz, thanks for joining me.
[01:34:00.340 --> 01:34:03.540]  I say we call it a show. Where should we tell people to go? We could tell them to go to your
[01:34:03.540 --> 01:34:11.460]  very nice website. Very nice website.net. And your podcast is called Don't Make Me Go Back There.
[01:34:11.460 --> 01:34:17.220]  So we should buy that URL. It's called Don't Make Me Turn This- Turning This-
[01:34:17.220 --> 01:34:23.940]  Don't Make Me Turn This- Car Around- Automobile Over on the Freeway. Turning This Car Around.
[01:34:23.940 --> 01:34:27.620]  Turning This Car Around with John Armstrong and Casey Liss. And the other guy.
[01:34:27.620 --> 01:34:30.820]  Casey Liss. Casey Liss. Casey Liss. Exactly.
[01:34:33.700 --> 01:34:38.260]  It's about three dads who get kicked out of school functions for-
[01:34:38.260 --> 01:34:42.340]  Get in a car accident on the highway. Yeah.
[01:34:42.340 --> 01:35:07.300]  Yeah. I don't text and drive, but I do turn my ringer up during school play.
